Player Name,Nationality,Team,Kit Number,League,Height(inches),Height(cm),Weight(lbs),Weight(kg),Best Position,Best Foot,Weak Foot,Skill moves,International Reputation,Crossing,Finishing,Heading Accuracy,Short Passing,Volleys,Dribbling,Curve,FreeKick Accuracy,Long Passing,Ball Control,Acceleration,Sprint Speed,Agility,Reactions,Balance,Shot Power,Jumping,Stamina,Strength,Long Shots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Marking,Standing Tackle,Sliding Tackle,GK Diving,GK Handling,GK Kicking,GK Positioning,GK Reflexes,Striker (ST),Left Wing (LW),Left Forward (LF),Center Forward (CF),Right Forward (RF),Right Wing (RW),Center Attacking Midfielder (CAM),Left Midfielder (LM),Center Midfielder (CM),Right Midfielder (RM),Left Wing Back (LWB),Center Defensive Midfielder (CDM),Right Wing Back (RWB),Left Back (LB),Center Back (CB),Right Back (RB),Goalkeeper (GK),Attacking Average,Attacking Total,Skill Average,Skill Total,Movement Average,Movement Total,Power Average,Power Total,Mentality Average,Mentality Total,Defending Average,Defending Total,Goalkeeping Average,Goalkeeping Total,Base stats,Total Stats
Silvère Ganvoula,Congo,VfL Bochum 1848,35,German 1. Bundesliga,6'3,191 ,198,90,Striker (ST),Right,4,2,1,40,62,72,63,61,61,51,31,38,58,72,88,61,63,53,77,59,58,84,66,62,21,64,61,61,62,23,21,18,15,10,15,6,10,69,62,65,65,65,62,64,62,56,62,47,46,47,46,45,46,18,60,298,48,239,67,337,69,344,55,331,21,62,11,56,357,1605
Vassilios Lampropoulos,Greece,VfL Bochum 1848,24,German 1. Bundesliga,6'1,185 ,183,83,Center Back (CB),Right,2,2,1,59,36,66,58,35,48,36,40,64,54,68,63,66,63,59,52,70,62,76,49,64,71,40,42,40,62,70,71,69,5,14,5,7,7,54,52,51,51,51,52,54,56,58,56,66,66,66,67,68,67,16,51,254,48,242,64,319,62,309,53,319,70,210,8,38,355,1622
Marko Johansson,Sweden,VfL Bochum 1848,26,German 1. Bundesliga,6'4,194 ,190,86,Goalkeeper (GK),Right,2,1,1,16,20,12,35,16,17,17,13,37,24,40,42,39,58,42,53,68,35,63,20,23,22,14,32,15,51,18,12,15,67,64,71,63,70,32,27,29,29,29,27,31,31,32,31,29,31,29,28,29,28,67,20,99,22,108,44,221,48,239,26,157,15,45,67,335,376,1153
Tim Oermann,Germany,VfL Bochum 1848,14,German 1. Bundesliga,6'2,187 ,168,76,Center Back (CB),Right,2,2,1,37,30,65,55,31,48,38,33,53,56,51,55,48,58,58,45,60,55,67,31,63,60,26,39,33,48,60,68,67,6,14,5,8,11,48,45,45,45,45,45,48,49,52,49,58,61,58,60,65,60,17,44,218,46,228,54,270,52,258,45,269,65,195,9,44,310,1463
Tarsis Bonga,Germany,VfL Bochum 1848,32,German 1. Bundesliga,6'6,197 ,205,93,Striker (ST),Right,3,2,1,52,60,65,60,44,68,40,28,43,67,69,76,55,63,52,69,72,67,79,52,51,20,64,58,51,55,37,29,19,11,11,9,11,9,66,63,64,64,64,63,64,65,58,65,51,48,51,49,47,49,18,56,281,49,246,63,315,68,339,50,299,28,85,10,51,352,1561
Mohammed Tolba,Germany,VfL Bochum 1848,25,German 1. Bundesliga,6'1,185 ,168,76,Center Back (CB),Right,2,2,1,58,34,58,65,37,59,38,36,48,57,55,65,68,54,62,51,64,55,63,34,73,61,40,39,38,68,59,62,62,7,7,14,7,8,52,53,51,51,51,53,54,56,55,56,62,61,62,62,64,62,15,50,252,48,238,61,304,53,267,53,319,61,183,9,43,336,1538
Paul Grave,Germany,VfL Bochum 1848,34,German 1. Bundesliga,6'4,193 ,205,93,Goalkeeper (GK),Right,2,1,1,12,7,10,19,8,5,12,11,19,16,18,28,27,38,24,38,31,19,73,9,28,10,5,30,10,37,12,11,14,55,56,50,55,61,21,16,17,17,17,16,19,19,20,19,19,22,19,19,23,19,56,11,56,13,63,27,135,34,170,20,120,12,37,55,277,299,821
Óscar Melendo Jiménez,Spain,Granada CF,21,Spanish Segunda División,5'6,167 ,139,63,Center Attacking Midfielder (CAM),Left,2,4,1,74,65,45,84,63,78,81,50,78,80,81,79,86,72,88,66,60,62,53,63,63,50,75,83,50,70,50,45,40,9,7,13,15,8,71,77,75,75,75,77,80,79,76,79,66,66,66,63,56,63,19,66,331,73,367,81,406,61,304,65,391,45,135,10,52,407,1904
Jorge Molina Vidal,Spain,Granada CF,19,Spanish Segunda División,6'2,188 ,159,72,Striker (ST),Right,4,3,1,52,83,80,78,81,70,62,59,57,77,31,34,31,84,30,86,42,31,89,76,77,41,85,72,79,79,45,32,19,6,14,8,13,14,77,68,74,74,74,68,74,68,70,68,51,59,51,49,56,49,22,75,374,65,325,42,210,65,324,72,433,32,96,11,55,360,1738
José María Callejón Bueno,Spain,Granada CF,9,Spanish Segunda División,5'10,178 ,161,73,Right Midfielder (RM),Right,4,3,3,79,70,65,78,84,74,74,65,60,79,74,75,82,68,80,78,70,65,55,70,54,54,76,78,62,79,60,32,32,8,5,14,11,11,75,75,75,75,75,75,75,75,73,75,66,63,66,63,57,63,19,75,376,70,352,76,379,68,338,67,403,41,124,10,49,405,1947
