Player Name,Nationality,Team,Kit Number,League,Height(inches),Height(cm),Weight(lbs),Weight(kg),Best Position,Best Foot,Weak Foot,Skill moves,International Reputation,Crossing,Finishing,Heading Accuracy,Short Passing,Volleys,Dribbling,Curve,FreeKick Accuracy,Long Passing,Ball Control,Acceleration,Sprint Speed,Agility,Reactions,Balance,Shot Power,Jumping,Stamina,Strength,Long Shots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Marking,Standing Tackle,Sliding Tackle,GK Diving,GK Handling,GK Kicking,GK Positioning,GK Reflexes,Striker (ST),Left Wing (LW),Left Forward (LF),Center Forward (CF),Right Forward (RF),Right Wing (RW),Center Attacking Midfielder (CAM),Left Midfielder (LM),Center Midfielder (CM),Right Midfielder (RM),Left Wing Back (LWB),Center Defensive Midfielder (CDM),Right Wing Back (RWB),Left Back (LB),Center Back (CB),Right Back (RB),Goalkeeper (GK),Attacking Average,Attacking Total,Skill Average,Skill Total,Movement Average,Movement Total,Power Average,Power Total,Mentality Average,Mentality Total,Defending Average,Defending Total,Goalkeeping Average,Goalkeeping Total,Base stats,Total Stats
Göktan Gürpüz,Germany,Borussia Dortmund,42,German 1. Bundesliga,5'9,176 ,150,68,Center Attacking Midfielder (CAM),Right,4,3,1,52,43,37,64,47,67,53,41,62,66,68,62,82,64,77,46,59,53,42,39,40,49,52,64,45,53,51,38,39,15,11,10,10,12,54,60,59,59,59,60,63,63,61,63,56,56,56,54,49,54,20,49,243,58,289,71,353,48,239,51,303,43,128,12,58,326,1560
Lion Semić,Germany,Borussia Dortmund,37,German 1. Bundesliga,5'7,169 ,150,68,Right Wing Back (RWB),Right,4,3,1,58,39,39,60,32,63,45,38,36,61,87,77,75,52,79,43,61,58,65,33,63,53,47,38,32,44,51,59,62,12,8,11,7,15,53,58,54,54,54,58,56,60,53,60,62,57,62,61,58,61,17,46,228,49,243,74,370,52,260,46,277,57,172,11,53,350,1559
Abdoulaye Kamara,Guinea,Borussia Dortmund,32,German 1. Bundesliga,6'0,182 ,165,75,Center Defensive Midfielder (CDM),Right,3,3,1,47,39,59,64,44,67,53,40,66,65,66,68,77,59,71,58,64,55,68,34,56,57,49,58,39,59,49,65,62,6,10,10,6,14,58,58,58,58,58,58,61,61,62,61,61,63,61,61,62,61,17,51,253,58,291,68,341,56,279,53,318,59,176,9,46,355,1645
Mike Maignan,France,AC Milan,16,Italian Serie A,6'3,191 ,196,89,Goalkeeper (GK),Right,4,1,2,18,15,17,57,16,31,38,16,53,40,50,53,41,85,56,64,74,39,78,20,35,25,15,61,15,66,23,16,19,85,82,85,85,89,40,38,41,41,41,38,46,44,47,44,38,43,38,36,37,36,87,25,123,36,178,57,285,55,275,36,217,19,58,85,426,477,1496
Theo Hernández,France,AC Milan,19,Italian Serie A,6'0,184 ,179,81,Left Wing Back (LWB),Left,3,3,3,84,69,74,79,66,83,69,64,68,79,92,94,78,85,76,83,68,90,81,72,82,78,80,73,50,80,74,81,80,12,10,7,7,7,82,81,80,80,80,81,82,84,81,84,86,82,86,85,82,85,20,74,372,73,363,85,425,79,394,74,443,78,235,9,43,483,2195
Fikayo Tomori,England,AC Milan,23,Italian Serie A,6'1,185 ,174,79,Center Back (CB),Right,4,2,2,56,33,83,73,32,61,38,40,65,66,80,90,74,84,71,56,83,73,84,45,83,85,37,48,27,81,86,89,82,10,13,10,11,7,62,61,60,60,60,61,63,65,67,65,79,79,79,81,86,81,20,55,277,54,270,80,399,68,341,60,361,86,257,10,51,419,1875
Rafael da Conceição Leão,Portugal,AC Milan,17,Italian Serie A,6'2,188 ,179,81,Left Wing (LW),Right,4,4,1,75,80,63,76,74,89,80,60,63,86,90,92,82,83,80,80,62,77,80,72,60,24,82,74,63,81,22,24,21,10,12,15,11,9,82,83,82,82,82,83,83,84,74,84,61,56,61,57,48,57,21,74,368,76,378,85,427,74,371,64,384,22,67,11,57,428,1971
Sandro Tonali,Italy,AC Milan,8,Italian Serie A,5'11,181 ,174,79,Center Defensive Midfielder (CDM),Right,4,3,1,78,69,70,84,68,75,75,81,81,83,78,83,81,82,83,79,65,85,81,81,84,81,75,78,64,84,81,81,75,13,9,8,7,7,78,78,78,78,78,78,81,81,83,81,83,84,83,82,81,82,19,74,369,79,395,81,407,78,391,78,466,79,237,9,44,475,2225
Ismaël Bennacer,Algeria,AC Milan,4,Italian Serie A,5'9,175 ,154,70,Center Midfielder (CM),Left,3,4,2,72,63,62,85,64,86,73,73,83,85,81,73,87,83,89,75,78,82,69,74,86,81,66,81,68,80,76,80,76,9,12,10,16,15,75,78,78,78,78,78,82,81,83,81,82,83,82,80,79,80,23,69,346,80,400,83,413,76,378,77,462,77,232,12,62,464,2213
Zlatan Ibrahimović,Sweden,AC Milan,11,Italian Serie A,6'5,195 ,225,102,Striker (ST),Right,4,5,5,71,84,82,77,87,75,79,74,72,85,55,61,67,77,51,86,77,34,85,85,84,20,88,83,80,90,28,37,24,13,15,10,9,12,82,77,80,80,80,77,82,77,75,77,54,59,54,52,55,52,22,80,401,77,385,62,311,73,367,74,445,30,89,12,59,402,1967
