Player Name,Nationality,Team,Kit Number,League,Height(inches),Height(cm),Weight(lbs),Weight(kg),Best Position,Best Foot,Weak Foot,Skill moves,International Reputation,Crossing,Finishing,Heading Accuracy,Short Passing,Volleys,Dribbling,Curve,FreeKick Accuracy,Long Passing,Ball Control,Acceleration,Sprint Speed,Agility,Reactions,Balance,Shot Power,Jumping,Stamina,Strength,Long Shots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Marking,Standing Tackle,Sliding Tackle,GK Diving,GK Handling,GK Kicking,GK Positioning,GK Reflexes,Striker (ST),Left Wing (LW),Left Forward (LF),Center Forward (CF),Right Forward (RF),Right Wing (RW),Center Attacking Midfielder (CAM),Left Midfielder (LM),Center Midfielder (CM),Right Midfielder (RM),Left Wing Back (LWB),Center Defensive Midfielder (CDM),Right Wing Back (RWB),Left Back (LB),Center Back (CB),Right Back (RB),Goalkeeper (GK),Attacking Average,Attacking Total,Skill Average,Skill Total,Movement Average,Movement Total,Power Average,Power Total,Mentality Average,Mentality Total,Defending Average,Defending Total,Goalkeeping Average,Goalkeeping Total,Base stats,Total Stats
Christopher Lenz,Germany,Eintracht Frankfurt,25,German 1. Bundesliga,5'11,181 ,179,81,Left Wing Back (LWB),Left,3,3,1,71,35,59,73,31,67,70,65,66,71,68,76,69,69,72,55,69,70,70,45,65,73,49,55,45,71,74,75,70,13,11,11,10,9,59,63,60,60,60,63,64,67,67,67,74,73,74,73,73,73,19,54,269,68,339,71,354,62,309,60,358,73,219,11,54,391,1831
Junior Dina Ebimbe,France,Eintracht Frankfurt,26,German 1. Bundesliga,6'0,184 ,176,80,Center Defensive Midfielder (CDM),Right,3,3,1,58,57,59,76,51,73,59,49,69,75,79,79,76,67,72,71,75,80,74,56,69,74,62,64,57,70,65,69,56,6,11,14,12,5,69,69,69,69,69,69,71,72,72,72,72,73,72,71,70,71,17,60,301,65,325,75,373,71,356,66,396,63,190,10,48,421,1935
Jérôme Onguéné,Cameroon,Eintracht Frankfurt,4,German 1. Bundesliga,6'1,186 ,172,78,Center Back (CB),Right,3,2,1,32,33,76,68,27,53,33,38,58,60,66,76,72,69,62,63,92,58,80,29,71,70,26,32,47,62,72,70,71,8,14,12,13,12,56,51,51,51,51,51,54,55,57,55,65,68,65,67,74,67,20,47,236,48,242,69,345,64,322,51,308,71,213,12,59,362,1663
Aurélio Gabriel Ulineia Buta,Portugal,Eintracht Frankfurt,24,German 1. Bundesliga,5'8,172 ,146,66,Right Midfielder (RM),Right,4,4,1,69,52,42,69,49,72,62,41,61,70,94,92,90,67,86,70,91,77,60,62,73,67,69,67,61,74,64,68,68,9,5,13,9,10,67,71,69,69,69,71,72,73,70,73,73,70,73,72,68,72,17,56,281,61,306,86,429,72,360,69,411,67,200,9,46,424,1959
Timmy Chandler,United States,Eintracht Frankfurt,22,German 1. Bundesliga,6'2,187 ,185,84,Center Back (CB),Right,4,2,2,78,67,80,76,66,73,70,45,74,75,55,62,55,72,51,78,89,68,81,70,78,68,70,67,51,72,71,75,73,12,7,8,11,12,72,70,71,71,71,70,72,72,72,72,72,72,72,72,72,72,19,73,367,67,337,59,295,77,386,68,406,73,219,10,50,422,1988
Hrvoje Smolčić,Croatia,Eintracht Frankfurt,5,German 1. Bundesliga,6'1,185 ,176,80,Center Back (CB),Left,3,2,1,35,24,68,60,30,55,32,35,44,56,66,69,68,67,65,41,74,66,73,22,66,66,25,35,34,63,68,73,71,7,11,7,8,12,49,48,47,47,47,48,50,52,53,52,64,64,64,66,71,66,18,43,217,44,222,67,335,55,276,48,289,71,212,9,45,338,1533
Faride Alidou,Germany,Eintracht Frankfurt,11,German 1. Bundesliga,6'1,186 ,185,84,Right Midfielder (RM),Right,3,4,1,61,61,37,61,50,74,55,42,54,69,88,81,67,52,67,63,50,56,62,53,49,25,60,56,50,53,28,28,22,8,7,7,9,5,63,66,64,64,64,66,66,67,59,67,52,47,52,48,41,48,14,54,270,59,294,71,355,57,284,49,293,26,78,7,36,355,1574
Jens Grahl,Germany,Eintracht Frankfurt,31,German 1. Bundesliga,6'4,192 ,194,88,Goalkeeper (GK),Right,2,1,1,19,12,13,22,11,12,11,10,20,23,41,48,44,64,43,44,58,39,79,13,33,23,13,32,21,55,20,13,12,70,60,58,63,70,30,25,26,26,26,25,27,28,27,28,29,29,29,29,31,29,66,15,77,15,76,48,240,47,233,30,177,15,45,64,321,365,1114
Diant Ramaj,Germany,Eintracht Frankfurt,40,German 1. Bundesliga,6'2,189 ,179,81,Goalkeeper (GK),Right,3,1,1,10,7,11,25,8,12,12,11,26,15,23,25,29,46,40,51,52,26,64,9,24,12,7,35,17,34,9,9,10,67,64,68,63,67,23,18,20,20,20,18,23,22,24,22,20,24,20,19,23,19,65,12,61,15,76,33,163,40,202,22,129,9,28,66,329,353,954
Marcel Wenig,Germany,Eintracht Frankfurt,28,German 1. Bundesliga,6'2,188 ,176,80,Center Attacking Midfielder (CAM),Right,3,2,1,53,57,52,69,55,61,59,53,65,64,62,65,64,54,53,60,55,53,55,58,47,29,58,64,57,59,48,47,45,7,8,14,14,5,61,61,61,61,61,61,64,63,62,63,54,55,54,53,51,53,16,57,286,60,302,60,298,56,281,52,314,47,140,10,48,343,1610
