Player Name,Nationality,Team,Kit Number,League,Height(inches),Height(cm),Weight(lbs),Weight(kg),Best Position,Best Foot,Weak Foot,Skill moves,International Reputation,Crossing,Finishing,Heading Accuracy,Short Passing,Volleys,Dribbling,Curve,FreeKick Accuracy,Long Passing,Ball Control,Acceleration,Sprint Speed,Agility,Reactions,Balance,Shot Power,Jumping,Stamina,Strength,Long Shots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Marking,Standing Tackle,Sliding Tackle,GK Diving,GK Handling,GK Kicking,GK Positioning,GK Reflexes,Striker (ST),Left Wing (LW),Left Forward (LF),Center Forward (CF),Right Forward (RF),Right Wing (RW),Center Attacking Midfielder (CAM),Left Midfielder (LM),Center Midfielder (CM),Right Midfielder (RM),Left Wing Back (LWB),Center Defensive Midfielder (CDM),Right Wing Back (RWB),Left Back (LB),Center Back (CB),Right Back (RB),Goalkeeper (GK),Attacking Average,Attacking Total,Skill Average,Skill Total,Movement Average,Movement Total,Power Average,Power Total,Mentality Average,Mentality Total,Defending Average,Defending Total,Goalkeeping Average,Goalkeeping Total,Base stats,Total Stats
Bryan Reynolds,United States,KVC Westerlo,22,Belgian Pro League,6'2,188 ,165,75,Right Back (RB),Right,3,2,1,68,47,58,62,39,60,47,24,51,60,69,70,64,67,53,49,72,72,63,42,52,62,50,62,54,53,62,65,56,14,13,9,7,13,58,60,58,58,58,60,61,63,61,63,66,63,66,66,64,66,20,55,274,48,242,65,323,60,298,56,333,61,183,11,56,362,1656
Lyle Foster,South Africa,KVC Westerlo,9,Belgian Pro League,6'1,185 ,154,70,Striker (ST),Right,3,3,1,60,67,58,59,61,64,44,44,45,67,76,81,55,59,65,75,75,67,70,55,54,24,64,58,65,49,36,33,31,5,6,10,9,12,68,64,65,65,65,64,64,66,58,66,54,50,54,52,48,52,16,61,305,53,264,67,336,68,342,52,314,33,100,8,42,363,1654
Nick Gillekens,Belgium,KVC Westerlo,20,Belgian Pro League,6'1,185 ,176,80,Goalkeeper (GK),Right,2,1,1,14,10,15,24,18,18,14,13,27,23,41,46,38,62,58,50,59,30,63,17,25,20,18,31,28,32,15,14,15,69,61,67,63,66,30,26,27,27,27,26,29,29,29,29,27,28,27,27,28,27,67,16,81,19,95,49,245,44,219,26,154,15,44,65,326,369,1132
Edisson Jordanov,Bulgaria,KVC Westerlo,32,Belgian Pro League,5'8,172 ,154,70,Right Back (RB),Right,3,3,1,59,49,46,66,58,68,61,47,55,68,77,68,83,67,83,56,80,69,45,55,67,67,58,63,53,71,63,61,58,15,8,13,12,12,60,64,63,63,63,64,66,66,65,66,66,65,66,66,63,66,20,56,278,60,299,76,378,61,305,63,379,61,182,12,60,374,1810
Igor Vetokele,Angola,KVC Westerlo,25,Belgian Pro League,5'8,173 ,163,74,Right Wing (RW),Right,3,3,1,58,67,65,58,59,65,59,39,56,67,88,86,87,61,72,64,88,62,66,59,54,23,64,60,67,67,43,27,20,13,15,11,12,15,66,66,66,66,66,66,66,66,60,66,53,49,53,51,47,51,21,61,307,57,286,79,394,68,339,56,335,30,90,13,66,374,1750
Ján Bernát,Slovakia,KVC Westerlo,10,Belgian Pro League,5'11,180 ,154,70,Center Attacking Midfielder (CAM),Right,4,2,1,68,51,37,74,64,65,73,69,67,68,70,62,58,59,62,71,65,49,52,73,29,31,49,68,56,51,28,42,31,12,7,10,12,12,60,64,62,62,62,64,67,66,64,66,54,53,54,51,44,51,18,59,294,68,342,62,311,62,310,47,284,34,101,11,53,341,1644
Koen Van Langendonck,Belgium,KVC Westerlo,30,Belgian Pro League,6'2,187 ,190,86,Goalkeeper (GK),Right,3,1,1,20,12,13,30,15,11,15,12,27,18,23,33,32,62,39,48,56,28,70,16,35,16,14,48,22,47,22,14,20,63,63,64,69,62,28,24,26,26,26,24,29,27,30,27,27,30,27,26,30,26,65,18,90,17,83,38,189,44,218,30,182,19,56,64,321,348,1092
Kyan Vaesen,Belgium,KVC Westerlo,14,Belgian Pro League,6'3,190 ,181,82,Striker (ST),Right,3,2,1,63,68,60,56,48,62,55,48,38,67,58,65,61,60,49,62,63,52,78,54,28,32,69,62,68,55,21,18,15,12,15,10,14,12,66,63,63,63,63,63,63,63,56,63,48,44,48,45,41,45,20,59,295,54,270,59,293,62,309,52,314,18,54,13,63,329,1543
Pietro Perdichizzi,Belgium,KVC Westerlo,2,Belgian Pro League,6'0,182 ,163,74,Center Back (CB),Left,2,2,1,48,25,61,56,34,39,28,36,54,53,65,68,66,62,69,61,80,63,68,28,72,55,28,38,40,52,62,70,62,6,6,6,15,15,49,46,45,45,45,46,48,51,52,51,60,61,60,62,65,62,18,45,224,42,210,66,330,60,300,48,285,65,194,10,48,329,1539
Erdon Daci,North Macedonia,KVC Westerlo,21,Belgian Pro League,6'0,183 ,165,75,Striker (ST),Left,3,2,1,58,67,52,60,65,73,64,51,48,64,67,58,57,63,61,72,55,43,58,58,28,19,58,58,50,55,29,17,17,10,11,11,11,9,65,63,64,64,64,63,64,64,57,64,46,43,46,43,38,43,18,60,302,60,300,61,306,57,286,45,268,21,63,10,52,324,1522
Mamoutou N’Diaye,Mali,KVC Westerlo,18,Belgian Pro League,5'10,179 ,165,75,Center Back (CB),Right,3,2,1,55,41,59,63,46,59,42,58,62,56,54,63,70,56,67,61,88,60,70,52,77,62,55,54,61,66,65,57,56,12,7,16,16,15,57,56,56,56,56,56,59,59,60,59,61,62,61,61,62,61,19,53,264,55,277,62,310,66,331,63,375,59,178,13,66,357,1735
Griffin Yow,United States,KVC Westerlo,3,Belgian Pro League,5'8,173 ,146,66,Right Midfielder (RM),Right,3,2,1,57,58,26,51,47,56,44,33,44,62,65,56,72,54,63,55,51,54,44,48,49,19,58,60,52,52,17,21,20,6,10,8,11,11,55,58,57,57,57,58,59,59,53,59,44,41,44,41,33,41,16,48,239,48,239,62,310,50,252,48,290,19,58,9,46,294,1382
Khama Billiat,Zimbabwe,Kaizer Chiefs,11,South African Premier Division,5'7,170 ,132,60,Right Wing (RW),Right,4,4,1,71,75,64,69,68,83,65,71,68,72,82,87,78,68,80,80,75,66,67,68,56,51,71,71,76,77,40,47,47,14,8,8,10,7,74,74,74,74,74,74,74,74,70,74,65,61,65,63,58,63,18,69,347,72,359,79,395,71,356,67,402,45,134,9,47,419,1909
Itumeleng Khune,South Africa,Kaizer Chiefs,32,South African Premier Division,5'11,181 ,179,81,Goalkeeper (GK),Right,5,1,2,20,16,14,31,13,29,19,38,40,30,35,35,58,60,48,68,71,25,70,20,32,24,14,70,49,41,17,16,15,70,68,90,64,75,34,32,34,34,34,32,38,35,38,35,29,34,29,28,31,28,70,19,94,31,156,47,236,51,254,38,230,16,48,73,367,402,1358
Brandon Petersen,South Africa,Kaizer Chiefs,16,South African Premier Division,6'1,185 ,165,75,Goalkeeper (GK),Right,3,1,1,17,20,30,58,8,22,23,38,55,21,51,50,31,60,52,51,62,35,51,17,35,12,8,40,27,51,16,23,22,67,71,68,69,74,34,31,32,32,32,31,37,36,39,36,33,36,33,32,32,32,71,27,133,32,159,49,244,43,216,29,173,20,61,70,349,400,1284
Edmilson Dove,Mozambique,Kaizer Chiefs,7,South African Premier Division,5'10,178 ,159,72,Left Back (LB),Left,4,2,1,60,42,56,50,40,71,50,54,42,50,81,76,71,71,89,44,79,75,70,41,71,74,64,54,57,59,63,78,76,14,12,6,8,6,59,60,58,58,58,60,59,63,59,63,70,65,70,71,71,71,19,50,248,53,267,78,388,62,309,63,379,72,217,9,46,381,1776
Reeve Frosler,South Africa,Kaizer Chiefs,39,South African Premier Division,5'8,173 ,152,69,Right Back (RB),Right,4,3,1,70,34,48,64,44,69,51,48,61,71,74,70,58,61,74,51,64,67,51,35,55,60,61,52,40,52,66,70,72,12,9,11,12,11,57,62,60,60,60,62,62,66,63,66,69,66,69,69,64,69,18,52,260,60,300,67,337,54,268,53,320,69,208,11,55,362,1696
Bruce Bvuma,South Africa,Kaizer Chiefs,44,South African Premier Division,6'1,186 ,161,73,Goalkeeper (GK),Right,3,1,1,12,10,15,27,12,18,18,18,24,24,31,35,41,56,49,50,62,30,35,10,23,17,9,45,20,47,26,16,15,73,73,67,70,68,26,24,26,26,26,24,29,27,29,27,26,28,26,26,26,26,71,15,76,20,102,42,212,37,187,27,161,19,57,70,351,384,1094
Ashley Du Preez,South Africa,Kaizer Chiefs,9,South African Premier Division,5'9,176 ,148,67,Striker (ST),Left,5,2,1,46,74,80,57,59,67,57,59,52,60,80,82,73,68,90,70,85,77,63,76,45,33,67,68,81,67,32,37,36,10,13,13,5,9,72,66,68,68,68,66,68,67,62,67,55,52,55,55,51,55,18,63,316,59,295,79,393,74,371,60,361,35,105,10,50,380,1820
Keagan Dolly,South Africa,Kaizer Chiefs,10,South African Premier Division,5'7,170 ,154,70,Left Wing (LW),Left,4,3,1,64,70,23,69,60,71,70,68,66,71,79,72,78,61,87,76,67,54,47,72,59,28,66,68,58,64,57,32,24,15,12,12,13,12,66,69,69,69,69,69,69,69,65,69,55,55,55,51,45,51,20,57,286,69,346,75,377,63,316,57,343,38,113,13,64,373,1781
Sifiso Hlanti,South Africa,Kaizer Chiefs,15,South African Premier Division,6'0,182 ,172,78,Left Back (LB),Left,3,3,1,76,31,54,59,33,70,51,58,68,67,72,70,52,59,58,42,63,62,70,34,53,69,51,51,43,63,67,77,69,12,13,5,14,5,55,60,56,56,56,60,60,65,63,65,70,67,70,70,68,70,18,51,253,63,314,62,311,54,271,55,330,71,213,10,49,368,1665
Kgaogelo Sekgota,South Africa,Kaizer Chiefs,14,South African Premier Division,5'7,170 ,154,70,Left Wing (LW),Left,3,3,1,63,60,48,57,67,72,63,50,45,67,87,80,88,60,87,75,55,67,62,69,37,24,62,59,61,51,23,25,25,11,7,10,15,7,67,67,66,66,66,67,67,67,59,67,53,46,53,49,40,49,18,59,295,59,297,80,402,66,328,49,294,24,73,10,50,361,1697
Eric Mathoho,South Africa,Kaizer Chiefs,3,South African Premier Division,6'3,190 ,168,76,Center Back (CB),Right,3,2,1,34,42,81,59,31,46,25,22,57,64,57,66,41,61,40,56,72,76,77,22,66,61,39,46,42,67,67,76,71,13,12,6,10,10,56,49,52,52,52,49,53,55,58,55,64,67,64,66,70,66,18,49,247,43,214,53,265,61,303,54,321,71,214,10,51,346,1514
Siyethemba Sithembe,South Africa,Kaizer Chiefs,6,South African Premier Division,5'7,170 ,137,62,Center Attacking Midfielder (CAM),Right,5,2,1,69,53,50,75,65,68,67,70,70,75,78,82,73,70,83,66,76,68,58,54,64,42,58,77,68,76,61,60,51,7,11,14,13,6,65,69,68,68,68,69,70,70,70,70,67,66,67,65,61,65,18,62,312,70,350,77,386,64,322,64,385,57,172,10,51,400,1838
Njabulo Ngcobo,South Africa,Kaizer Chiefs,27,South African Premier Division,6'2,189 ,174,79,Center Back (CB),Right,4,2,1,32,29,59,49,37,36,33,34,41,44,69,75,60,52,62,45,85,67,77,33,61,64,40,46,46,48,62,74,70,8,5,12,9,8,48,45,45,45,45,45,47,48,50,48,59,60,59,63,67,63,15,41,206,38,188,64,318,61,307,51,305,69,206,8,42,332,1556
Zitha Kwinika,South Africa,Kaizer Chiefs,4,South African Premier Division,5'11,180 ,159,72,Center Back (CB),Right,2,2,1,41,32,72,66,32,42,35,38,63,44,70,75,65,62,70,55,70,70,64,32,61,65,43,42,38,61,64,71,65,15,8,10,15,14,53,49,49,49,49,49,52,54,56,54,63,64,63,65,68,65,20,49,243,44,222,68,342,58,291,52,310,67,200,12,62,343,1612
Njabulo Blom,South Africa,Kaizer Chiefs,45,South African Premier Division,5'8,173 ,148,67,Right Back (RB),Right,3,2,1,50,22,62,65,21,41,32,35,67,50,78,68,45,54,67,45,65,69,63,22,51,62,25,39,41,45,64,67,65,10,11,14,11,6,46,46,44,44,44,46,49,53,54,53,63,63,63,65,64,65,17,44,220,45,225,62,312,53,264,44,263,65,196,10,52,327,1545
Siyabonga Ngezana,South Africa,Kaizer Chiefs,30,South African Premier Division,6'1,185 ,170,77,Center Back (CB),Right,2,2,1,20,24,74,35,20,30,25,29,54,58,73,70,48,50,64,32,70,71,71,18,62,65,27,38,37,49,62,68,68,9,15,14,9,15,45,40,41,41,41,40,43,45,48,45,57,60,57,61,66,61,18,35,173,39,196,61,305,52,262,46,278,66,198,12,62,310,1430
Dillan Solomons,South Africa,Kaizer Chiefs,18,South African Premier Division,5'11,180 ,161,73,Right Back (RB),Right,3,2,1,59,40,57,45,42,61,45,43,41,50,82,72,74,61,81,42,75,72,67,44,69,68,64,51,57,50,61,69,67,11,9,11,14,15,56,57,55,55,55,57,56,60,55,60,65,61,65,66,66,66,20,49,243,48,240,74,370,60,300,60,359,66,197,12,60,361,1712
Yusuf Maart,South Africa,Kaizer Chiefs,8,South African Premier Division,5'6,167 ,143,65,Center Attacking Midfielder (CAM),Left,2,3,1,47,47,43,71,41,66,43,41,67,67,75,72,58,60,84,53,62,44,38,42,48,31,55,66,58,62,65,53,50,15,11,12,13,13,57,61,61,61,61,61,62,62,62,62,57,58,57,56,53,56,20,50,249,57,284,70,349,48,239,53,320,56,168,13,64,343,1742
Cole Alexander,South Africa,Kaizer Chiefs,23,South African Premier Division,6'0,182 ,157,71,Right Midfielder (RM),Right,2,3,1,62,66,52,68,54,63,54,55,67,67,81,76,70,60,74,70,84,80,66,55,60,58,59,62,69,60,60,60,49,10,11,6,11,14,65,65,65,65,65,65,65,65,65,65,65,65,65,65,62,65,19,60,302,61,306,72,361,71,355,61,368,56,169,10,52,398,1853
Phathutshedzo Nange,South Africa,Kaizer Chiefs,24,South African Premier Division,5'9,176 ,150,68,Center Defensive Midfielder (CDM),Right,3,2,1,63,65,58,71,48,59,53,50,73,56,74,74,71,62,73,59,65,48,80,60,73,60,60,55,58,57,55,70,68,10,10,7,14,9,65,63,62,62,62,63,65,65,64,65,65,65,65,65,65,65,18,61,305,58,291,71,354,62,312,61,363,64,193,10,50,392,1811
Thabani Dube,South Africa,Kaizer Chiefs,37,South African Premier Division,5'10,178 ,163,74,Center Back (CB),Left,3,2,1,37,37,59,42,40,43,37,40,40,46,69,71,57,57,83,45,82,74,50,34,63,67,37,46,48,55,64,75,71,12,9,14,9,13,49,46,46,46,46,46,47,50,50,50,61,60,61,64,65,64,18,43,215,41,206,67,337,57,285,53,316,70,210,11,57,327,1571
Nkosingiphile Ngcobo,South Africa,Kaizer Chiefs,12,South African Premier Division,5'5,165 ,139,63,Left Midfielder (LM),Left,4,3,1,65,49,33,69,61,70,51,52,57,65,70,68,68,56,65,55,42,65,38,45,24,25,60,60,44,61,58,38,41,5,7,13,12,5,57,63,61,61,61,63,64,66,61,66,57,52,57,54,44,54,15,55,277,59,295,65,327,49,245,46,274,46,137,8,42,332,1536
Happy Mashiane,South Africa,Kaizer Chiefs,19,South African Premier Division,5'9,175 ,157,71,Left Wing Back (LWB),Left,3,2,1,63,32,41,58,28,66,39,44,58,62,77,67,65,52,68,33,55,65,61,31,53,58,65,49,41,49,54,64,58,9,11,14,6,7,52,58,55,55,55,58,59,62,59,62,63,60,63,62,59,62,15,44,222,54,269,66,329,49,245,53,315,59,176,9,47,342,1554
Sabelo Radebe,South Africa,Kaizer Chiefs,55,South African Premier Division,5'6,167 ,128,58,Center Attacking Midfielder (CAM),Right,3,2,1,52,55,32,59,48,60,45,48,57,62,65,69,57,49,75,55,61,53,38,57,60,53,49,58,53,53,43,51,40,6,14,5,9,5,55,58,57,57,57,58,60,60,58,60,55,55,55,54,50,54,15,49,246,54,272,63,315,53,264,54,326,45,134,8,39,331,1543
Keletso Sifama,South Africa,Kaizer Chiefs,13,South African Premier Division,5'7,171 ,143,65,Center Attacking Midfielder (CAM),Right,3,2,1,40,52,45,50,49,61,40,41,49,59,60,70,56,50,75,61,63,50,40,43,37,26,58,50,47,59,30,38,36,8,9,7,13,12,56,55,56,56,56,55,56,56,52,56,47,44,47,46,41,46,17,47,236,50,250,62,311,51,257,46,277,35,104,10,49,302,1425
Mduduzi Shabalala,South Africa,Kaizer Chiefs,42,South African Premier Division,5'7,171 ,121,55,Striker (ST),Right,3,3,1,30,63,64,42,53,46,37,33,24,46,51,58,53,53,75,53,71,63,30,52,58,25,62,48,57,46,28,23,28,7,10,10,10,5,56,49,52,52,52,49,51,50,46,50,41,39,41,41,39,41,15,50,252,37,186,58,290,54,269,49,296,26,79,8,42,275,1368
Thabo Mokwena,South Africa,Kaizer Chiefs,2,South African Premier Division,6'3,191 ,183,83,Center Back (CB),Right,3,2,1,27,21,42,28,29,22,23,29,30,33,58,61,44,50,47,39,73,59,74,19,45,52,31,28,40,44,50,62,53,5,7,9,5,10,38,33,33,33,33,33,34,37,37,37,48,47,48,51,55,51,14,29,147,27,137,52,260,53,264,40,240,55,165,7,36,263,1205
Karabo Molefe,South Africa,Kaizer Chiefs,34,South African Premier Division,6'3,190 ,161,73,Goalkeeper (GK),Right,3,1,1,9,8,14,27,7,9,12,15,19,14,42,37,28,48,39,35,48,23,70,9,19,15,5,23,16,27,6,16,15,58,48,46,39,61,24,19,20,20,20,19,22,22,22,22,22,24,22,23,25,23,53,13,65,14,69,39,194,37,185,18,105,12,37,50,252,292,880
Oscar dos Santos Emboaba,Brazil,Shanghai Port FC,8,Chinese Super League,5'10,179 ,154,70,Center Attacking Midfielder (CAM),Right,3,4,3,81,77,59,85,72,81,77,78,84,83,82,76,92,77,84,80,76,84,60,82,60,52,81,78,70,79,66,59,55,12,10,15,12,12,80,81,80,80,80,81,81,81,81,81,75,74,75,72,66,72,22,75,374,81,403,82,411,76,382,70,420,60,180,12,61,448,2152
Junling Yan,China PR,Shanghai Port FC,1,Chinese Super League,6'3,191 ,183,83,Goalkeeper (GK),Right,1,1,1,16,14,19,30,16,17,20,14,30,24,53,43,33,71,45,52,75,43,72,13,16,25,15,70,21,63,13,13,13,72,70,69,72,74,33,30,32,32,32,30,36,34,37,34,31,33,31,30,30,30,73,19,95,21,105,49,245,51,255,35,210,13,39,71,357,406,1243
Paulo Henrique Soares dos Santos,Brazil,Shanghai Port FC,9,Chinese Super League,5'6,168 ,128,58,Center Attacking Midfielder (CAM),Left,3,4,1,70,72,62,74,64,77,67,72,73,70,77,84,87,73,91,73,77,76,65,70,59,48,74,74,69,71,33,49,38,12,14,14,11,8,72,72,72,72,72,72,72,72,72,72,64,62,64,62,56,62,20,68,342,72,359,82,412,72,361,66,395,40,120,12,59,412,1977
Guangtai Jiang,China PR,Shanghai Port FC,3,Chinese Super League,6'2,187 ,168,76,Center Back (CB),Right,2,3,1,53,25,72,61,33,48,29,17,52,66,80,84,75,62,73,48,82,78,81,35,65,70,41,27,43,58,70,65,69,10,13,7,9,12,55,54,51,51,51,54,53,58,56,58,69,66,69,70,72,70,18,49,244,42,212,75,374,65,324,51,304,68,204,10,51,368,1657
Linpeng Zhang,China PR,Shanghai Port FC,5,Chinese Super League,6'1,185 ,176,80,Center Back (CB),Right,3,3,1,65,49,71,68,34,67,50,43,64,68,74,71,72,62,71,77,83,84,84,58,83,65,63,64,38,68,69,67,68,8,8,9,14,10,67,65,65,65,65,65,67,69,68,69,71,71,71,71,71,71,18,57,287,58,292,70,350,77,386,64,381,68,204,10,49,412,1870
