Player Name,Nationality,Team,Kit Number,League,Height(inches),Height(cm),Weight(lbs),Weight(kg),Best Position,Best Foot,Weak Foot,Skill moves,International Reputation,Crossing,Finishing,Heading Accuracy,Short Passing,Volleys,Dribbling,Curve,FreeKick Accuracy,Long Passing,Ball Control,Acceleration,Sprint Speed,Agility,Reactions,Balance,Shot Power,Jumping,Stamina,Strength,Long Shots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Marking,Standing Tackle,Sliding Tackle,GK Diving,GK Handling,GK Kicking,GK Positioning,GK Reflexes,Striker (ST),Left Wing (LW),Left Forward (LF),Center Forward (CF),Right Forward (RF),Right Wing (RW),Center Attacking Midfielder (CAM),Left Midfielder (LM),Center Midfielder (CM),Right Midfielder (RM),Left Wing Back (LWB),Center Defensive Midfielder (CDM),Right Wing Back (RWB),Left Back (LB),Center Back (CB),Right Back (RB),Goalkeeper (GK),Attacking Average,Attacking Total,Skill Average,Skill Total,Movement Average,Movement Total,Power Average,Power Total,Mentality Average,Mentality Total,Defending Average,Defending Total,Goalkeeping Average,Goalkeeping Total,Base stats,Total Stats
Bruno Xavier Almeida Costa,Portugal,FC Porto,28,Portuguese Primeira Liga,5'9,174 ,150,68,Center Midfielder (CM),Right,3,3,1,73,71,46,78,54,75,67,59,77,76,72,63,77,71,81,74,46,73,57,77,66,70,71,74,68,66,57,73,65,12,9,12,12,5,71,73,73,73,73,73,76,75,77,75,73,73,73,71,66,71,18,64,322,71,354,73,364,65,327,69,415,65,195,10,50,415,1961
Iván Marcano Sierra,Spain,FC Porto,5,Portuguese Primeira Liga,6'3,190 ,172,78,Center Back (CB),Left,3,2,3,49,43,78,75,34,54,39,37,68,64,52,49,52,67,56,65,80,62,74,42,78,77,30,48,45,71,81,75,75,8,16,7,14,16,58,53,54,54,54,53,59,59,65,59,69,75,69,71,75,71,22,56,279,52,262,55,276,65,323,58,349,77,231,12,61,364,1701
Wendell Nascimento Borges,Brazil,FC Porto,22,Portuguese Primeira Liga,5'9,176 ,154,70,Left Back (LB),Left,2,4,2,70,49,52,73,29,77,66,73,65,77,81,77,77,72,76,60,70,74,64,59,82,74,69,69,67,70,67,72,77,8,12,6,14,14,66,71,70,70,70,71,73,74,73,74,75,74,75,75,72,75,20,55,273,72,358,77,383,65,327,72,431,72,216,11,54,418,1972
Bruno Xavier Almeida Costa,Portugal,FC Porto,28,Portuguese Primeira Liga,5'9,174 ,150,68,Center Midfielder (CM),Right,3,3,1,73,71,46,78,54,75,67,59,77,76,72,63,77,71,81,74,46,73,57,77,66,70,71,74,68,66,57,73,65,12,9,12,12,5,71,73,73,73,73,73,76,75,77,75,73,73,73,71,66,71,18,64,322,71,354,73,364,65,327,69,415,65,195,10,50,415,1953
Cláudio Pires de Morais Ramos,Portugal,FC Porto,14,Portuguese Primeira Liga,6'0,183 ,183,83,Goalkeeper (GK),Right,3,1,1,10,14,21,25,10,16,15,13,23,20,55,54,62,70,65,48,72,44,77,16,27,21,10,55,13,44,21,17,13,78,72,64,71,74,32,29,30,30,30,29,33,32,32,32,30,31,30,30,32,30,75,16,80,17,87,61,306,51,257,28,170,17,51,72,359,414,1266
Wilson Miguéis Manafá Jancó,Portugal,FC Porto,18,Portuguese Primeira Liga,5'9,175 ,159,72,Right Back (RB),Right,4,3,1,72,56,59,72,57,71,68,48,54,70,86,85,84,69,81,66,60,80,59,54,75,70,72,65,47,72,69,70,71,6,6,7,11,10,68,71,69,69,69,71,71,73,69,73,75,71,75,75,70,75,17,63,316,62,311,81,405,64,319,67,401,70,210,8,40,419,1925
André Filipe Russo Franco,Portugal,FC Porto,20,Portuguese Primeira Liga,5'10,177 ,154,70,Center Attacking Midfielder (CAM),Left,3,3,1,62,74,53,74,50,74,65,64,72,73,73,75,72,70,72,73,59,72,61,68,58,40,68,76,54,69,42,38,35,12,12,12,12,7,71,72,72,72,72,72,75,74,71,74,60,60,60,57,52,57,19,63,313,70,348,72,362,67,333,61,365,38,115,11,55,392,1820
Samuel Portugal Lima,Brazil,FC Porto,94,Portuguese Primeira Liga,6'2,188 ,176,80,Goalkeeper (GK),Left,3,1,1,19,14,13,30,19,15,19,14,31,26,45,41,36,69,51,58,61,33,68,18,26,12,14,63,25,52,11,15,14,74,67,77,71,78,32,29,31,31,31,29,35,33,35,33,28,30,28,27,28,27,74,19,95,21,105,48,242,48,238,32,192,13,40,73,367,410,1227
Danny Loader,England,FC Porto,19,Portuguese Primeira Liga,6'0,182 ,168,76,Striker (ST),Right,3,3,1,44,72,56,63,68,71,55,50,45,73,78,77,79,66,73,70,71,61,76,66,40,17,73,70,65,63,20,15,19,9,11,11,9,11,72,69,71,71,71,69,71,69,62,69,48,46,48,45,40,45,18,61,303,59,294,75,373,69,344,55,328,18,54,10,51,362,1684
Rodrigo F. Conceição,Portugal,FC Porto,17,Portuguese Primeira Liga,5'9,175 ,143,65,Right Back (RB),Right,2,2,1,54,34,54,55,35,66,43,40,44,68,68,74,56,63,78,71,56,74,53,36,77,66,47,43,39,62,53,69,67,12,7,6,9,9,57,57,57,57,57,57,57,61,58,61,66,63,66,66,64,66,17,46,232,52,261,68,339,58,290,56,334,63,189,9,43,354,1722
Fernando Andrade dos Santos,Brazil,FC Porto,38,Portuguese Primeira Liga,5'11,180 ,174,79,Striker (ST),Right,2,3,1,65,73,67,70,65,69,62,41,67,68,67,68,60,68,61,75,70,61,75,66,72,13,70,62,61,55,30,20,18,8,8,8,8,14,69,68,69,69,69,68,69,69,64,69,51,51,51,47,45,47,18,68,340,61,307,65,324,69,347,56,333,23,68,9,46,368,1707
Gonçalo Oscar Albuquerque Borges,Portugal,FC Porto,70,Portuguese Primeira Liga,6'0,184 ,170,77,Right Midfielder (RM),Right,3,4,1,65,53,33,62,57,70,45,48,53,68,84,83,80,58,58,58,43,55,60,46,42,20,61,65,53,60,21,33,26,8,8,15,11,10,61,66,64,64,64,66,66,68,59,68,52,47,52,49,40,49,17,54,270,57,284,73,363,52,262,50,301,27,80,10,52,345,1552
João Marcelo Messias Ferreira,Brazil,FC Porto,43,Portuguese Primeira Liga,6'2,189 ,185,84,Center Back (CB),Right,3,2,1,43,39,61,58,39,53,35,35,59,57,65,61,55,59,52,60,63,61,78,33,61,70,32,39,47,56,64,65,63,7,12,13,10,8,54,50,50,50,50,50,52,54,55,54,62,64,62,63,67,63,17,48,240,48,239,58,292,59,295,51,305,64,192,10,50,344,1554
Francisco Meira Meixedo,Portugal,FC Porto,71,Portuguese Primeira Liga,6'3,190 ,172,78,Goalkeeper (GK),Right,2,1,1,12,5,14,16,9,13,14,14,25,16,32,30,36,59,43,44,69,20,53,7,16,9,4,35,11,39,5,14,12,61,63,58,64,65,23,19,21,21,21,19,23,22,23,22,21,22,21,21,22,21,65,11,56,16,82,40,200,39,193,19,114,10,31,62,311,342,948
João Miguel Teixeira Mendes,Portugal,FC Porto,55,Portuguese Primeira Liga,5'10,179 ,157,71,Left Wing Back (LWB),Left,3,2,1,57,33,43,59,43,58,51,46,52,60,78,77,79,56,69,50,59,61,60,40,57,57,51,51,50,54,53,57,59,15,13,13,8,10,53,57,55,55,55,57,58,60,57,60,62,59,62,61,58,61,18,47,235,53,267,72,359,54,270,53,320,56,169,12,59,348,1625
Pedro Antonio Porro Sauceda,Spain,Sporting CP,24,Portuguese Primeira Liga,5'8,173 ,152,69,Right Wing Back (RWB),Right,3,3,1,81,65,68,75,60,80,78,67,74,83,80,84,78,78,71,83,59,91,74,75,74,76,77,72,66,78,74,78,75,15,7,14,5,7,77,78,77,77,77,78,79,81,79,81,81,79,81,81,77,81,18,70,349,76,382,78,391,76,382,74,443,76,227,10,48,461,2157
Pedro António Pereira Gonçalves,Portugal,Sporting CP,28,Portuguese Primeira Liga,5'8,173 ,170,77,Center Attacking Midfielder (CAM),Right,4,4,1,75,84,40,83,79,83,79,72,78,84,77,76,83,84,87,78,43,81,58,76,64,66,84,81,74,86,57,57,50,15,11,15,7,8,79,81,81,81,81,81,84,83,82,83,74,73,74,70,62,70,21,72,361,79,396,81,407,67,336,76,455,55,164,11,56,440,2103
Sebastián Coates,Uruguay,Sporting CP,4,Portuguese Primeira Liga,6'5,196 ,207,94,Center Back (CB),Right,3,2,3,17,55,82,73,48,64,39,19,71,68,65,70,37,77,31,50,57,85,93,30,84,82,49,60,70,79,85,85,84,16,13,15,16,13,66,58,62,62,62,58,65,65,71,65,74,81,74,77,82,77,24,55,275,52,261,56,280,63,315,71,424,85,254,15,73,405,1803
Antonio Adán Garrido,Spain,Sporting CP,1,Portuguese Primeira Liga,6'3,190 ,207,94,Goalkeeper (GK),Left,3,1,2,12,11,23,34,15,12,11,12,43,15,56,54,55,76,51,59,71,32,77,12,41,20,11,42,25,63,20,14,18,79,82,78,83,80,33,27,29,29,29,27,32,31,33,31,30,34,30,31,34,31,81,19,95,19,93,58,292,50,251,34,202,17,52,80,402,457,1324
Nuno Miguel Gomes dos Santos,Portugal,Sporting CP,11,Portuguese Primeira Liga,5'10,177 ,159,72,Left Wing (LW),Left,3,4,1,79,72,59,74,84,81,79,72,71,80,83,80,81,79,72,86,57,80,60,76,74,70,76,74,71,75,60,51,45,14,7,8,9,15,77,78,78,78,78,78,78,78,77,78,73,70,73,70,64,70,21,74,368,77,383,79,395,72,359,73,440,52,156,11,53,438,2122
Gonçalo Bernardo Inácio,Portugal,Sporting CP,25,Portuguese Primeira Liga,6'1,185 ,172,78,Center Back (CB),Left,2,2,1,30,23,77,78,45,49,29,27,76,73,78,81,65,77,55,67,72,76,78,28,77,78,48,68,40,75,81,82,79,6,6,7,10,7,60,57,60,60,60,57,65,64,71,64,73,79,73,76,81,76,17,51,253,51,254,71,356,64,321,64,386,81,242,7,36,395,1773
Marcus Edwards,England,Sporting CP,10,Portuguese Primeira Liga,5'6,168 ,143,65,Center Attacking Midfielder (CAM),Left,3,4,1,69,70,37,73,69,84,76,60,60,81,88,82,92,78,92,70,45,71,38,75,43,30,74,73,58,78,38,32,24,7,12,15,15,6,72,78,76,76,76,78,79,78,71,78,61,55,61,56,43,56,20,64,318,72,361,86,432,60,299,59,356,31,94,11,55,391,1850
Matheus Reis de Lima,Brazil,Sporting CP,2,Portuguese Primeira Liga,6'0,184 ,176,80,Center Back (CB),Left,2,3,1,74,50,70,73,45,74,69,47,58,75,72,74,72,76,59,60,81,82,83,51,82,79,62,60,50,76,80,82,78,6,14,10,7,14,68,69,67,67,67,69,69,72,71,72,79,78,79,79,81,79,19,62,312,65,323,71,353,71,357,68,409,80,240,10,51,428,1969
Manuel Ugarte,Uruguay,Sporting CP,15,Portuguese Primeira Liga,6'0,182 ,170,77,Center Midfielder (CM),Right,3,3,1,58,65,39,78,45,79,54,50,77,79,71,72,69,77,60,62,53,82,75,65,76,78,73,75,50,84,77,76,75,6,10,16,8,13,70,73,73,73,73,73,77,76,79,76,77,79,77,75,74,75,19,57,285,68,339,70,349,67,337,73,436,76,228,11,53,432,1955
Hidemasa Morita,Japan,Sporting CP,5,Portuguese Primeira Liga,5'10,177 ,152,69,Center Midfielder (CM),Right,2,2,1,70,66,47,77,30,76,72,47,79,75,69,66,70,76,69,67,59,78,74,68,70,79,69,75,48,71,71,76,70,6,10,13,7,8,69,72,72,72,72,72,76,75,77,75,76,77,76,75,73,75,18,58,290,70,349,70,350,69,346,69,412,72,217,9,44,425,1967
Bryan Ruiz,Costa Rica,Sporting CP,,Portuguese Primeira Liga,6'2,187 ,172,78,Center Attacking Midfielder (CAM),,4,3,1,78,75,74,79,77,85,81,74,75,86,63,63,68,70,71,76,56,50,67,76,33,49,74,78,75,80,50,38,48,9,7,12,7,6,78,77,77,77,77,77,78,78,76,78,65,64,65,62,58,62,17,77,383,80,401,67,335,65,325,65,389,45,136,8,41,401,1930
João Paulo Dias Fernandes,Portugal,Sporting CP,20,Portuguese Primeira Liga,6'2,187 ,194,88,Striker (ST),Left,4,3,1,66,80,81,69,77,74,80,44,45,79,66,67,66,80,71,80,81,83,82,69,76,39,84,73,68,78,45,37,29,11,14,8,15,11,78,74,76,76,76,74,75,75,70,75,61,60,61,59,59,59,22,75,373,64,322,70,350,79,395,70,418,37,111,12,59,408,1948
Francisco Mota Castro Trincão,Portugal,Sporting CP,17,Portuguese Primeira Liga,6'0,184 ,168,76,Center Attacking Midfielder (CAM),Left,2,4,1,68,68,66,70,66,82,83,56,66,80,79,77,83,77,65,73,63,69,56,73,53,35,74,74,67,83,37,36,34,5,9,6,15,7,74,76,75,75,75,76,77,77,72,77,61,58,61,58,51,58,18,68,338,73,367,76,381,67,334,64,386,36,107,8,42,396,1880
Jeremiah St. Juste,Netherlands,Sporting CP,3,Portuguese Primeira Liga,6'1,186 ,168,76,Right Back (RB),Right,3,3,2,61,59,69,75,48,75,36,42,71,73,90,96,75,75,66,66,85,76,71,48,70,80,64,62,59,68,79,78,76,12,14,9,13,11,71,71,71,71,71,71,72,75,73,75,78,77,78,79,78,79,21,62,312,59,297,80,402,69,346,67,403,78,233,12,59,441,1984
Luís Carlos Novo Neto,Portugal,Sporting CP,13,Portuguese Primeira Liga,6'1,185 ,159,72,Center Back (CB),Right,3,2,1,42,33,77,67,40,48,51,42,62,60,56,70,67,70,59,42,80,66,73,37,80,81,44,46,47,73,78,78,77,10,15,13,15,8,55,52,52,52,52,52,56,57,61,57,69,73,69,72,76,72,20,52,259,53,263,64,322,60,298,62,371,78,233,12,61,363,1734
Daniel Santos Bragança,Portugal,Sporting CP,23,Portuguese Primeira Liga,5'10,178 ,157,71,Center Attacking Midfielder (CAM),Left,4,4,1,68,67,49,76,63,79,76,64,78,80,79,81,92,72,91,66,65,70,60,64,59,61,73,80,66,78,64,68,69,6,12,14,11,11,72,76,74,74,74,76,79,78,77,78,73,72,73,72,67,72,19,65,323,75,377,83,415,65,325,70,417,67,201,11,54,429,2034
Daniel Santos Bragança,Portugal,Sporting CP,23,Portuguese Primeira Liga,5'10,178 ,157,71,Center Attacking Midfielder (CAM),Left,4,4,1,68,67,49,76,63,79,76,64,78,80,79,81,92,72,91,66,65,70,60,64,59,61,73,80,66,78,64,68,69,6,12,14,11,11,72,76,74,74,74,76,79,78,77,78,73,72,73,72,67,72,19,65,323,75,377,83,415,65,325,70,417,67,201,11,54,429,2034
Jovane Eduardo Borges Cabral,Cape Verde,Sporting CP,77,Portuguese Primeira Liga,5'9,174 ,179,81,Right Midfielder (RM),Right,4,4,1,72,72,57,73,74,81,76,75,69,78,85,81,76,73,77,84,72,72,74,74,59,37,75,72,76,77,37,35,28,12,6,9,15,8,77,76,76,76,76,76,77,78,72,78,62,59,62,58,52,58,19,70,348,76,379,78,392,75,376,66,396,33,100,10,50,417,1954
Diogo Filipe Rocha Costa,Portugal,Sporting CP,16,Portuguese Primeira Liga,5'7,169 ,139,63,Left Wing (LW),Right,3,4,1,68,69,35,71,62,80,63,59,60,81,84,83,81,75,82,64,35,71,42,65,60,30,69,75,62,71,59,34,30,9,11,15,14,15,69,75,74,74,74,75,75,75,70,75,62,58,62,58,48,58,21,61,305,69,343,81,405,55,277,61,367,41,123,13,64,392,1813
Ricardo Sousa Esgaio,Portugal,Sporting CP,47,Portuguese Primeira Liga,5'8,172 ,161,73,Right Wing Back (RWB),Right,4,4,1,77,65,56,77,60,75,78,51,68,78,70,69,77,74,80,69,75,79,59,64,68,69,74,75,72,78,66,75,74,9,16,6,8,14,71,74,73,73,73,74,76,76,76,76,76,74,76,75,71,75,20,67,335,70,350,74,370,69,346,73,436,72,215,11,53,421,2009
