Player Name,Nationality,Team,Kit Number,League,Height(inches),Height(cm),Weight(lbs),Weight(kg),Best Position,Best Foot,Weak Foot,Skill moves,International Reputation,Crossing,Finishing,Heading Accuracy,Short Passing,Volleys,Dribbling,Curve,FreeKick Accuracy,Long Passing,Ball Control,Acceleration,Sprint Speed,Agility,Reactions,Balance,Shot Power,Jumping,Stamina,Strength,Long Shots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Marking,Standing Tackle,Sliding Tackle,GK Diving,GK Handling,GK Kicking,GK Positioning,GK Reflexes,Striker (ST),Left Wing (LW),Left Forward (LF),Center Forward (CF),Right Forward (RF),Right Wing (RW),Center Attacking Midfielder (CAM),Left Midfielder (LM),Center Midfielder (CM),Right Midfielder (RM),Left Wing Back (LWB),Center Defensive Midfielder (CDM),Right Wing Back (RWB),Left Back (LB),Center Back (CB),Right Back (RB),Goalkeeper (GK),Attacking Average,Attacking Total,Skill Average,Skill Total,Movement Average,Movement Total,Power Average,Power Total,Mentality Average,Mentality Total,Defending Average,Defending Total,Goalkeeping Average,Goalkeeping Total,Base stats,Total Stats
Jonathan Silva,Argentina,Granada CF,5,Spanish Segunda División,5'10,179 ,159,72,Left Back (LB),Left,3,3,1,71,48,55,71,62,72,71,70,63,73,72,69,71,71,69,79,70,78,71,69,82,70,66,60,55,67,74,74,72,15,6,9,13,10,67,68,67,67,67,68,69,71,71,71,74,73,74,74,73,74,20,61,307,70,349,70,352,73,367,67,400,73,220,11,53,416,1969
Joaquín José Marín Ruz,Spain,Granada CF,17,Spanish Segunda División,5'10,178 ,163,74,Right Back (RB),Right,4,3,1,73,62,60,70,48,70,70,52,57,71,73,70,68,64,71,61,50,63,61,59,61,68,65,55,58,62,64,76,74,14,13,7,14,9,67,68,66,66,66,68,68,69,67,69,72,69,72,72,69,72,20,63,313,64,320,69,346,59,294,62,369,71,214,11,57,395,1852
Alberto Soro Álvarez,Spain,Granada CF,7,Spanish Segunda División,5'8,173 ,139,63,Center Attacking Midfielder (CAM),Left,3,3,1,64,64,49,72,55,70,59,57,73,72,78,76,80,65,71,65,46,63,59,61,56,32,66,71,53,62,44,47,56,12,11,9,11,13,67,70,69,69,69,70,72,72,69,72,61,60,61,60,53,60,19,61,304,66,331,74,370,59,294,57,340,49,147,11,56,383,1780
Yann Bodiger,France,Granada CF,6,Spanish Segunda División,6'2,188 ,176,80,Center Defensive Midfielder (CDM),Left,3,2,1,63,52,61,70,44,63,67,69,74,74,55,50,56,71,52,70,70,70,77,63,71,71,58,71,59,65,70,72,67,14,12,9,13,16,64,63,64,64,64,63,68,67,72,67,69,73,69,69,72,69,22,58,290,69,347,57,284,70,350,66,395,70,209,13,64,389,1861
Alberto Perea Correoso,Spain,Granada CF,22,Spanish Segunda División,5'10,177 ,163,74,Left Midfielder (LM),Right,3,3,1,65,70,59,72,64,78,76,79,67,79,72,73,79,68,68,67,73,57,58,73,59,28,74,68,55,71,37,34,26,13,9,8,6,6,72,73,73,73,73,73,73,73,69,73,56,55,56,53,49,53,17,66,330,76,379,72,360,66,328,59,355,32,97,8,42,383,1808
Njegoš Petrović,Serbia,Granada CF,18,Spanish Segunda División,6'1,185 ,159,72,Center Defensive Midfielder (CDM),Right,3,2,1,54,42,51,74,36,55,66,55,70,73,51,64,60,65,59,68,67,77,76,57,75,64,48,76,53,73,70,73,68,5,6,8,9,14,59,60,61,61,61,60,66,64,70,64,69,73,69,68,70,68,17,51,257,64,319,60,299,69,345,65,389,70,211,8,42,384,1771
Víctor Meseguer Cavas,Spain,Granada CF,12,Spanish Segunda División,6'0,184 ,179,81,Center Midfielder (CM),Right,3,3,1,55,62,66,72,37,69,65,68,71,72,62,64,58,68,58,61,64,72,67,59,70,67,52,68,57,59,57,69,63,12,15,9,6,13,65,65,65,65,65,65,69,68,71,68,68,70,68,67,68,67,20,58,292,69,345,62,310,65,323,62,373,63,189,11,55,390,1841
André Filipe M. Ribeiro Ferreira,Portugal,Granada CF,13,Spanish Segunda División,6'4,193 ,174,79,Goalkeeper (GK),Right,2,1,1,19,17,12,24,13,18,17,12,23,24,38,39,59,66,55,49,72,33,76,17,27,19,11,43,20,38,12,14,18,72,69,65,72,75,31,27,28,28,28,27,31,30,30,30,28,29,28,27,29,27,73,17,85,19,94,51,257,49,247,26,158,15,44,71,353,391,1188
Erick Cabaco,Uruguay,Granada CF,24,Spanish Segunda División,6'1,186 ,165,75,Center Back (CB),Right,3,2,1,38,42,72,59,36,46,36,27,61,61,47,50,59,69,48,52,78,62,75,34,87,71,28,39,32,66,74,72,73,11,7,13,14,6,53,48,49,49,49,48,52,52,57,52,63,69,63,66,74,66,18,49,247,46,231,55,273,60,301,54,323,73,219,10,51,339,1563
Sergio Ruiz Alonso,Spain,Granada CF,20,Spanish Segunda División,5'9,176 ,165,75,Center Defensive Midfielder (CDM),Right,3,2,1,59,65,46,73,30,66,38,43,67,70,65,60,61,66,82,65,64,85,69,67,69,67,62,67,42,71,69,69,67,10,13,13,10,9,65,66,66,66,66,66,69,69,71,69,70,72,70,69,68,69,19,55,273,57,284,67,334,70,350,63,378,68,205,11,55,396,1804
