Player Name,Nationality,Team,Kit Number,League,Height(inches),Height(cm),Weight(lbs),Weight(kg),Best Position,Best Foot,Weak Foot,Skill moves,International Reputation,Crossing,Finishing,Heading Accuracy,Short Passing,Volleys,Dribbling,Curve,FreeKick Accuracy,Long Passing,Ball Control,Acceleration,Sprint Speed,Agility,Reactions,Balance,Shot Power,Jumping,Stamina,Strength,Long Shots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Marking,Standing Tackle,Sliding Tackle,GK Diving,GK Handling,GK Kicking,GK Positioning,GK Reflexes,Striker (ST),Left Wing (LW),Left Forward (LF),Center Forward (CF),Right Forward (RF),Right Wing (RW),Center Attacking Midfielder (CAM),Left Midfielder (LM),Center Midfielder (CM),Right Midfielder (RM),Left Wing Back (LWB),Center Defensive Midfielder (CDM),Right Wing Back (RWB),Left Back (LB),Center Back (CB),Right Back (RB),Goalkeeper (GK),Attacking Average,Attacking Total,Skill Average,Skill Total,Movement Average,Movement Total,Power Average,Power Total,Mentality Average,Mentality Total,Defending Average,Defending Total,Goalkeeping Average,Goalkeeping Total,Base stats,Total Stats
Noë Dussenne,Belgium,Standard de Liège,6,Belgian Pro League,6'4,192 ,187,85,Center Back (CB),Right,3,2,1,41,28,75,66,59,44,28,29,61,58,33,37,51,68,53,50,50,68,80,21,74,75,28,44,64,71,75,73,69,12,16,15,7,11,50,44,46,46,46,44,50,50,58,50,63,70,63,65,72,65,20,54,269,44,220,48,242,54,269,59,356,72,217,12,61,321,1563
Konstantinos Laifis,Cyprus,Standard de Liège,34,Belgian Pro League,6'1,186 ,185,84,Center Back (CB),Left,3,2,1,61,46,72,68,64,68,64,60,71,70,62,66,64,73,63,71,75,77,74,68,69,73,58,57,58,71,71,72,70,15,8,13,13,10,66,64,64,64,64,64,66,67,70,67,72,72,72,72,72,72,20,62,311,67,333,66,328,73,365,64,386,71,213,12,59,400,1924
Steven Alzate,Colombia,Standard de Liège,14,Belgian Pro League,5'11,180 ,165,75,Center Attacking Midfielder (CAM),Right,3,3,1,65,61,45,75,50,76,61,54,67,73,69,68,78,72,81,60,57,73,68,59,64,67,65,72,55,74,62,66,61,9,6,6,7,6,66,70,69,69,69,70,73,72,73,72,70,71,70,69,66,69,16,59,296,66,331,74,368,63,317,66,397,63,189,7,34,402,1858
Gojko Cimirot,Bosnia and Herzegovina,Standard de Liège,8,Belgian Pro League,5'10,178 ,168,76,Center Defensive Midfielder (CDM),Right,3,3,1,58,57,55,75,56,65,61,64,71,70,65,61,72,71,72,70,64,81,70,65,68,66,57,67,60,71,68,70,66,8,15,9,7,13,65,65,65,65,65,65,69,68,71,68,70,71,70,70,69,70,19,60,301,66,331,68,341,70,350,65,389,68,204,10,52,399,1902
Merveille Bokadi,DR Congo,Standard de Liège,20,Belgian Pro League,6'1,186 ,187,85,Center Back (CB),Right,2,2,1,22,24,71,67,30,62,44,32,67,64,53,66,50,69,61,47,46,80,74,36,76,70,38,54,35,70,70,70,70,8,10,15,13,13,53,51,54,54,54,51,58,57,64,57,65,71,65,67,72,67,20,43,214,54,269,60,299,57,283,57,343,70,210,12,59,353,1607
Aron Dønnum,Norway,Standard de Liège,11,Belgian Pro League,5'10,178 ,172,78,Left Midfielder (LM),Left,3,4,1,60,66,58,63,47,73,69,59,54,74,83,82,80,61,82,67,74,71,70,63,63,37,66,65,58,61,35,37,32,8,14,12,6,9,69,69,69,69,69,69,70,71,64,71,58,55,58,56,51,56,17,59,294,66,329,78,388,69,345,58,350,35,104,10,49,388,1798
Stipe Perica,Croatia,Standard de Liège,28,Belgian Pro League,6'4,192 ,168,76,Striker (ST),Right,2,3,1,44,73,76,58,66,66,44,44,38,68,63,62,57,67,48,73,71,58,78,58,66,26,71,50,62,68,20,22,18,10,15,15,9,14,71,63,66,66,66,63,64,63,57,63,47,46,47,45,46,45,20,63,317,52,260,59,297,68,338,57,343,20,60,13,63,342,1607
Gilles Dewaele,Belgium,Standard de Liège,2,Belgian Pro League,6'0,182 ,163,74,Right Back (RB),Right,3,2,1,64,62,58,63,37,53,49,50,59,60,67,74,62,65,70,68,66,87,64,57,63,66,68,57,58,53,65,66,64,7,14,13,13,10,65,62,62,62,62,62,63,65,65,65,69,67,69,69,66,69,19,57,284,54,271,68,338,68,342,61,365,65,195,11,57,384,1799
Jacob Barrett Laursen,Denmark,Standard de Liège,38,Belgian Pro League,5'11,181 ,170,77,Left Back (LB),Left,3,3,1,65,52,41,67,30,67,52,37,58,68,71,62,76,63,70,61,70,74,70,46,62,62,69,54,40,50,66,75,71,9,12,16,12,14,62,64,63,63,63,64,65,67,66,67,69,68,69,69,67,69,20,51,255,56,282,68,342,64,321,56,337,71,212,13,63,380,1759
Abdoul Fessal Tapsoba,Burkina Faso,Standard de Liège,23,Belgian Pro League,5'10,177 ,157,71,Striker (ST),Right,3,3,1,55,68,57,63,68,70,38,42,40,72,84,83,81,52,73,69,83,59,56,66,38,23,67,54,61,57,15,18,19,8,6,7,12,7,69,68,67,67,67,68,67,67,58,67,49,43,49,46,39,46,15,62,311,52,262,75,373,67,333,50,300,17,52,8,40,351,1614
Osher Davida,Israel,Standard de Liège,17,Belgian Pro League,5'10,177 ,163,74,Left Midfielder (LM),Left,4,2,1,65,66,57,67,62,70,64,65,60,67,82,77,74,58,75,72,77,61,67,65,57,23,62,58,61,64,21,28,23,14,15,6,7,11,68,67,66,66,66,67,68,69,62,69,52,49,52,49,44,49,19,63,317,65,326,73,366,68,342,54,325,24,72,11,53,369,1737
Filippo Melegoni,Italy,Standard de Liège,21,Belgian Pro League,6'1,186 ,163,74,Center Midfielder (CM),Right,2,2,1,59,49,49,72,47,67,62,57,71,70,56,56,66,70,67,70,51,61,53,47,49,62,64,70,64,63,58,63,61,12,13,6,7,7,62,63,64,64,64,63,68,67,69,67,65,67,65,64,61,64,18,55,276,65,327,63,315,56,282,62,372,61,182,9,45,360,1735
Denis Drăguș,Romania,Standard de Liège,7,Belgian Pro League,6'1,185 ,176,80,Striker (ST),Right,2,3,1,53,69,66,59,67,70,63,37,40,66,78,81,78,62,73,59,76,72,71,62,68,12,64,53,59,68,16,10,19,7,12,9,11,7,69,66,65,65,65,66,65,66,56,66,48,43,48,45,40,45,17,63,314,55,276,74,372,68,340,54,324,15,45,9,46,357,1649
William Balikwisha,DR Congo,Standard de Liège,22,Belgian Pro League,5'8,173 ,148,67,Right Midfielder (RM),Right,3,3,1,60,48,40,62,47,70,53,48,55,68,78,75,82,65,68,59,80,59,51,54,38,24,49,55,53,57,34,16,20,9,14,9,6,11,59,63,61,61,61,63,64,65,58,65,51,47,51,47,39,47,18,51,257,59,294,74,368,61,303,46,276,23,70,10,49,334,1714
Laurent Henkinet,Belgium,Standard de Liège,30,Belgian Pro League,6'2,188 ,194,88,Goalkeeper (GK),Right,3,1,1,15,13,19,38,12,13,12,15,47,25,50,53,60,63,50,52,67,28,65,17,22,21,13,55,35,30,21,13,15,69,67,69,65,66,32,30,31,31,31,30,36,33,36,33,30,34,30,30,30,30,68,19,97,22,112,55,276,46,229,29,176,16,49,67,336,387,1245
Renaud Emond,Belgium,Standard de Liège,9,Belgian Pro League,6'1,185 ,172,78,Striker (ST),Right,3,2,1,48,69,73,62,69,59,64,66,41,61,51,59,65,71,61,70,72,74,72,62,44,38,76,59,78,74,25,18,21,16,12,6,10,14,67,62,65,65,65,62,64,63,60,63,50,49,50,48,46,48,21,64,321,58,291,61,307,70,350,62,369,21,64,12,58,339,1681
Marlon Fossey,United States,Standard de Liège,13,Belgian Pro League,5'10,179 ,168,76,Right Midfielder (RM),Right,3,2,1,64,44,49,62,34,66,47,38,50,63,84,85,79,62,78,42,77,74,61,45,48,56,62,60,49,61,58,61,58,9,6,8,11,10,59,64,61,61,61,64,64,67,62,67,66,61,66,66,61,66,17,51,253,53,264,78,388,60,299,56,336,59,177,9,44,374,1710
Aleksandar Boljević,Montenegro,Standard de Liège,18,Belgian Pro League,6'1,185 ,172,78,Right Midfielder (RM),Right,5,3,1,65,62,48,62,53,68,56,57,59,66,77,77,71,61,64,66,80,56,63,61,47,37,64,64,59,65,35,23,22,7,13,10,6,15,65,66,65,65,65,66,66,66,61,66,53,50,53,50,45,50,18,58,290,61,306,70,350,65,326,56,336,27,80,10,51,359,1673
Noah Ohio,Netherlands,Standard de Liège,10,Belgian Pro League,6'0,183 ,196,89,Striker (ST),Left,3,2,1,37,64,57,51,49,62,48,42,35,60,89,88,76,53,62,68,68,55,78,59,35,20,55,47,50,50,20,24,22,14,7,12,10,9,65,60,61,61,61,60,60,60,51,60,46,41,46,44,41,44,17,52,258,49,247,74,368,66,328,43,257,22,66,10,52,344,1526
Nathan Ngoy,Belgium,Standard de Liège,3,Belgian Pro League,6'0,183 ,163,74,Center Back (CB),Right,3,2,1,45,26,56,56,24,41,22,16,52,50,74,76,60,58,56,41,71,67,71,22,64,59,14,22,24,46,59,60,58,12,15,8,6,13,45,44,41,41,41,44,44,49,48,49,60,59,60,61,62,61,18,41,207,36,181,65,324,54,272,38,229,59,177,11,54,320,1398
Alexandro Calut,Belgium,Standard de Liège,5,Belgian Pro League,5'11,180 ,146,66,Left Wing Back (LWB),Left,3,2,1,54,22,48,59,20,60,48,30,55,58,76,69,75,55,72,41,74,74,50,30,64,54,32,44,37,56,51,59,60,13,8,11,10,12,47,52,49,49,49,52,53,57,55,57,62,59,62,61,58,61,18,41,203,50,251,69,347,54,269,48,287,57,170,11,54,329,1525
Cihan Çanak,Belgium,Standard de Liège,61,Belgian Pro League,5'9,175 ,143,65,Left Midfielder (LM),Left,3,3,1,62,52,50,55,52,64,60,52,57,60,82,79,78,41,82,56,53,55,40,41,58,33,51,51,47,49,29,40,33,15,8,7,9,7,57,59,57,57,57,59,59,61,54,61,52,48,52,50,44,50,15,54,271,59,293,72,362,49,245,48,289,34,102,9,46,333,1559
John Mayanga Nekadio,DR Congo,Standard de Liège,29,Belgian Pro League,6'6,197 ,214,97,Center Back (CB),Right,2,2,1,33,21,60,47,21,37,24,25,42,48,64,70,51,60,47,45,68,64,78,24,69,52,26,33,32,40,56,62,58,7,9,13,15,8,45,42,41,41,41,42,43,46,46,46,55,56,55,58,62,58,17,36,182,35,176,58,292,56,279,42,252,59,176,10,52,306,1369
Lucas Noubi,Belgium,Standard de Liège,51,Belgian Pro League,5'11,180 ,179,81,Center Back (CB),Right,3,2,1,37,15,51,60,20,55,34,20,55,58,69,69,62,51,61,33,68,59,80,23,59,54,16,44,34,48,53,58,56,8,8,11,11,14,43,47,44,44,44,47,50,52,52,52,57,59,57,58,60,58,17,37,183,44,222,62,312,53,263,43,255,56,167,10,52,319,1406
Jadson Silva de Morais,Brazil,Shandong Taishan,4,Chinese Super League,6'1,186 ,176,80,Center Back (CB),Right,2,2,1,21,32,75,60,33,44,21,25,62,61,63,71,60,68,59,45,83,70,86,34,74,72,39,41,35,71,75,77,71,10,15,6,12,6,54,49,51,51,51,49,53,53,59,53,64,70,64,68,74,68,19,44,221,43,213,64,321,64,318,55,332,74,223,10,49,356,1606
Moisés Lima Magalhães,Brazil,Shandong Taishan,10,Chinese Super League,6'0,184 ,168,76,Center Defensive Midfielder (CDM),Right,4,3,1,62,74,69,76,63,72,65,74,72,73,64,74,58,69,71,77,82,82,78,78,70,67,70,74,69,72,72,73,69,7,8,6,9,16,74,71,72,72,72,71,74,74,74,74,73,74,73,73,74,73,18,69,344,71,356,67,336,79,397,70,422,71,214,9,46,436,2043
