Player Name,Nationality,Team,Kit Number,League,Height(inches),Height(cm),Weight(lbs),Weight(kg),Best Position,Best Foot,Weak Foot,Skill moves,International Reputation,Crossing,Finishing,Heading Accuracy,Short Passing,Volleys,Dribbling,Curve,FreeKick Accuracy,Long Passing,Ball Control,Acceleration,Sprint Speed,Agility,Reactions,Balance,Shot Power,Jumping,Stamina,Strength,Long Shots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Marking,Standing Tackle,Sliding Tackle,GK Diving,GK Handling,GK Kicking,GK Positioning,GK Reflexes,Striker (ST),Left Wing (LW),Left Forward (LF),Center Forward (CF),Right Forward (RF),Right Wing (RW),Center Attacking Midfielder (CAM),Left Midfielder (LM),Center Midfielder (CM),Right Midfielder (RM),Left Wing Back (LWB),Center Defensive Midfielder (CDM),Right Wing Back (RWB),Left Back (LB),Center Back (CB),Right Back (RB),Goalkeeper (GK),Attacking Average,Attacking Total,Skill Average,Skill Total,Movement Average,Movement Total,Power Average,Power Total,Mentality Average,Mentality Total,Defending Average,Defending Total,Goalkeeping Average,Goalkeeping Total,Base stats,Total Stats
Erik Zenga,Germany,SV Sandhausen,17,German 2. Bundesliga,5'11,181 ,172,78,Center Defensive Midfielder (CDM),Right,3,3,1,60,56,59,72,47,70,59,48,68,72,79,77,72,70,69,58,75,65,68,55,76,66,63,69,45,63,65,68,66,8,8,13,12,11,66,68,67,67,67,68,70,70,70,70,70,70,70,70,70,70,19,59,294,63,317,73,367,64,321,64,382,66,199,10,52,406,1869
Matěj Pulkrab,Czech Republic,SV Sandhausen,9,German 2. Bundesliga,6'1,185 ,176,80,Striker (ST),Right,2,2,1,51,75,78,62,73,62,47,49,39,68,66,68,62,71,52,69,73,61,85,61,84,30,79,59,60,55,23,28,24,6,7,8,10,11,74,66,68,68,68,66,67,66,60,66,51,51,51,49,51,49,17,68,339,53,265,64,319,70,349,61,367,25,75,8,42,364,1677
Janik Bachmann,Germany,SV Sandhausen,26,German 2. Bundesliga,6'5,196 ,185,84,Center Back (CB),Right,2,2,1,49,59,73,67,51,56,48,29,59,66,53,67,34,67,44,63,73,82,85,42,77,63,63,60,39,65,64,72,66,7,8,13,13,12,66,59,62,62,62,59,62,64,66,64,67,70,67,68,70,68,18,60,299,52,258,53,265,69,345,61,367,67,202,11,53,380,1731
Dario Dumić,Bosnia and Herzegovina,SV Sandhausen,3,German 2. Bundesliga,6'4,193 ,187,85,Center Back (CB),Right,3,2,1,39,42,75,67,22,39,46,54,63,56,38,52,40,58,34,69,73,60,83,58,70,65,34,47,31,64,67,70,65,15,13,14,12,10,55,47,50,50,50,47,53,51,58,51,60,66,60,62,69,62,20,49,245,52,258,44,222,69,343,52,311,67,202,13,64,338,1581
Ahmed Kutucu,Turkey,SV Sandhausen,23,German 2. Bundesliga,5'11,181 ,168,76,Striker (ST),Right,4,3,1,55,67,61,63,64,70,61,66,54,66,81,65,75,64,68,78,66,63,71,64,71,30,67,53,58,62,35,45,53,11,9,9,14,14,70,66,66,66,66,66,66,66,61,66,57,55,57,56,54,56,20,62,310,63,317,71,353,68,342,57,341,44,133,11,57,377,1791
Alexander Esswein,Germany,SV Sandhausen,30,German 2. Bundesliga,6'0,182 ,187,85,Striker (ST),Right,3,3,1,66,62,65,64,68,67,67,54,56,66,73,78,67,69,63,79,75,73,76,65,72,48,67,58,61,64,49,59,48,7,16,10,12,11,67,67,67,67,67,67,67,67,65,67,64,62,64,63,62,63,20,65,325,62,310,70,350,74,368,62,370,52,156,11,56,398,1872
Bashkim Ajdini,Kosovo,SV Sandhausen,19,German 2. Bundesliga,5'9,176 ,161,73,Right Back (RB),Right,2,3,1,68,59,48,62,59,68,72,64,66,65,80,75,83,66,82,69,74,77,52,73,55,65,53,64,54,69,56,61,61,9,13,7,9,11,64,66,64,64,64,66,67,67,67,67,67,65,67,67,61,67,18,59,296,67,335,77,386,69,345,60,360,59,178,10,49,393,1888
Immanuel Höhn,Germany,SV Sandhausen,15,German 2. Bundesliga,6'0,183 ,159,72,Center Back (CB),Right,3,2,1,47,30,67,61,26,55,34,35,56,59,51,39,67,70,66,36,84,51,68,31,65,69,25,46,45,67,71,69,72,6,9,12,7,12,48,49,47,47,47,49,52,53,57,53,62,66,62,64,68,64,17,46,231,48,239,59,293,54,270,53,317,71,212,9,46,321,1541
Marcel Ritzmaier,Austria,SV Sandhausen,22,German 2. Bundesliga,5'11,181 ,174,79,Left Midfielder (LM),Left,3,3,1,70,63,58,70,66,68,72,69,66,71,78,91,75,68,70,71,63,74,61,69,73,64,66,67,59,70,62,58,57,6,14,13,9,6,69,69,69,69,69,69,69,69,69,69,69,68,69,69,65,69,17,65,327,69,346,76,382,68,338,67,399,59,177,10,48,417,1923
Cebio Soukou,Benin,SV Sandhausen,7,German 2. Bundesliga,6'1,185 ,187,85,Right Midfielder (RM),Right,3,3,1,65,67,64,65,60,71,66,55,52,70,77,64,69,66,71,73,72,76,77,65,52,23,65,65,60,63,34,35,27,11,9,7,12,5,68,68,68,68,68,68,68,68,64,68,55,53,55,53,49,53,17,64,321,63,314,69,347,73,363,55,328,32,96,9,44,376,1750
