Player Name,Nationality,Team,Kit Number,League,Height(inches),Height(cm),Weight(lbs),Weight(kg),Best Position,Best Foot,Weak Foot,Skill moves,International Reputation,Crossing,Finishing,Heading Accuracy,Short Passing,Volleys,Dribbling,Curve,FreeKick Accuracy,Long Passing,Ball Control,Acceleration,Sprint Speed,Agility,Reactions,Balance,Shot Power,Jumping,Stamina,Strength,Long Shots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Marking,Standing Tackle,Sliding Tackle,GK Diving,GK Handling,GK Kicking,GK Positioning,GK Reflexes,Striker (ST),Left Wing (LW),Left Forward (LF),Center Forward (CF),Right Forward (RF),Right Wing (RW),Center Attacking Midfielder (CAM),Left Midfielder (LM),Center Midfielder (CM),Right Midfielder (RM),Left Wing Back (LWB),Center Defensive Midfielder (CDM),Right Wing Back (RWB),Left Back (LB),Center Back (CB),Right Back (RB),Goalkeeper (GK),Attacking Average,Attacking Total,Skill Average,Skill Total,Movement Average,Movement Total,Power Average,Power Total,Mentality Average,Mentality Total,Defending Average,Defending Total,Goalkeeping Average,Goalkeeping Total,Base stats,Total Stats
Francisco Ortega,Argentina,Vélez Sarsfield,5,Argentina Primera División,5'10,177 ,165,75,Left Midfielder (LM),Left,3,3,1,74,55,57,69,49,76,67,45,59,73,87,88,83,65,82,69,75,88,71,54,79,64,71,66,48,75,58,67,66,8,7,14,11,11,69,72,70,70,70,72,72,75,70,75,74,70,74,73,68,73,18,61,304,64,320,81,405,71,357,67,403,64,191,10,51,429,1972
Walter Bou,Argentina,Vélez Sarsfield,20,Argentina Primera División,5'9,174 ,163,74,Striker (ST),Right,2,4,1,66,75,70,72,73,76,67,60,62,74,78,73,77,75,76,78,89,82,70,73,77,50,78,70,74,77,29,52,47,12,15,12,11,12,75,74,75,75,75,74,75,75,72,75,65,64,65,63,60,63,21,71,356,68,339,76,379,78,392,71,426,43,128,12,62,415,2011
Luca Orellano,Argentina,Vélez Sarsfield,10,Argentina Primera División,5'10,177 ,146,66,Right Wing (RW),Left,3,4,1,66,67,49,67,69,78,66,71,55,77,91,90,90,62,87,79,69,74,56,73,47,27,66,55,52,70,29,35,39,10,13,7,13,11,71,73,71,71,71,73,72,73,65,73,60,53,60,57,47,57,19,64,318,69,347,84,420,70,351,53,317,34,103,11,54,393,1836
Lucas Pratto,Argentina,Vélez Sarsfield,12,Argentina Primera División,6'2,188 ,201,91,Striker (ST),Right,3,3,2,68,71,77,68,72,72,73,59,66,74,66,73,50,69,39,82,76,64,86,70,86,58,76,76,75,80,45,60,70,8,15,6,15,15,74,71,73,73,73,71,73,73,71,73,67,68,67,67,69,67,21,71,356,69,344,59,297,76,378,75,451,58,175,12,59,420,1960
Leonardo Burián,Uruguay,Vélez Sarsfield,22,Argentina Primera División,6'2,188 ,179,81,Goalkeeper (GK),Right,3,1,1,13,15,12,38,13,19,15,15,40,38,50,52,63,72,59,53,78,45,71,19,45,28,15,33,25,57,10,18,14,76,72,71,78,74,35,32,33,33,33,32,36,36,37,36,34,37,34,33,33,33,75,18,91,25,127,59,296,53,266,34,203,14,42,74,371,422,1332
Lucas Hoyos,Argentina,Vélez Sarsfield,30,Argentina Primera División,6'0,183 ,168,76,Goalkeeper (GK),Right,3,1,1,23,16,19,41,19,25,30,21,31,35,65,57,62,70,67,51,73,45,60,17,42,29,18,48,29,63,23,23,23,79,69,68,66,80,36,36,36,36,36,36,40,40,39,40,38,38,38,38,36,38,74,24,118,28,142,64,321,49,246,38,229,23,69,72,362,424,1424
Santiago Cáseres,Argentina,Vélez Sarsfield,35,Argentina Primera División,5'10,177 ,170,77,Center Defensive Midfielder (CDM),Right,3,3,1,52,54,58,73,53,65,56,42,71,75,65,65,69,73,82,59,70,71,80,57,83,65,55,71,49,69,64,72,70,11,7,10,8,14,65,65,65,65,65,65,69,68,72,68,69,73,69,69,72,69,19,58,290,62,309,71,354,67,337,65,392,69,206,10,50,401,1868
Matías de los Santos,Uruguay,Vélez Sarsfield,6,Argentina Primera División,6'2,187 ,183,83,Center Back (CB),Right,3,2,1,45,48,74,72,40,60,70,71,58,64,53,57,53,65,62,72,83,66,89,59,86,68,44,45,67,73,70,73,70,13,7,9,13,7,62,56,58,58,58,56,60,59,63,59,66,71,66,67,74,67,18,56,279,65,323,58,290,74,369,64,383,71,213,10,49,384,1813
Leonardo Jara,Argentina,Vélez Sarsfield,29,Argentina Primera División,6'0,183 ,176,80,Right Back (RB),Right,3,3,1,68,41,63,67,51,67,59,40,63,71,67,73,67,67,58,64,70,80,71,59,66,66,62,61,38,65,62,70,71,8,14,13,9,6,63,64,63,63,63,64,66,68,68,68,71,70,71,71,69,71,18,58,290,60,300,66,332,69,344,60,358,68,203,10,50,391,1838
Máximo Perrone,Argentina,Vélez Sarsfield,16,Argentina Primera División,5'10,178 ,141,64,Center Midfielder (CM),Left,3,2,1,47,54,53,74,47,75,52,35,70,76,64,60,66,61,63,56,47,75,60,52,44,75,64,65,44,63,70,69,68,11,10,15,9,11,63,65,66,66,66,65,70,68,72,68,70,71,70,69,67,69,18,55,275,62,308,63,314,58,290,59,355,69,207,11,56,381,1798
Tomás Guidara,Argentina,Vélez Sarsfield,24,Argentina Primera División,5'8,173 ,154,70,Right Wing Back (RWB),Right,2,3,1,65,33,50,73,37,67,64,35,57,66,80,82,78,65,53,57,55,90,70,39,83,70,55,53,41,57,64,72,69,5,14,8,15,9,59,63,60,60,60,63,64,68,66,68,74,71,74,73,70,73,19,52,258,58,289,72,358,62,311,60,359,68,205,10,51,396,1753
Jonathan Menéndez,Argentina,Vélez Sarsfield,27,Argentina Primera División,5'5,164 ,139,63,Right Midfielder (RM),Left,5,3,1,65,65,46,70,67,73,69,47,67,72,86,87,84,69,81,75,68,71,34,69,65,36,73,69,52,77,36,53,37,5,9,10,6,14,70,72,72,72,72,72,73,73,69,73,62,59,62,59,51,59,17,63,313,66,328,81,407,63,317,62,372,42,126,9,44,389,1796
Valentín Gómez,Argentina,Vélez Sarsfield,31,Argentina Primera División,5'11,181 ,161,73,Center Back (CB),Left,3,2,1,41,22,64,65,31,44,30,29,63,50,67,69,58,68,67,39,74,66,64,29,72,65,26,50,36,62,70,70,64,11,12,7,9,7,47,48,47,47,47,48,52,53,57,53,63,66,63,65,69,65,18,45,223,43,216,66,329,54,272,52,311,68,204,9,46,334,1631
Nicolás Garayalde,Argentina,Vélez Sarsfield,36,Argentina Primera División,6'0,182 ,168,76,Center Attacking Midfielder (CAM),Right,4,3,1,58,52,39,74,49,70,58,48,68,68,67,65,69,64,66,57,49,54,57,60,48,60,66,75,44,65,58,55,50,7,12,8,8,5,62,66,65,65,65,66,70,68,69,68,63,64,63,61,58,61,16,54,272,62,312,66,331,55,277,60,358,54,163,8,40,367,1794
Miguel Brizuela,Argentina,Vélez Sarsfield,28,Argentina Primera División,5'11,181 ,159,72,Center Back (CB),Left,3,2,1,58,32,74,65,29,52,35,35,50,58,56,56,53,64,47,57,81,77,78,30,77,65,29,43,43,54,66,68,69,13,14,10,5,9,53,50,49,49,49,50,52,56,57,56,66,66,66,67,71,67,18,52,258,46,230,55,276,65,323,52,311,68,203,10,51,347,1622
Emanuel Insua,Argentina,Vélez Sarsfield,3,Argentina Primera División,6'0,182 ,179,81,Left Back (LB),Left,2,3,1,64,54,67,67,30,65,47,42,64,66,71,74,66,68,64,72,76,77,70,59,81,66,63,59,41,65,67,71,70,8,11,7,14,8,66,65,65,65,65,65,66,68,67,68,71,70,71,71,71,71,18,56,282,57,284,69,343,71,354,63,375,69,208,10,48,400,1782
José Florentín,Paraguay,Vélez Sarsfield,7,Argentina Primera División,5'11,181 ,172,78,Center Attacking Midfielder (CAM),Left,2,3,1,40,65,68,60,52,75,55,55,62,70,76,70,72,64,48,72,70,70,75,68,56,63,65,80,70,76,29,74,70,10,15,16,12,12,70,67,69,69,69,67,71,68,70,68,64,65,64,65,65,65,20,57,285,63,317,66,330,71,355,68,410,58,173,13,65,398,1876
Julián Fernández,Argentina,Vélez Sarsfield,18,Argentina Primera División,6'0,182 ,159,72,Left Wing (LW),Left,2,3,1,62,65,38,64,59,67,50,46,61,64,66,66,68,63,59,68,42,48,50,63,44,29,66,62,49,47,34,32,36,6,9,7,10,11,64,65,64,64,64,65,66,66,61,66,52,50,52,50,43,50,17,58,288,58,288,64,322,54,271,50,297,34,102,9,43,337,1653
Abiel Osorio,Argentina,Vélez Sarsfield,39,Argentina Primera División,6'0,182 ,181,82,Striker (ST),Right,3,2,1,27,67,70,50,62,58,40,40,46,60,60,58,56,64,72,68,64,60,82,59,74,21,66,55,62,55,22,24,29,15,9,15,10,9,67,57,61,61,61,57,60,57,55,57,44,46,44,43,46,43,19,55,276,49,244,62,310,67,333,56,333,25,75,12,58,330,1675
Agustín Mulet,Argentina,Vélez Sarsfield,15,Argentina Primera División,5'10,179 ,154,70,Center Midfielder (CM),Right,4,3,1,56,49,71,74,41,67,52,45,73,73,70,70,71,64,76,59,82,81,66,52,68,55,51,63,43,54,54,68,69,8,8,8,15,11,63,64,63,63,63,64,67,68,69,68,68,69,68,68,67,68,18,58,291,62,310,70,351,68,340,56,334,64,191,10,50,389,1816
Damián Fernández,Argentina,Vélez Sarsfield,34,Argentina Primera División,5'11,180 ,163,74,Center Back (CB),Right,3,2,1,29,29,64,59,31,55,39,27,45,51,74,71,65,60,67,47,81,77,68,23,75,62,35,39,48,55,60,67,72,6,7,6,13,11,51,49,49,49,49,49,51,53,53,53,62,62,62,64,67,64,17,42,212,43,217,67,337,59,296,52,314,66,199,9,43,341,1571
Joaquín García,Argentina,Vélez Sarsfield,4,Argentina Primera División,5'11,181 ,161,73,Right Back (RB),Right,2,2,1,54,35,48,60,35,63,39,31,55,60,80,82,75,61,74,45,68,78,59,37,66,57,58,49,43,48,53,64,62,9,7,6,9,6,55,59,57,57,57,59,60,63,60,63,65,62,65,65,61,65,16,46,232,50,248,74,372,57,287,54,321,60,179,7,37,360,1638
Santiago Castro,Argentina,Vélez Sarsfield,21,Argentina Primera División,5'10,178 ,168,76,Striker (ST),Right,4,2,1,33,64,63,51,50,62,40,44,39,63,63,62,62,51,69,55,64,54,66,55,55,33,63,49,70,51,22,28,30,14,13,9,12,11,62,57,59,59,59,57,59,57,53,57,45,45,45,44,45,44,19,52,261,50,248,61,307,59,294,54,321,27,80,12,59,320,1620
Franco Díaz,Argentina,Vélez Sarsfield,8,Argentina Primera División,5'9,176 ,165,75,Center Attacking Midfielder (CAM),Right,2,3,1,56,48,46,69,41,66,51,46,65,68,67,67,69,51,66,52,48,71,58,53,66,47,61,59,49,45,49,50,55,15,10,14,11,11,59,62,61,61,61,62,65,65,64,65,61,61,61,59,55,59,18,52,260,59,296,64,320,56,282,55,327,51,154,12,61,355,1735
Matías Borgogno,Argentina,Vélez Sarsfield,1,Argentina Primera División,6'2,187 ,163,74,Goalkeeper (GK),Right,3,1,1,11,10,11,32,11,22,25,24,30,24,38,44,42,58,47,45,59,31,55,9,33,20,12,41,13,45,20,20,22,61,66,60,65,63,28,26,28,28,28,26,31,30,31,30,29,31,29,29,30,29,65,15,75,25,125,46,229,40,199,27,164,21,62,63,315,355,1132
Sander Berge,Norway,Sheffield United,8,English League Championship,6'5,195 ,212,96,Center Back (CB),Right,3,3,1,65,60,79,76,48,75,71,50,74,75,55,72,56,72,54,75,73,79,91,59,72,73,68,73,54,83,73,74,66,14,9,10,8,10,72,69,70,70,70,69,73,73,75,73,74,76,74,73,77,73,19,66,328,69,345,62,309,75,377,71,423,71,213,10,51,425,1963
Sander Berge,Norway,Sheffield United,8,English League Championship,6'5,195 ,212,96,Center Back (CB),Right,3,3,1,65,60,79,76,48,75,71,50,74,75,55,72,56,72,54,75,73,79,91,59,72,73,68,73,54,83,73,74,66,14,9,10,8,10,72,69,70,70,70,69,73,73,75,73,74,76,74,73,77,73,19,66,328,69,345,62,309,75,377,71,423,71,213,10,51,425,1960
Wes Foderingham,England,Sheffield United,18,English League Championship,6'1,185 ,165,75,Goalkeeper (GK),Left,3,1,1,21,13,20,49,13,12,20,14,46,28,46,40,62,68,42,54,58,34,71,15,30,19,12,60,14,53,12,20,11,74,71,72,73,76,33,31,32,32,32,31,38,35,40,35,31,36,31,30,31,30,74,23,116,24,120,52,258,46,232,31,188,14,43,73,366,410,1270
John Egan,Republic of Ireland,Sheffield United,12,English League Championship,6'1,185 ,165,75,Center Back (CB),Right,3,2,1,32,43,76,71,50,55,36,29,69,68,62,65,60,75,66,62,77,72,80,41,78,76,38,44,42,64,72,73,71,15,10,9,8,6,61,55,57,57,57,55,60,59,65,59,68,74,68,70,74,70,19,54,272,51,257,66,328,66,332,57,342,72,216,10,48,375,1731
Jayden Bogle,England,Sheffield United,20,English League Championship,5'10,178 ,152,69,Right Wing Back (RWB),Right,3,3,1,72,55,55,70,34,73,60,38,65,72,81,81,76,66,73,61,71,72,65,51,67,69,74,66,44,71,67,72,69,15,10,11,7,6,67,70,68,68,68,70,71,73,70,73,73,71,73,73,70,73,18,57,286,62,308,75,377,64,320,65,391,69,208,10,49,411,1868
Oliver Norwood,Northern Ireland,Sheffield United,16,English League Championship,5'9,175 ,152,69,Center Defensive Midfielder (CDM),Right,3,2,1,76,59,56,76,69,62,81,75,80,74,49,47,67,73,67,76,64,78,56,72,68,73,60,75,72,73,67,68,69,16,16,7,7,12,66,66,66,66,66,66,71,70,73,70,72,73,72,71,69,71,21,67,336,74,372,61,303,69,346,70,421,68,204,12,58,390,1963
Chris Basham,England,Sheffield United,6,English League Championship,6'3,190 ,176,80,Center Back (CB),Right,2,2,1,63,37,73,67,52,63,48,30,62,64,51,54,55,73,54,59,67,66,79,40,83,73,50,57,31,62,74,74,73,14,15,6,7,6,59,58,57,57,57,58,60,62,65,62,70,72,70,70,73,70,19,58,292,53,267,57,287,62,311,59,356,74,221,10,48,370,1720
John Fleck,Scotland,Sheffield United,4,English League Championship,5'7,170 ,159,72,Center Midfielder (CM),Left,2,3,1,75,65,44,75,79,71,78,70,73,74,66,64,79,71,84,78,79,83,64,71,79,69,67,72,60,74,71,67,68,7,8,7,13,6,69,71,70,70,70,71,73,73,73,73,73,73,73,72,69,72,17,68,338,73,366,73,364,75,375,70,421,69,206,8,41,421,2037
Anel Ahmedhodžić,Bosnia and Herzegovina,Sheffield United,15,English League Championship,6'5,195 ,185,84,Center Back (CB),Right,3,2,1,45,26,72,71,25,59,44,34,65,65,72,82,72,72,52,57,71,73,81,32,74,74,27,60,45,74,68,68,75,7,10,8,11,9,56,56,55,55,55,56,60,61,64,61,70,72,70,72,74,72,18,48,239,53,267,70,350,63,314,59,354,70,211,9,45,382,1706
Max Lowe,England,Sheffield United,13,English League Championship,5'9,175 ,163,74,Left Wing Back (LWB),Left,3,3,1,64,41,66,67,41,74,42,38,66,73,78,81,74,69,69,62,71,69,66,36,63,68,66,62,50,63,66,74,69,12,11,8,13,9,64,66,65,65,65,66,68,70,68,70,72,70,72,72,71,72,19,56,279,59,293,74,371,61,304,62,372,70,209,11,53,397,1818
Jack O’Connell,England,Sheffield United,5,English League Championship,6'3,191 ,187,85,Center Back (CB),Left,2,2,1,70,35,72,69,30,59,47,32,64,62,54,55,54,65,48,41,80,46,83,40,81,71,42,58,34,67,72,72,70,9,12,7,6,12,55,56,54,54,54,56,59,60,62,60,67,70,67,68,74,68,18,55,276,53,264,55,276,58,290,59,353,71,214,9,46,360,1652
