Player Name,Nationality,Team,Kit Number,League,Height(inches),Height(cm),Weight(lbs),Weight(kg),Best Position,Best Foot,Weak Foot,Skill moves,International Reputation,Crossing,Finishing,Heading Accuracy,Short Passing,Volleys,Dribbling,Curve,FreeKick Accuracy,Long Passing,Ball Control,Acceleration,Sprint Speed,Agility,Reactions,Balance,Shot Power,Jumping,Stamina,Strength,Long Shots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Marking,Standing Tackle,Sliding Tackle,GK Diving,GK Handling,GK Kicking,GK Positioning,GK Reflexes,Striker (ST),Left Wing (LW),Left Forward (LF),Center Forward (CF),Right Forward (RF),Right Wing (RW),Center Attacking Midfielder (CAM),Left Midfielder (LM),Center Midfielder (CM),Right Midfielder (RM),Left Wing Back (LWB),Center Defensive Midfielder (CDM),Right Wing Back (RWB),Left Back (LB),Center Back (CB),Right Back (RB),Goalkeeper (GK),Attacking Average,Attacking Total,Skill Average,Skill Total,Movement Average,Movement Total,Power Average,Power Total,Mentality Average,Mentality Total,Defending Average,Defending Total,Goalkeeping Average,Goalkeeping Total,Base stats,Total Stats
Abdoullah Ba,France,Sunderland,17,English League Championship,5'11,180 ,165,75,Center Attacking Midfielder (CAM),Right,3,3,1,54,54,47,66,36,66,60,42,59,67,69,65,73,61,65,63,69,73,63,59,58,56,59,65,48,64,53,58,52,5,14,8,7,7,62,63,63,63,63,63,66,65,65,65,63,63,63,61,59,61,16,51,257,59,294,67,333,65,327,58,350,54,163,8,41,370,1701
Leon Dajaku,Germany,Sunderland,7,English League Championship,5'11,180 ,165,75,Right Midfielder (RM),Right,4,3,1,54,59,57,58,53,65,50,57,52,63,78,77,78,63,71,60,58,66,54,58,39,14,59,55,58,55,20,16,21,14,8,5,13,14,63,63,62,62,62,63,63,64,57,64,48,43,48,45,37,45,19,56,281,57,287,73,367,59,296,47,280,19,57,11,54,331,1567
Max Thompson,England,Sunderland,40,English League Championship,5'10,177 ,165,75,Striker (ST),Right,3,2,1,40,63,63,57,52,55,48,35,38,62,68,62,61,54,69,61,62,50,60,58,39,21,59,52,60,53,23,21,19,10,8,13,12,8,62,57,59,59,59,57,59,57,52,57,43,42,43,42,40,42,17,55,275,48,238,63,314,58,291,47,284,21,63,10,51,311,1463
Niall Huggins,Wales,Sunderland,2,English League Championship,5'8,173 ,135,61,Right Midfielder (RM),Right,4,2,1,57,44,49,55,40,55,39,32,49,57,76,69,65,56,82,50,57,63,53,51,40,48,50,53,57,51,55,55,49,12,14,14,13,15,55,56,55,55,55,56,57,59,56,59,58,55,58,58,54,58,20,49,245,46,232,70,348,55,274,50,299,53,159,14,68,334,1574
Trai Hume,Northern Ireland,Sunderland,32,English League Championship,5'11,180 ,187,85,Center Back (CB),Right,2,2,1,41,38,52,54,36,53,29,34,48,51,66,66,58,50,59,35,57,59,77,32,56,52,51,37,40,51,57,53,56,9,11,7,13,12,51,50,49,49,49,50,51,53,51,53,56,55,56,56,58,56,17,44,221,43,215,60,299,52,260,48,287,55,166,10,52,322,1449
Connor Pye,England,Sunderland,41,English League Championship,5'7,170 ,154,70,Left Back (LB),Left,3,2,1,51,38,42,45,29,52,39,26,39,46,68,72,72,47,75,46,63,55,46,42,53,52,50,43,30,45,45,52,49,8,9,15,12,8,49,50,48,48,48,50,50,52,48,52,54,50,54,54,51,54,16,41,205,40,202,67,334,50,252,46,273,49,146,10,52,307,1419
Jacob Carney,England,Sunderland,30,English League Championship,6'2,188 ,165,75,Goalkeeper (GK),Right,3,1,1,11,7,12,15,7,6,12,10,23,16,30,34,42,44,48,35,60,18,42,8,21,10,5,29,11,27,8,12,13,52,54,47,50,57,20,17,18,18,18,17,20,20,20,20,19,20,19,19,21,19,54,10,52,13,67,40,198,33,163,17,103,11,33,52,260,292,849
Harrison Sohna,England,Sunderland,29,English League Championship,5'10,178 ,168,76,Right Midfielder (RM),Right,3,2,1,44,37,42,56,32,51,42,48,54,53,66,63,50,49,56,46,61,52,54,38,55,47,41,55,43,49,46,47,50,12,7,14,14,5,49,50,49,49,49,50,53,54,53,54,53,53,53,53,51,53,16,42,211,50,248,57,284,50,251,48,290,48,143,10,52,308,1430
Joël Piroe,Netherlands,Swansea City,17,English League Championship,6'1,185 ,163,74,Striker (ST),Left,4,3,1,47,76,70,70,66,66,55,54,55,72,63,69,65,72,63,77,71,69,83,75,45,21,76,66,72,74,20,29,27,10,13,9,7,11,75,68,71,71,71,68,72,69,66,69,52,51,52,49,47,49,19,66,329,60,302,66,332,75,375,59,354,25,76,10,50,370,1745
Matt Grimes,England,Swansea City,8,English League Championship,5'10,179 ,154,70,Center Midfielder (CM),Left,5,3,1,73,52,39,79,49,68,72,68,76,73,60,63,77,74,76,69,64,91,56,66,64,71,53,73,60,65,63,72,68,16,15,6,7,15,62,67,66,66,66,67,71,72,74,72,74,74,74,72,67,72,22,58,292,71,357,70,350,69,346,64,386,68,203,12,59,399,1928
Jamie Paterson,England,Swansea City,12,English League Championship,5'9,175 ,150,68,Left Wing (LW),Right,4,3,1,69,69,57,72,57,73,66,67,65,72,77,73,83,70,75,65,63,73,48,67,27,38,69,72,62,68,42,33,35,14,8,12,12,7,69,72,71,71,71,72,72,72,69,72,61,56,61,57,48,57,19,65,324,69,343,76,378,63,316,56,336,37,110,11,53,375,1792
Ryan Manning,Republic of Ireland,Swansea City,3,English League Championship,5'8,173 ,159,72,Left Wing Back (LWB),Left,3,3,1,68,58,57,67,36,71,65,65,65,70,66,67,73,69,78,63,76,81,63,63,68,71,64,70,66,64,66,68,65,12,6,11,12,12,65,67,66,66,66,67,69,70,71,70,71,71,71,70,69,70,19,57,286,67,336,71,353,69,346,67,403,66,199,11,53,401,1912
Olivier Ntcham,Cameroon,Swansea City,10,English League Championship,5'11,180 ,176,80,Center Attacking Midfielder (CAM),Right,3,3,1,68,63,51,74,66,75,73,70,72,77,69,65,77,59,79,77,74,73,76,72,66,65,68,75,72,77,66,63,60,8,14,14,6,6,70,71,70,70,70,71,72,72,72,72,69,71,69,68,67,68,16,64,322,73,367,70,349,74,372,71,423,63,189,10,48,418,1993
Joe Allen,Wales,Swansea City,7,English League Championship,5'6,168 ,137,62,Center Defensive Midfielder (CDM),Right,2,3,1,67,60,52,73,54,68,66,59,71,71,67,61,82,68,91,67,81,77,51,56,72,71,67,63,60,76,71,71,69,10,13,12,6,8,65,67,66,66,66,67,70,70,71,70,71,71,71,71,69,71,18,61,306,67,335,74,369,66,332,68,409,70,211,10,49,397,1928
Ben Cabango,Wales,Swansea City,5,English League Championship,6'2,188 ,179,81,Center Back (CB),Right,2,2,1,31,24,68,60,26,38,29,25,39,56,60,67,45,71,57,36,77,63,79,26,70,72,27,29,38,55,68,73,70,8,11,7,9,9,48,44,45,45,45,44,47,49,51,49,63,65,63,66,72,66,18,42,209,37,187,60,300,56,281,49,291,70,211,9,44,326,1468
Michael Obafemi,Republic of Ireland,Swansea City,9,English League Championship,5'7,169 ,157,71,Striker (ST),Right,3,2,1,50,72,64,64,63,69,58,41,44,68,85,78,82,70,89,71,69,61,66,61,60,13,69,61,67,66,18,23,15,11,11,13,12,9,72,68,69,69,69,68,69,68,60,68,49,46,49,46,42,46,19,63,313,56,280,81,404,66,328,56,336,19,56,11,56,364,1707
Jay Fulton,Scotland,Swansea City,4,English League Championship,6'1,186 ,176,80,Center Back (CB),Right,3,3,1,54,53,69,67,45,63,49,33,66,68,63,62,69,64,67,65,59,66,73,50,82,68,57,62,51,67,68,72,71,11,11,8,11,7,64,61,62,62,62,61,65,64,67,64,68,71,68,68,71,68,18,58,288,56,279,65,325,63,313,65,387,70,211,10,48,386,1784
Kyle Naughton,England,Swansea City,26,English League Championship,5'10,179 ,161,73,Center Back (CB),Right,3,2,1,67,45,68,72,52,65,43,30,66,68,62,55,71,70,70,68,73,60,67,50,68,67,54,59,47,67,74,71,71,12,10,9,9,11,62,62,61,61,61,62,65,65,67,65,69,70,69,70,70,70,19,61,304,54,272,66,328,64,318,60,362,72,216,10,51,378,1784
Harry Darling,England,Swansea City,6,English League Championship,6'2,189 ,181,82,Center Back (CB),Right,4,2,1,36,40,67,65,33,60,45,36,62,60,68,70,52,65,66,53,81,78,78,52,64,66,49,56,40,66,68,66,65,14,9,14,13,7,59,56,57,57,57,56,60,60,63,60,65,68,65,66,70,66,19,48,241,53,263,64,321,68,342,57,341,66,199,11,57,371,1698
Liam Walsh,England,Swansea City,28,English League Championship,5'6,168 ,143,65,Center Attacking Midfielder (CAM),Right,3,3,1,67,61,55,72,60,71,67,67,70,72,66,64,88,60,91,71,63,67,51,69,67,58,65,71,55,74,59,60,59,6,7,14,11,9,66,68,67,67,67,68,71,70,70,70,66,66,66,65,62,65,16,63,315,69,347,74,369,64,321,65,390,59,178,9,47,391,1893
Joel Latibeaudiere,Jamaica,Swansea City,22,English League Championship,5'11,180 ,179,81,Center Back (CB),Right,3,2,1,51,35,66,57,31,54,38,36,51,58,73,72,60,61,64,58,79,67,73,23,57,65,38,45,34,59,69,70,68,12,7,7,11,6,54,53,52,52,52,53,53,57,56,57,65,64,65,67,69,67,17,48,240,47,237,66,330,60,300,50,298,69,207,9,43,354,1596
Nathanael Ogbeta,England,Swansea City,15,English League Championship,6'3,191 ,185,84,Left Wing Back (LWB),Left,3,3,1,63,38,48,53,38,66,53,39,41,63,75,76,75,59,69,53,59,74,77,46,52,59,55,47,36,58,61,61,60,11,6,12,10,14,57,59,57,57,57,59,58,62,57,62,65,60,65,64,62,64,18,48,240,52,262,71,354,62,309,51,307,61,182,11,53,364,1649
Andy Fisher,England,Swansea City,1,English League Championship,6'0,183 ,161,73,Goalkeeper (GK),Right,3,1,1,12,5,13,43,7,20,15,11,40,35,36,31,41,61,43,50,47,34,42,5,25,16,6,48,11,63,25,10,14,65,63,67,64,67,27,27,29,29,29,27,34,32,36,32,29,33,29,28,27,28,66,16,80,24,121,42,212,36,178,28,169,16,49,65,326,360,1072
Steven Benda,Germany,Swansea City,13,English League Championship,6'4,193 ,183,83,Goalkeeper (GK),Right,3,1,1,7,5,12,24,9,11,8,11,18,18,36,38,30,56,33,44,49,20,53,12,19,13,4,24,12,20,6,9,11,65,63,59,64,67,24,19,21,21,21,19,23,22,22,22,21,22,21,21,22,21,66,11,57,13,66,39,193,36,178,15,92,9,26,64,318,355,910
Nathan Wood,England,Swansea City,23,English League Championship,6'2,188 ,165,75,Center Back (CB),Right,3,2,1,30,19,58,53,23,40,35,22,35,47,68,84,46,57,61,36,70,53,72,20,60,61,22,34,34,66,64,63,62,14,8,15,13,11,44,42,42,42,42,42,44,46,46,46,58,57,58,60,64,60,19,37,183,36,179,63,316,50,251,46,277,63,189,12,61,313,1415
Oliver Cooper,Wales,Swansea City,31,English League Championship,5'9,174 ,143,65,Center Attacking Midfielder (CAM),Right,3,2,1,60,55,45,64,48,66,51,50,62,65,71,70,74,60,83,57,62,70,51,55,40,48,62,64,56,63,53,56,53,11,14,9,11,7,61,64,62,62,62,64,66,66,64,66,62,60,62,61,55,61,18,54,272,59,294,72,358,59,295,56,333,54,162,10,52,360,1703
Brandon Cooper,Wales,Swansea City,16,English League Championship,6'1,185 ,185,84,Center Back (CB),Right,3,2,1,34,29,63,53,37,37,35,28,51,45,52,55,45,58,59,41,67,50,75,29,60,62,33,38,48,48,63,64,63,8,9,9,9,8,46,42,42,42,42,42,45,46,49,46,55,59,55,58,65,58,16,43,216,39,196,54,269,52,262,48,289,63,190,9,43,302,1417
Matthew Sorinola,England,Swansea City,29,English League Championship,5'8,173 ,143,65,Left Wing Back (LWB),Right,4,3,1,64,47,50,63,32,62,59,36,62,60,75,74,83,57,75,46,61,59,59,48,49,56,56,56,44,56,58,60,58,14,14,15,10,5,57,61,58,58,58,61,62,63,61,63,63,61,63,63,59,63,18,51,256,56,279,73,364,55,273,53,317,59,176,12,58,359,1667
