Player Name,Nationality,Team,Kit Number,League,Height(inches),Height(cm),Weight(lbs),Weight(kg),Best Position,Best Foot,Weak Foot,Skill moves,International Reputation,Crossing,Finishing,Heading Accuracy,Short Passing,Volleys,Dribbling,Curve,FreeKick Accuracy,Long Passing,Ball Control,Acceleration,Sprint Speed,Agility,Reactions,Balance,Shot Power,Jumping,Stamina,Strength,Long Shots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Marking,Standing Tackle,Sliding Tackle,GK Diving,GK Handling,GK Kicking,GK Positioning,GK Reflexes,Striker (ST),Left Wing (LW),Left Forward (LF),Center Forward (CF),Right Forward (RF),Right Wing (RW),Center Attacking Midfielder (CAM),Left Midfielder (LM),Center Midfielder (CM),Right Midfielder (RM),Left Wing Back (LWB),Center Defensive Midfielder (CDM),Right Wing Back (RWB),Left Back (LB),Center Back (CB),Right Back (RB),Goalkeeper (GK),Attacking Average,Attacking Total,Skill Average,Skill Total,Movement Average,Movement Total,Power Average,Power Total,Mentality Average,Mentality Total,Defending Average,Defending Total,Goalkeeping Average,Goalkeeping Total,Base stats,Total Stats
Teddy Boulhendi,Unprovided,OGC Nice,77,French Ligue 1,6'1,185 ,170,77,Goalkeeper (GK),Right,3,1,1,13,9,14,23,8,13,15,12,21,18,49,48,51,58,48,47,59,34,64,7,23,9,7,28,13,27,6,13,11,63,62,62,61,63,27,23,24,24,24,23,25,26,24,26,24,24,24,24,24,24,64,13,67,16,79,51,254,42,211,18,107,10,30,62,311,360,1032
Marvin Oswaldo Rangel Azevedo,Brazil,Flamengo,9,Campeonato Brasileiro Série A,6'0,184 ,174,79,Striker (ST),Right,3,2,1,68,85,82,71,72,78,59,49,60,77,77,76,75,82,66,79,81,72,87,76,62,11,85,70,87,78,15,11,18,9,12,7,8,7,81,77,79,79,79,77,78,77,69,77,53,50,53,50,45,50,19,76,378,65,323,75,376,79,395,66,393,15,44,9,43,399,1874
Héniton Enaldo Pires Tramontino,Brazil,Flamengo,1,Campeonato Brasileiro Série A,6'0,182 ,163,74,Goalkeeper (GK),Right,3,1,1,18,11,12,28,16,14,15,13,30,20,43,39,42,77,48,59,70,30,64,12,36,22,13,70,21,41,16,14,17,81,75,78,81,79,31,28,31,31,31,28,34,32,35,32,29,32,29,29,30,29,80,17,85,18,92,50,249,47,235,34,203,16,47,79,394,435,1264
Jonathan Prazeres Conradi,Brazil,Flamengo,11,Campeonato Brasileiro Série A,5'8,172 ,154,70,Left Wing (LW),Left,4,4,1,82,74,49,79,65,82,69,64,75,77,81,75,79,78,78,60,69,58,49,70,58,53,77,75,46,69,50,38,30,14,8,6,6,9,73,78,76,76,76,78,78,78,75,78,65,63,65,61,54,61,19,70,349,73,367,78,391,61,306,63,378,39,118,9,43,402,1883
Arturo Adolfo Inálcio Dutra,Brazil,Flamengo,19,Campeonato Brasileiro Série A,5'7,170 ,132,60,Center Midfielder (CM),Right,3,2,1,63,70,46,85,68,78,54,48,83,80,80,86,90,69,74,80,55,74,35,75,45,71,74,77,45,60,24,66,62,10,13,14,9,11,73,77,76,76,76,77,78,78,78,78,71,69,71,69,58,69,19,66,332,69,343,80,399,64,319,62,372,51,152,11,57,408,1914
Wellingt. Edson Sabrão Rolim,Brazil,Flamengo,4,Campeonato Brasileiro Série A,5'7,169 ,146,66,Right Back (RB),Right,3,2,1,76,50,60,73,56,75,60,50,67,71,94,90,74,77,72,64,69,78,69,60,60,73,60,60,50,71,72,75,72,9,8,16,7,15,68,71,69,69,69,71,71,75,71,75,78,74,78,78,73,78,19,63,315,65,323,81,407,68,340,62,374,73,219,11,55,430,1962
Pedro Tofico Dourado Hermes,Brazil,Flamengo,18,Campeonato Brasileiro Série A,6'3,190 ,194,88,Center Back (CB),Right,3,2,1,65,21,78,71,26,51,27,32,72,69,54,62,51,74,51,45,72,71,93,26,80,77,37,59,34,66,73,81,75,8,10,8,13,10,54,54,53,53,53,54,58,61,66,61,72,76,72,74,78,74,19,52,261,50,251,58,292,61,307,59,353,76,229,10,49,369,1676
G. Pierre Paiva Souza,Brazil,Flamengo,21,Campeonato Brasileiro Série A,5'8,173 ,159,72,Right Midfielder (RM),Right,4,3,1,75,69,34,78,61,81,67,72,72,77,90,78,73,77,77,77,50,69,72,68,63,40,73,75,44,62,36,49,48,7,11,10,16,7,73,77,76,76,76,77,78,78,74,78,66,64,66,62,54,62,20,63,317,74,369,79,395,67,336,60,357,44,133,10,51,415,1896
Jadson José Meireles Correia,Brazil,Flamengo,6,Campeonato Brasileiro Série A,5'9,176 ,159,72,Center Defensive Midfielder (CDM),Right,3,2,1,41,53,65,78,31,45,33,39,75,74,59,57,54,75,59,84,52,89,77,68,78,80,59,74,40,60,74,69,68,10,7,6,5,6,66,60,65,65,65,60,68,65,74,65,71,77,71,72,74,72,16,54,268,53,266,61,304,74,370,65,391,70,211,7,34,393,1784
Daniel Clayton Fachini Lobato,Brazil,Flamengo,14,Campeonato Brasileiro Série A,5'7,169 ,150,68,Center Defensive Midfielder (CDM),Right,3,2,1,55,19,67,78,12,66,48,69,76,71,68,65,63,74,77,76,76,79,64,71,71,84,38,55,60,74,69,74,72,11,14,9,6,6,58,60,60,60,60,60,64,65,71,65,74,75,74,74,74,74,18,46,231,66,330,69,347,73,366,64,382,72,215,9,46,389,1843
Estevão Danilo Candeira Inácio,Brazil,Flamengo,5,Campeonato Brasileiro Série A,5'9,176 ,161,73,Right Back (RB),Right,4,2,1,76,52,62,71,50,68,64,63,69,69,76,77,71,69,73,73,65,86,59,60,69,72,65,66,55,72,68,72,71,14,13,12,9,10,67,68,67,67,67,68,69,72,71,72,75,73,75,75,70,75,20,62,311,67,333,73,366,69,343,67,399,70,211,12,58,413,1949
Daniel Clayton Fachini Lobato,Brazil,Flamengo,14,Campeonato Brasileiro Série A,5'7,169 ,150,68,Center Defensive Midfielder (CDM),Right,3,2,1,55,19,67,78,12,66,48,69,76,71,68,65,63,74,77,76,76,79,64,71,71,84,38,55,60,74,69,74,72,11,14,9,6,6,58,60,60,60,60,60,64,65,71,65,74,75,74,74,74,74,18,46,231,66,330,69,347,73,366,64,382,72,215,9,46,389,1843
Estevão Danilo Baldeiro Lopes,Brazil,Flamengo,16,Campeonato Brasileiro Série A,6'1,186 ,187,85,Center Back (CB),Right,3,2,1,62,41,75,64,57,59,48,63,51,71,79,71,60,62,66,75,71,72,78,72,74,75,49,62,55,65,76,78,76,15,15,15,15,15,64,62,62,62,62,62,64,64,65,64,72,72,72,74,74,74,22,60,299,58,292,68,338,74,368,63,380,77,230,15,75,406,1917
