Player Name,Nationality,Team,Kit Number,League,Height(inches),Height(cm),Weight(lbs),Weight(kg),Best Position,Best Foot,Weak Foot,Skill moves,International Reputation,Crossing,Finishing,Heading Accuracy,Short Passing,Volleys,Dribbling,Curve,FreeKick Accuracy,Long Passing,Ball Control,Acceleration,Sprint Speed,Agility,Reactions,Balance,Shot Power,Jumping,Stamina,Strength,Long Shots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Marking,Standing Tackle,Sliding Tackle,GK Diving,GK Handling,GK Kicking,GK Positioning,GK Reflexes,Striker (ST),Left Wing (LW),Left Forward (LF),Center Forward (CF),Right Forward (RF),Right Wing (RW),Center Attacking Midfielder (CAM),Left Midfielder (LM),Center Midfielder (CM),Right Midfielder (RM),Left Wing Back (LWB),Center Defensive Midfielder (CDM),Right Wing Back (RWB),Left Back (LB),Center Back (CB),Right Back (RB),Goalkeeper (GK),Attacking Average,Attacking Total,Skill Average,Skill Total,Movement Average,Movement Total,Power Average,Power Total,Mentality Average,Mentality Total,Defending Average,Defending Total,Goalkeeping Average,Goalkeeping Total,Base stats,Total Stats
Leandro Chichizola,Argentina,Parma,22,Italian Serie B,6'0,182 ,176,80,Goalkeeper (GK),Right,3,1,1,11,16,17,14,14,17,15,14,13,15,49,54,64,66,44,50,74,31,52,17,15,16,14,42,25,57,15,12,11,70,70,67,69,72,30,26,27,27,27,26,28,28,25,28,25,23,25,26,25,26,71,14,72,15,74,55,277,45,224,28,169,13,38,70,348,399,1136
Adrián Bernabé García,Spain,Parma,16,Italian Serie B,5'9,175 ,150,68,Left Midfielder (LM),Left,3,3,1,68,67,46,72,56,75,75,65,70,77,80,75,80,61,81,68,51,66,51,61,69,61,63,66,58,73,48,64,49,8,12,9,10,9,68,71,69,69,69,71,72,73,71,73,67,66,67,65,60,65,17,62,309,72,362,75,377,59,297,65,390,54,161,10,48,401,1871
Nahuel Estévez,Argentina,Parma,8,Italian Serie B,5'11,181 ,170,77,Center Midfielder (CM),Right,3,3,1,73,67,57,73,62,70,70,75,70,72,66,65,71,66,66,65,72,75,57,62,74,62,65,65,64,68,59,65,62,14,12,9,12,10,68,69,68,68,68,69,70,71,71,71,70,69,70,68,65,68,20,66,332,71,357,67,334,66,331,66,398,62,186,11,57,399,1927
Enrico Delprato,Italy,Parma,15,Italian Serie B,6'0,183 ,163,74,Right Back (RB),Right,3,2,1,63,34,64,65,48,62,48,45,60,61,70,77,59,60,61,62,71,81,62,48,65,60,61,58,51,55,58,67,64,7,12,9,12,6,59,60,59,59,59,60,61,64,64,64,67,65,67,67,65,67,17,55,274,55,276,65,327,65,324,58,350,63,189,9,46,371,1746
Gennaro Tutino,Italy,Parma,11,Italian Serie B,5'10,177 ,168,76,Center Attacking Midfielder (CAM),Right,3,3,1,69,69,65,70,65,72,64,71,68,71,75,82,80,65,72,72,73,66,66,69,54,25,67,65,75,59,34,34,34,15,7,7,13,7,71,71,70,70,70,71,71,71,66,71,57,54,57,55,49,55,18,68,338,69,346,75,374,69,346,58,345,34,102,10,49,388,1830
Jayden Oosterwolde,Netherlands,Parma,17,Italian Serie B,6'2,189 ,163,74,Left Back (LB),Left,3,2,1,61,31,55,61,29,61,46,38,56,55,90,90,73,55,65,43,69,74,74,41,58,57,51,47,41,53,59,60,62,6,13,14,15,9,55,58,55,55,55,58,58,62,58,62,66,61,66,66,63,66,18,47,237,51,256,75,373,60,301,51,307,60,181,11,57,373,1676
Lautaro Valenti,Argentina,Parma,30,Italian Serie B,6'2,188 ,176,80,Center Back (CB),Left,4,2,1,39,40,67,62,42,54,58,55,55,57,67,74,58,63,56,70,76,70,77,62,70,60,46,47,53,55,65,67,65,6,8,7,6,8,59,54,56,56,56,54,57,57,59,57,63,64,63,65,68,65,15,50,250,56,279,64,318,71,355,55,331,66,197,7,35,370,1719
Stanko Jurić,Croatia,Parma,24,Italian Serie B,6'2,189 ,183,83,Center Defensive Midfielder (CDM),Right,2,2,1,45,65,62,65,31,64,47,39,64,65,64,64,61,59,59,67,71,81,80,56,68,64,56,58,48,64,66,66,64,13,7,11,13,7,65,61,62,62,62,61,64,64,65,64,66,68,66,66,68,66,17,54,268,56,279,61,307,71,355,60,358,65,196,10,51,388,1750
Simon Sohm,Switzerland,Parma,19,Italian Serie B,6'2,188 ,187,85,Center Defensive Midfielder (CDM),Right,3,2,1,57,42,60,64,47,60,52,40,62,63,71,69,69,56,63,59,71,81,81,43,62,61,45,57,50,55,64,64,62,11,10,10,13,9,58,58,57,57,57,58,60,62,62,62,66,66,66,66,66,66,18,54,270,55,277,66,328,67,335,55,330,63,190,11,53,377,1728
Adrian Benedyczak,Poland,Parma,7,Italian Serie B,6'3,191 ,172,78,Striker (ST),Right,3,3,1,28,66,65,61,49,61,45,25,54,63,80,83,64,59,56,63,73,73,79,47,59,29,63,51,56,48,33,24,24,12,15,13,7,12,67,60,63,63,63,60,63,62,58,62,49,50,49,48,48,48,19,54,269,50,248,68,342,67,335,51,306,27,81,12,59,357,1592
Gabriel Charpentier,France,Parma,9,Italian Serie B,6'2,188 ,176,80,Striker (ST),Right,3,2,1,33,74,75,52,54,64,48,38,35,61,54,56,63,55,52,66,64,65,68,61,46,18,64,44,63,57,26,23,20,7,9,15,10,14,67,58,60,60,60,58,59,57,52,57,43,42,43,42,42,42,17,58,288,49,246,56,280,65,324,49,292,23,69,11,55,319,1493
Vasilis Zagaritis,Greece,Parma,47,Italian Serie B,5'10,178 ,150,68,Left Back (LB),Left,2,2,1,55,33,53,53,41,58,50,34,51,55,74,80,70,63,78,58,59,72,56,45,53,59,53,37,37,57,61,60,58,13,9,9,10,13,55,55,54,54,54,55,55,59,55,59,63,59,63,63,60,63,19,47,235,50,248,73,365,58,290,49,296,60,179,11,54,347,1610
Woyo Coulibaly,France,Parma,26,Italian Serie B,6'2,188 ,185,84,Right Back (RB),Right,3,2,1,60,23,62,59,24,58,49,32,51,57,68,74,68,53,50,59,78,80,86,38,50,51,48,47,41,54,52,64,63,6,8,12,13,6,54,54,52,52,52,54,55,59,56,59,63,60,63,63,63,63,15,46,228,49,247,63,313,68,341,49,291,60,179,9,45,353,1590
Botond Balogh,Hungary,Parma,4,Italian Serie B,6'2,189 ,170,77,Center Back (CB),Right,3,2,1,21,28,61,54,21,28,23,19,32,38,63,56,48,52,47,38,72,54,68,25,63,67,27,32,41,45,65,64,62,14,10,8,15,11,43,38,38,38,38,38,41,41,44,41,54,57,54,57,64,57,19,37,185,28,140,53,266,51,257,46,275,64,191,12,58,289,1327
Yoan Bonny,France,Parma,13,Italian Serie B,6'2,188 ,190,86,Striker (ST),Right,3,2,1,23,61,57,53,47,58,44,26,34,59,68,71,61,55,64,57,66,54,64,49,35,14,56,43,59,53,12,14,12,13,14,11,14,9,61,55,57,57,57,55,57,55,49,55,39,37,39,37,35,37,19,48,241,44,221,64,319,58,290,43,260,13,38,12,61,300,1377
Aliou Traoré,France,Parma,29,Italian Serie B,6'2,188 ,179,81,Center Attacking Midfielder (CAM),Right,3,3,1,48,55,51,64,38,62,52,44,55,59,70,75,71,51,57,61,60,65,75,57,60,55,59,56,47,58,45,62,52,15,8,10,6,14,61,60,60,60,60,60,62,62,61,62,60,60,60,59,59,59,17,51,256,54,272,65,324,64,318,56,335,53,159,11,53,368,1659
Drissa Camara,Ivory Coast,Parma,23,Italian Serie B,5'10,179 ,154,70,Center Midfielder (CM),Right,1,2,1,35,31,49,63,34,57,51,54,60,63,60,64,58,56,61,63,65,57,56,56,58,47,49,57,39,51,49,56,52,8,6,12,15,7,54,54,55,55,55,54,59,57,60,57,56,58,56,55,56,55,16,42,212,57,285,60,299,59,297,50,301,52,157,10,48,328,1548
Alessandro Circati,Italy,Parma,39,Italian Serie B,6'3,190 ,176,80,Center Back (CB),Right,3,2,1,31,24,47,43,25,29,31,27,27,41,61,59,43,49,54,38,69,59,66,22,53,55,24,30,36,44,50,54,51,11,12,7,5,13,40,37,36,36,36,37,38,41,40,41,50,50,50,52,55,52,16,34,170,31,155,53,266,51,254,40,242,52,155,10,48,272,1246
Edoardo Corvi,Italy,Parma,40,Italian Serie B,6'0,183 ,154,70,Goalkeeper (GK),Left,1,1,1,13,8,11,32,9,7,13,18,37,16,25,26,38,35,49,38,64,24,54,9,28,6,9,39,12,25,7,17,13,58,56,50,46,49,21,19,20,20,20,19,25,23,27,23,20,25,20,20,23,20,52,15,73,18,91,35,173,38,189,20,119,12,37,52,259,284,916
Pablo De Blasis,Argentina,FC Cartagena,8,Spanish Segunda División,5'5,166 ,143,65,Center Attacking Midfielder (CAM),Right,4,3,1,67,73,67,69,60,75,74,70,66,74,73,70,91,71,91,75,91,57,30,69,69,67,73,66,76,73,59,65,59,13,11,8,8,8,72,72,72,72,72,72,72,72,71,72,68,67,68,68,65,68,19,67,336,72,359,79,396,64,322,71,424,61,183,10,48,399,2026
Francisco José Olivas Alba,Spain,FC Cartagena,21,Spanish Segunda División,6'1,185 ,183,83,Center Back (CB),Right,3,2,1,44,53,72,73,53,54,30,36,66,67,40,51,54,76,33,54,77,66,80,36,64,74,50,60,38,72,73,73,67,8,8,15,7,14,61,56,58,58,58,56,62,60,67,60,67,72,67,68,72,68,19,59,295,51,253,51,254,63,313,60,358,71,213,10,52,360,1666
Aarón Escandell,Spain,FC Cartagena,13,Spanish Segunda División,6'1,185 ,157,71,Goalkeeper (GK),Right,3,1,1,20,15,24,27,19,19,25,18,31,22,39,34,41,69,56,50,69,45,51,16,22,24,12,39,21,42,30,19,18,67,70,67,67,72,31,27,28,28,28,27,30,31,32,31,32,33,32,32,32,32,71,21,105,23,115,48,239,46,231,27,160,22,67,69,343,380,1225
Jairo Izquierdo González,Spain,FC Cartagena,20,Spanish Segunda División,5'5,165 ,141,64,Left Wing Back (LWB),Left,3,3,1,72,66,55,69,60,69,64,50,64,71,90,88,81,64,92,68,49,71,54,64,45,65,68,62,60,60,64,62,63,8,10,7,13,13,69,71,69,69,69,71,71,71,69,71,71,66,71,70,63,70,19,64,322,64,318,83,415,61,306,60,360,63,189,10,51,411,1903
Marc Martínez Aranda,Spain,FC Cartagena,1,Spanish Segunda División,6'1,186 ,159,72,Goalkeeper (GK),Right,2,1,1,13,19,12,32,17,20,15,11,36,27,46,53,58,58,52,49,62,25,45,15,15,14,13,45,38,17,27,20,17,72,69,65,69,77,31,30,31,31,31,30,34,32,33,32,29,30,29,29,28,29,71,19,93,22,109,53,267,39,196,24,142,21,64,70,352,401,1206
Pedro Alcalá Guirado,Spain,FC Cartagena,4,Spanish Segunda División,6'5,196 ,205,93,Center Back (CB),Right,4,2,1,45,30,73,62,37,47,59,65,66,59,30,31,29,70,30,73,66,34,91,68,71,66,26,47,39,67,68,69,66,15,10,8,8,11,53,46,49,49,49,46,52,49,58,49,58,66,58,60,69,60,19,49,247,59,296,38,190,66,332,53,316,68,203,10,52,324,1588
Damián Musto,Argentina,FC Cartagena,18,Spanish Segunda División,6'0,183 ,176,80,Center Defensive Midfielder (CDM),Right,3,2,1,54,34,68,62,32,57,35,50,74,61,33,48,44,67,55,69,68,66,78,65,81,74,59,59,39,68,69,75,63,11,14,9,14,9,58,54,56,56,56,54,59,58,66,58,65,70,65,65,70,65,20,50,250,55,277,49,247,69,346,63,380,69,207,11,57,354,1696
David Ferreiro Quiroga,Spain,FC Cartagena,7,Spanish Segunda División,5'7,170 ,139,63,Right Wing (RW),Right,3,4,1,71,68,32,71,46,72,76,72,70,70,83,82,86,65,90,66,70,36,31,69,64,28,66,64,70,63,59,23,36,6,11,7,7,15,65,70,69,69,69,70,70,70,64,70,56,53,56,53,46,53,18,58,288,72,360,81,406,54,272,59,355,39,118,9,46,370,1782
Mikel Rico Moreno,Spain,FC Cartagena,17,Spanish Segunda División,5'10,179 ,165,75,Center Defensive Midfielder (CDM),Right,3,2,1,55,67,58,71,53,63,52,63,70,68,35,29,66,75,70,78,71,65,75,65,72,76,69,71,60,74,69,73,69,15,7,10,9,9,67,62,65,65,65,62,68,64,70,64,67,70,67,66,70,66,19,61,304,63,316,55,275,71,354,70,422,70,211,10,50,375,1858
Sergio Tejera Rodríguez,Spain,FC Cartagena,23,Spanish Segunda División,5'11,180 ,165,75,Center Defensive Midfielder (CDM),Left,3,2,1,67,64,59,71,62,68,71,70,68,70,71,63,73,66,62,74,64,80,73,69,76,68,69,68,71,72,64,69,66,12,7,16,9,14,69,68,68,68,68,68,70,70,70,70,70,70,70,70,69,70,19,65,323,69,347,67,335,72,360,71,424,66,199,12,58,414,1970
Pablo Vázquez Pérez,Spain,FC Cartagena,5,Spanish Segunda División,6'1,185 ,181,82,Center Back (CB),Right,3,2,1,36,24,71,67,32,35,31,28,49,58,66,53,35,58,51,54,77,50,80,25,66,68,31,38,42,64,70,73,67,5,11,6,9,10,50,44,46,46,46,44,48,49,53,49,61,65,61,64,71,64,16,46,230,40,201,53,263,57,286,52,309,70,210,8,41,325,1476
Francisco Feuillassier,Argentina,FC Cartagena,14,Spanish Segunda División,5'8,172 ,150,68,Left Midfielder (LM),Right,4,3,1,69,65,49,68,55,72,48,46,60,68,76,75,75,63,81,67,45,63,63,68,45,22,74,67,50,62,35,23,20,7,13,9,13,5,68,70,69,69,69,70,71,71,64,71,53,50,53,50,42,50,17,61,306,59,294,74,370,61,306,53,320,26,78,9,47,364,1639
Julián Javier Delmás Germán,Spain,FC Cartagena,22,Spanish Segunda División,5'8,173 ,135,61,Right Back (RB),Right,2,2,1,72,29,59,64,29,67,63,35,50,69,77,73,74,60,61,39,81,77,68,40,59,61,64,45,49,55,62,64,63,10,15,8,9,7,57,62,58,58,58,62,61,66,61,66,69,64,69,68,65,68,18,51,253,57,284,69,345,61,305,56,333,63,189,10,49,367,1703
Armando Sadiku,Albania,FC Cartagena,19,Spanish Segunda División,6'0,183 ,176,80,Striker (ST),Right,3,3,1,39,69,67,63,53,63,54,45,41,68,68,71,63,65,56,74,70,56,80,64,62,39,68,46,65,63,36,35,24,9,15,9,11,7,68,63,65,65,65,63,64,62,58,62,51,52,51,50,52,50,18,58,291,54,271,65,323,69,344,57,343,32,95,10,51,360,1659
Iván Calero Ruiz,Spain,FC Cartagena,16,Spanish Segunda División,5'9,174 ,154,70,Right Back (RB),Right,3,2,1,63,44,50,64,40,63,63,46,62,64,73,74,78,63,82,61,54,73,57,43,37,62,65,63,44,58,63,60,64,10,15,13,9,13,60,63,61,61,61,63,64,66,65,66,67,64,67,66,61,66,19,52,261,60,298,74,370,58,288,55,329,62,187,12,60,368,1762
Toni Datković,Croatia,FC Cartagena,6,Spanish Segunda División,6'0,184 ,172,78,Center Back (CB),Left,3,2,1,33,25,67,60,23,26,25,35,47,53,56,68,42,61,55,35,77,44,77,26,70,67,25,33,40,53,68,68,63,14,11,13,9,8,46,41,41,41,41,41,45,45,49,45,58,62,58,61,68,61,18,42,208,37,186,56,282,52,259,48,288,66,199,11,55,309,1423
Borja Valle Balonga,Spain,FC Cartagena,10,Spanish Segunda División,5'10,177 ,163,74,Striker (ST),Right,4,3,1,66,69,58,64,70,67,70,59,62,66,70,69,76,61,66,74,80,61,70,66,40,40,69,64,65,68,45,42,46,11,9,6,8,13,67,67,67,67,67,67,67,67,64,67,59,56,59,57,54,57,18,65,327,65,324,68,342,70,351,58,346,44,133,9,47,376,1802
Alfredo Ortuño Martínez,Spain,FC Cartagena,9,Spanish Segunda División,6'0,184 ,170,77,Striker (ST),Left,4,3,1,49,68,76,63,64,62,64,51,41,63,57,62,59,63,56,70,77,64,78,60,42,29,71,59,70,66,39,18,15,11,9,16,14,15,67,62,64,64,64,62,64,63,58,63,48,48,48,46,47,46,20,64,320,56,281,59,297,70,349,56,337,24,72,13,65,344,1655
Óscar Arribas Pasero,Spain,FC Cartagena,11,Spanish Segunda División,6'0,183 ,150,68,Right Midfielder (RM),Right,3,2,1,61,62,58,62,59,65,56,52,58,65,75,73,73,61,62,59,67,72,64,57,38,37,63,60,71,65,34,29,21,13,12,6,6,11,65,64,64,64,64,64,65,66,61,66,54,51,54,51,46,51,18,60,302,59,296,69,344,64,319,56,334,28,84,10,48,355,1665
Luca Sangalli Fuentes,Spain,FC Cartagena,15,Spanish Segunda División,5'6,167 ,159,72,Center Attacking Midfielder (CAM),Right,3,3,1,65,54,49,69,56,70,61,49,70,69,71,71,68,64,81,59,66,50,63,63,67,63,69,65,42,67,54,62,52,14,6,11,9,11,64,66,66,66,66,66,66,66,66,66,64,65,64,63,62,63,18,59,293,64,319,71,355,60,301,62,373,56,168,10,51,383,1793
Isak Jansson,Sweden,FC Cartagena,24,Spanish Segunda División,5'9,174 ,157,71,Center Attacking Midfielder (CAM),Right,3,3,1,45,65,58,62,59,67,35,45,55,70,82,80,84,61,85,62,77,82,62,60,60,38,64,60,42,46,36,43,42,7,8,10,14,10,67,66,66,66,66,66,68,67,63,67,58,56,58,57,53,57,17,58,289,54,272,78,392,69,343,52,310,40,121,10,49,375,1730
