Player Name,Nationality,Team,Kit Number,League,Height(inches),Height(cm),Weight(lbs),Weight(kg),Best Position,Best Foot,Weak Foot,Skill moves,International Reputation,Crossing,Finishing,Heading Accuracy,Short Passing,Volleys,Dribbling,Curve,FreeKick Accuracy,Long Passing,Ball Control,Acceleration,Sprint Speed,Agility,Reactions,Balance,Shot Power,Jumping,Stamina,Strength,Long Shots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Marking,Standing Tackle,Sliding Tackle,GK Diving,GK Handling,GK Kicking,GK Positioning,GK Reflexes,Striker (ST),Left Wing (LW),Left Forward (LF),Center Forward (CF),Right Forward (RF),Right Wing (RW),Center Attacking Midfielder (CAM),Left Midfielder (LM),Center Midfielder (CM),Right Midfielder (RM),Left Wing Back (LWB),Center Defensive Midfielder (CDM),Right Wing Back (RWB),Left Back (LB),Center Back (CB),Right Back (RB),Goalkeeper (GK),Attacking Average,Attacking Total,Skill Average,Skill Total,Movement Average,Movement Total,Power Average,Power Total,Mentality Average,Mentality Total,Defending Average,Defending Total,Goalkeeping Average,Goalkeeping Total,Base stats,Total Stats
Ruifeng Huang,China PR,Shenzhen FC,30,Chinese Super League,5'11,180 ,148,67,Right Wing Back (RWB),Right,3,2,1,49,31,46,50,33,57,38,46,47,53,69,73,70,48,71,44,64,65,57,33,60,53,41,51,43,42,47,49,53,11,10,9,8,9,48,51,49,49,49,51,52,55,52,55,56,54,56,56,54,56,16,42,209,48,241,66,331,53,263,48,290,50,149,9,47,321,1488
Yue Liu,China PR,Shenzhen FC,20,Chinese Super League,5'9,174 ,139,63,Left Midfielder (LM),Right,3,2,1,45,53,33,54,38,52,41,35,45,48,74,73,80,62,80,46,77,61,41,52,32,20,52,51,47,43,46,27,22,13,11,10,14,11,53,55,54,54,54,55,56,57,51,57,47,43,47,45,39,45,20,45,223,44,221,74,369,55,277,41,245,32,95,12,59,304,1446
Yeljan Shinar,China PR,Shenzhen FC,2,Chinese Super League,5'10,178 ,165,75,Right Back (RB),Right,3,2,1,40,22,40,40,22,49,37,23,35,46,64,66,74,44,61,33,43,61,60,20,62,47,42,40,31,49,49,54,55,6,9,5,6,5,42,44,42,42,42,44,45,48,44,48,52,50,52,53,53,53,13,33,164,38,190,62,309,43,217,45,271,53,158,6,31,289,1291
Haofeng Xu,China PR,Shenzhen FC,13,Chinese Super League,6'0,182 ,148,67,Center Back (CB),Right,2,2,1,39,21,48,37,21,38,25,21,27,38,64,65,46,47,62,35,70,65,58,16,46,46,29,30,32,35,52,58,50,15,10,14,6,8,40,38,37,37,37,38,38,43,39,43,51,47,51,52,53,52,16,33,166,30,149,57,284,49,244,36,218,53,160,11,53,272,1239
Jiabao Ji,China PR,Shenzhen FC,32,Chinese Super League,6'4,192 ,154,70,Goalkeeper (GK),Right,3,1,1,13,9,15,20,5,8,12,11,16,15,16,17,35,45,28,39,35,23,45,6,15,12,10,35,12,36,8,12,13,49,51,52,46,51,21,17,18,18,18,17,21,20,22,20,19,21,19,19,20,19,51,12,62,12,62,28,141,30,148,20,120,11,33,50,249,265,779
Xiangyu Chen,China PR,Shenzhen FC,18,Chinese Super League,6'1,186 ,154,70,Striker (ST),Right,2,3,1,31,53,53,44,43,43,35,32,31,46,54,50,42,52,46,45,53,34,59,40,24,15,51,45,56,46,16,16,14,10,13,9,11,10,52,46,48,48,48,46,48,46,42,46,34,33,34,33,32,33,17,45,224,37,187,49,244,46,231,40,237,15,46,11,53,248,1176
Yue Xu,China PR,Shenzhen FC,19,Chinese Super League,5'8,173 ,141,64,Center Midfielder (CM),Right,3,2,1,42,33,43,55,29,53,41,35,51,53,67,68,64,55,80,52,59,52,44,36,58,47,37,49,35,43,47,51,49,10,11,7,10,15,48,50,49,49,49,50,52,53,52,53,54,53,54,54,52,54,18,40,202,47,233,67,334,49,243,45,269,49,147,11,53,308,1438
Yuezheng Du,China PR,Shenzhen FC,33,Chinese Super League,6'1,185 ,165,75,Striker (ST),Right,3,2,1,26,49,52,45,40,48,36,29,28,46,52,53,62,55,56,43,53,45,57,45,28,19,49,45,52,49,18,13,15,12,11,14,14,13,51,47,48,48,48,47,49,47,43,47,36,34,36,34,33,34,19,42,212,37,187,56,278,49,243,40,242,15,46,13,64,255,1223
Lei Liao,China PR,Shenzhen FC,12,Chinese Super League,5'11,180 ,154,70,Left Back (LB),Left,3,2,1,45,30,45,28,28,45,29,26,29,31,56,61,58,51,62,25,50,54,54,26,46,46,45,38,33,32,41,50,51,13,9,9,12,10,41,41,39,39,39,41,40,44,39,44,48,43,48,49,48,49,17,35,176,32,160,58,288,42,209,40,240,47,142,11,53,263,1236
Jorge Pinos,Ecuador,9 de Octubre,30,Ecuadorian Serie A,6'2,187 ,187,85,Goalkeeper (GK),Right,2,1,1,14,10,14,18,10,11,13,12,15,13,36,25,45,66,42,50,59,30,59,10,25,15,10,29,10,43,10,13,13,67,67,67,65,68,26,20,22,22,22,20,23,23,23,23,23,24,23,23,25,23,68,13,66,13,64,43,214,42,208,22,132,12,36,67,334,366,1011
