Player Name,Nationality,Team,Kit Number,League,Height(inches),Height(cm),Weight(lbs),Weight(kg),Best Position,Best Foot,Weak Foot,Skill moves,International Reputation,Crossing,Finishing,Heading Accuracy,Short Passing,Volleys,Dribbling,Curve,FreeKick Accuracy,Long Passing,Ball Control,Acceleration,Sprint Speed,Agility,Reactions,Balance,Shot Power,Jumping,Stamina,Strength,Long Shots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Marking,Standing Tackle,Sliding Tackle,GK Diving,GK Handling,GK Kicking,GK Positioning,GK Reflexes,Striker (ST),Left Wing (LW),Left Forward (LF),Center Forward (CF),Right Forward (RF),Right Wing (RW),Center Attacking Midfielder (CAM),Left Midfielder (LM),Center Midfielder (CM),Right Midfielder (RM),Left Wing Back (LWB),Center Defensive Midfielder (CDM),Right Wing Back (RWB),Left Back (LB),Center Back (CB),Right Back (RB),Goalkeeper (GK),Attacking Average,Attacking Total,Skill Average,Skill Total,Movement Average,Movement Total,Power Average,Power Total,Mentality Average,Mentality Total,Defending Average,Defending Total,Goalkeeping Average,Goalkeeping Total,Base stats,Total Stats
Mohammed Salisu,Ghana,Southampton,22,English Premier League,6'3,191 ,187,85,Center Back (CB),Left,3,2,1,40,30,74,73,22,47,50,32,58,64,63,74,53,68,49,60,72,67,87,28,79,81,35,24,40,62,79,79,75,7,7,11,10,6,56,51,51,51,51,51,53,56,59,56,70,73,70,73,79,73,16,48,239,50,251,61,307,63,314,54,321,78,233,8,41,370,1644
Ché Adams,Scotland,Southampton,10,English Premier League,5'10,178 ,154,70,Striker (ST),Right,3,3,1,55,76,63,70,70,73,63,59,53,77,78,84,78,74,74,86,76,77,79,75,74,36,77,62,69,70,33,42,36,16,13,12,15,9,78,73,75,75,75,73,74,73,68,73,60,59,60,58,56,58,22,67,334,65,325,78,388,79,393,65,388,37,111,13,65,412,1933
Stuart Armstrong,Scotland,Southampton,17,English Premier League,6'0,183 ,165,75,Right Midfielder (RM),Right,4,3,1,72,76,66,75,62,77,78,74,72,76,72,69,75,77,65,81,71,79,68,82,69,69,76,72,64,70,63,67,60,14,8,13,11,13,76,75,76,76,76,75,76,76,76,76,73,73,73,72,70,72,21,70,351,75,377,72,358,76,381,70,420,63,190,12,59,432,2064
Tino Livramento,England,Southampton,21,English Premier League,5'11,181 ,157,71,Right Back (RB),Right,4,2,1,68,47,55,73,41,74,64,51,57,72,82,83,78,73,79,47,66,76,62,46,70,75,60,57,41,66,67,74,71,10,12,8,13,13,63,68,65,65,65,68,69,71,69,71,75,72,75,75,71,75,21,57,284,64,318,79,395,59,297,62,369,71,212,11,56,406,1865
Tino Livramento,England,Southampton,21,English Premier League,5'11,181 ,157,71,Right Back (RB),Right,4,2,1,68,47,55,73,41,74,64,51,57,72,82,83,78,73,79,47,66,76,62,46,70,75,60,57,41,66,67,74,71,10,12,8,13,13,63,68,65,65,65,68,69,71,69,71,75,72,75,75,71,75,21,57,284,64,318,79,395,59,297,62,369,71,212,11,56,406,1862
Romain Perraud,France,Southampton,15,English Premier League,5'8,173 ,150,68,Center Midfielder (CM),Left,2,3,1,77,65,62,77,70,75,72,73,72,74,74,70,73,76,80,84,56,84,64,78,85,75,76,71,60,69,73,74,71,6,7,10,11,13,74,74,74,74,74,74,76,76,77,76,77,77,77,76,74,76,19,70,351,73,366,75,373,73,366,73,436,73,218,9,47,439,2069
Joe Aribo,Nigeria,Southampton,7,English Premier League,6'0,183 ,168,76,Center Attacking Midfielder (CAM),Left,3,4,1,66,67,65,76,63,78,68,59,72,77,79,80,82,72,79,73,73,84,76,67,69,69,72,76,66,75,64,72,70,14,13,11,5,7,74,74,74,74,74,74,77,77,77,77,75,75,75,74,72,74,19,67,337,71,354,78,392,75,373,71,427,69,206,10,50,442,2065
Joe Aribo,Nigeria,Southampton,7,English Premier League,6'0,183 ,168,76,Center Attacking Midfielder (CAM),Left,3,4,1,66,67,65,76,63,78,68,59,72,77,79,80,82,72,79,73,73,84,76,67,69,69,72,76,66,75,64,72,70,14,13,11,5,7,74,74,74,74,74,74,77,77,77,77,75,75,75,74,72,74,19,67,337,71,354,78,392,75,373,71,427,69,206,10,50,442,2064
Mohamed Elyounoussi,Norway,Southampton,24,English Premier League,5'10,178 ,154,70,Left Midfielder (LM),Right,4,4,1,72,75,72,74,69,80,74,64,63,77,76,77,80,72,79,75,77,81,64,74,69,36,74,70,64,70,58,59,51,12,7,8,7,13,76,75,75,75,75,75,76,76,73,76,68,65,68,66,63,66,19,72,362,72,358,77,384,74,371,64,383,56,168,9,47,425,2003
Armel Bella Kotchap,Germany,Southampton,37,English Premier League,6'3,190 ,192,87,Center Back (CB),Right,5,2,1,31,20,72,66,24,39,22,22,64,60,77,86,60,59,63,40,77,65,86,20,65,77,29,46,33,57,69,77,72,12,14,5,8,13,50,48,48,48,48,48,52,54,58,54,66,70,66,70,75,70,19,43,213,41,207,69,345,58,288,51,307,73,218,10,52,358,1580
Adam Armstrong,England,Southampton,9,English Premier League,5'8,172 ,152,69,Striker (ST),Right,4,3,1,62,75,66,70,68,73,69,63,58,72,88,80,87,76,90,77,85,73,61,76,79,41,75,67,70,72,36,23,25,10,13,13,12,7,76,74,74,74,74,74,75,74,68,74,59,57,59,56,51,56,20,68,341,67,335,84,421,74,372,67,404,28,84,11,55,404,1931
Moussa Djenepo,Mali,Southampton,19,English Premier League,5'10,177 ,143,65,Right Midfielder (RM),Right,3,3,1,69,67,57,67,57,83,65,59,59,73,81,78,89,69,82,62,86,69,62,68,64,33,72,71,60,64,32,37,31,12,9,9,14,10,71,74,72,72,72,74,74,75,68,75,59,56,59,56,50,56,19,63,317,68,339,80,399,69,347,61,364,33,100,11,54,392,1876
Ainsley Maitland-Niles,England,Southampton,3,English Premier League,5'10,177 ,157,71,Right Wing Back (RWB),Right,3,4,2,69,58,50,74,44,73,64,50,68,75,79,77,79,73,71,69,66,78,69,66,69,70,70,70,69,73,71,75,72,15,9,7,10,13,69,72,71,71,71,72,74,74,74,74,75,74,75,74,72,74,20,59,295,66,330,76,379,70,348,70,421,73,218,11,54,425,1944
