Player Name,Nationality,Team,Kit Number,League,Height(inches),Height(cm),Weight(lbs),Weight(kg),Best Position,Best Foot,Weak Foot,Skill moves,International Reputation,Crossing,Finishing,Heading Accuracy,Short Passing,Volleys,Dribbling,Curve,FreeKick Accuracy,Long Passing,Ball Control,Acceleration,Sprint Speed,Agility,Reactions,Balance,Shot Power,Jumping,Stamina,Strength,Long Shots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Marking,Standing Tackle,Sliding Tackle,GK Diving,GK Handling,GK Kicking,GK Positioning,GK Reflexes,Striker (ST),Left Wing (LW),Left Forward (LF),Center Forward (CF),Right Forward (RF),Right Wing (RW),Center Attacking Midfielder (CAM),Left Midfielder (LM),Center Midfielder (CM),Right Midfielder (RM),Left Wing Back (LWB),Center Defensive Midfielder (CDM),Right Wing Back (RWB),Left Back (LB),Center Back (CB),Right Back (RB),Goalkeeper (GK),Attacking Average,Attacking Total,Skill Average,Skill Total,Movement Average,Movement Total,Power Average,Power Total,Mentality Average,Mentality Total,Defending Average,Defending Total,Goalkeeping Average,Goalkeeping Total,Base stats,Total Stats
Jed Wallace,England,West Bromwich Albion,17,English League Championship,5'10,178 ,154,70,Center Attacking Midfielder (CAM),Right,4,4,1,74,73,49,74,61,76,68,73,70,75,78,76,80,74,74,70,68,87,61,72,58,40,73,77,71,65,45,49,43,12,14,14,11,6,72,75,74,74,74,75,75,75,74,75,66,63,66,63,55,63,20,66,331,72,362,76,382,72,358,64,384,46,137,11,57,410,1943
Okay Yokuşlu,Turkey,West Bromwich Albion,35,English League Championship,6'3,191 ,174,79,Center Defensive Midfielder (CDM),Right,3,3,1,67,65,78,73,70,70,72,60,72,74,58,60,61,70,59,79,68,81,83,75,80,74,68,70,60,71,71,72,70,12,16,10,13,7,73,68,70,70,70,68,72,71,74,71,73,76,73,73,76,73,20,71,353,70,348,62,308,77,386,71,423,71,213,12,58,423,2013
Karlan Grant,England,West Bromwich Albion,18,English League Championship,6'0,182 ,154,70,Striker (ST),Right,3,3,1,66,74,62,66,65,73,63,63,43,72,85,87,73,71,63,75,72,76,71,72,35,29,74,67,75,63,40,23,24,11,10,13,15,14,75,73,73,73,73,73,73,73,64,73,58,51,58,55,47,55,21,67,333,63,314,76,379,73,366,57,343,29,87,13,63,391,1822
Darnell Furlong,England,West Bromwich Albion,2,English League Championship,6'0,183 ,165,75,Right Wing Back (RWB),Right,3,3,1,69,35,72,61,30,68,48,36,57,72,72,76,71,68,68,36,81,79,67,30,71,68,63,60,49,63,69,69,70,14,13,11,9,8,59,63,61,61,61,63,64,68,65,68,72,69,72,72,71,72,19,53,267,56,281,71,355,59,293,62,374,69,208,11,55,380,1778
Martin Kelly,England,West Bromwich Albion,16,English League Championship,6'3,191 ,170,77,Center Back (CB),Right,3,2,2,66,38,75,67,39,58,60,35,64,67,38,36,53,71,49,61,70,33,77,38,71,72,42,39,58,72,74,74,72,7,11,8,7,8,57,53,53,53,53,53,56,56,60,56,65,69,65,66,72,66,17,57,285,57,284,49,247,56,279,59,354,73,220,8,41,339,1638
Daryl Dike,United States,West Bromwich Albion,12,English League Championship,6'2,188 ,221,100,Striker (ST),Right,4,2,1,30,71,75,62,47,64,33,40,39,66,62,73,53,67,46,86,72,66,96,64,57,15,66,50,65,52,15,15,10,11,9,15,11,13,73,61,66,66,66,61,64,62,57,62,44,44,44,42,43,42,19,57,285,48,242,60,301,77,384,51,305,13,40,12,59,349,1560
Dara O’Shea,Republic of Ireland,West Bromwich Albion,4,English League Championship,6'2,188 ,163,74,Center Back (CB),Right,3,2,1,57,30,73,65,30,49,37,28,56,59,59,63,55,68,61,48,77,70,76,22,71,72,34,42,45,59,71,74,70,13,8,7,7,10,53,51,50,50,50,51,53,56,58,56,68,69,68,69,73,69,18,51,255,46,229,61,306,59,293,54,323,72,215,9,45,349,1607
Semi Ajayi,Nigeria,West Bromwich Albion,6,English League Championship,6'4,193 ,183,83,Center Back (CB),Right,2,2,1,34,42,77,58,24,64,27,36,55,64,69,81,56,69,35,61,81,79,81,59,75,68,52,43,32,68,70,70,69,7,11,9,6,14,63,58,59,59,59,58,60,61,62,61,67,68,67,69,72,69,18,47,235,49,246,62,310,72,361,56,338,70,209,9,47,382,1670
Conor Townsend,England,West Bromwich Albion,3,English League Championship,6'0,183 ,161,73,Left Wing Back (LWB),Left,3,3,1,70,43,57,66,41,66,68,61,57,67,66,71,69,68,73,47,70,81,69,46,56,67,60,61,52,61,68,71,67,8,10,8,4,8,60,63,61,61,61,63,64,67,66,67,71,69,71,71,68,71,16,55,277,64,319,69,347,63,313,60,357,69,206,8,38,383,1794
Kyle Bartley,England,West Bromwich Albion,5,English League Championship,6'4,194 ,207,94,Center Back (CB),Right,3,2,1,39,26,71,64,23,44,33,34,53,57,52,53,34,67,38,43,59,70,89,20,80,71,35,38,40,66,73,71,67,6,10,14,10,7,50,46,47,47,47,46,49,52,56,52,64,68,64,66,71,66,17,45,223,44,221,49,244,56,281,55,330,70,211,9,47,332,1489
Grady Diangana,England,West Bromwich Albion,11,English League Championship,5'11,180 ,161,73,Center Attacking Midfielder (CAM),Left,3,4,1,67,62,37,66,48,74,53,49,53,72,87,79,78,67,79,55,52,66,56,63,48,27,64,67,50,60,26,26,23,9,13,11,5,7,65,70,68,68,68,70,71,71,64,71,55,50,55,51,41,51,17,56,280,60,301,78,390,58,292,53,316,25,75,9,45,363,1639
Erik Pieters,Netherlands,West Bromwich Albion,15,English League Championship,6'0,183 ,192,87,Center Back (CB),Left,3,3,2,74,34,72,72,34,70,70,56,64,71,58,48,60,72,62,50,74,50,77,36,84,73,64,64,57,67,75,75,73,16,15,8,12,10,60,62,61,61,61,62,65,66,68,66,71,71,71,71,71,71,21,57,286,66,331,60,300,57,287,68,409,74,223,12,61,377,1824
Matt Phillips,Scotland,West Bromwich Albion,10,English League Championship,6'0,183 ,165,75,Right Wing (RW),Right,4,4,1,75,67,54,66,58,72,74,50,65,70,74,74,74,68,67,75,54,65,76,70,54,32,68,69,61,67,49,45,34,14,16,16,10,10,70,70,69,69,69,70,70,70,67,70,60,58,60,57,53,57,21,64,320,66,331,71,357,68,340,59,351,43,128,13,66,393,1819
Adam Reach,England,West Bromwich Albion,20,English League Championship,6'1,185 ,161,73,Left Wing Back (LWB),Left,4,3,1,70,62,57,69,67,70,66,51,67,71,69,77,73,69,71,74,77,81,74,72,39,57,65,69,55,69,66,64,62,8,11,8,16,6,69,69,69,69,69,69,70,70,70,70,70,68,70,69,65,69,19,65,325,65,325,72,359,76,378,59,354,64,192,10,49,409,1910
Jake Livermore,England,West Bromwich Albion,8,English League Championship,5'11,180 ,163,74,Center Defensive Midfielder (CDM),Right,2,3,1,65,56,66,69,60,65,68,58,68,71,59,52,62,68,68,70,68,75,75,63,84,67,58,61,57,72,69,71,65,9,15,8,10,9,66,63,64,64,64,63,66,66,69,66,69,71,69,69,71,69,19,63,316,66,330,62,309,70,351,67,399,68,205,10,51,394,1884
David Button,England,West Bromwich Albion,1,English League Championship,6'3,191 ,192,87,Goalkeeper (GK),Right,3,1,1,13,12,19,46,11,23,12,15,33,33,55,52,50,64,45,49,58,35,40,13,12,24,12,41,11,61,7,17,11,70,67,65,65,68,32,32,33,33,33,32,37,36,36,36,32,32,32,31,26,31,68,20,101,23,116,53,266,39,195,27,161,12,35,67,335,389,1148
Kenneth Zohore,Denmark,West Bromwich Albion,9,English League Championship,6'4,194 ,212,96,Striker (ST),Left,3,3,1,38,68,68,57,67,67,49,58,38,68,54,69,51,65,33,76,34,32,88,61,71,37,68,48,71,66,17,18,11,7,7,6,5,11,68,61,64,64,64,61,63,60,55,60,43,45,43,41,45,41,16,60,298,56,280,54,272,58,291,60,361,15,46,7,36,336,1514
Jayson Molumby,Republic of Ireland,West Bromwich Albion,14,English League Championship,5'9,176 ,150,68,Center Midfielder (CM),Right,3,2,1,49,48,48,73,45,66,46,42,71,70,65,63,67,69,65,54,44,72,56,51,74,65,58,62,57,64,59,65,58,8,7,10,12,9,60,62,62,62,62,62,67,66,69,66,66,69,66,65,64,65,18,53,263,59,295,66,329,55,277,63,380,61,182,9,46,369,1708
Alex Palmer,England,West Bromwich Albion,24,English League Championship,6'3,191 ,187,85,Goalkeeper (GK),Right,3,1,1,14,14,12,30,16,21,15,17,22,25,26,37,34,53,34,49,42,27,63,14,20,10,10,37,27,31,10,12,14,68,66,65,65,67,28,25,26,26,26,25,29,28,28,28,24,26,24,23,24,23,67,17,86,20,100,37,184,39,195,23,135,12,36,66,331,361,1044
Taylor Gardner-Hickman,England,West Bromwich Albion,29,English League Championship,5'10,178 ,159,72,Right Wing Back (RWB),Right,3,2,1,63,55,52,65,48,69,61,53,61,64,72,78,61,62,68,58,62,67,55,55,59,62,62,61,60,58,59,67,65,11,15,13,5,12,63,64,63,63,63,64,66,67,65,67,67,65,67,67,63,67,19,57,283,62,308,68,341,59,297,60,362,64,191,11,56,380,1816
Kean Bryan,England,West Bromwich Albion,23,English League Championship,6'1,185 ,159,72,Center Back (CB),Left,2,2,1,49,48,57,61,38,58,50,39,62,63,61,59,65,60,67,68,72,61,74,44,71,58,48,60,45,51,71,67,70,10,9,8,13,7,59,56,57,57,57,56,60,60,61,60,63,66,63,64,68,64,17,51,253,54,272,62,312,64,319,56,333,69,208,9,47,364,1693
Brandon Thomas-Asante,England,West Bromwich Albion,21,English League Championship,5'11,180 ,183,83,Striker (ST),Right,4,3,1,55,63,56,59,54,64,55,49,49,62,91,91,84,59,85,62,78,70,73,58,64,26,62,54,56,60,31,27,23,11,9,6,15,5,66,65,64,64,64,65,64,66,57,66,53,49,53,51,47,51,17,57,287,56,279,82,410,68,341,54,322,27,81,9,46,375,1706
Reyes Cleary,England,West Bromwich Albion,28,English League Championship,6'1,185 ,163,74,Striker (ST),Right,3,2,1,37,62,57,58,53,57,56,54,42,59,73,75,65,62,69,65,61,67,71,59,35,28,59,52,64,57,25,27,21,7,6,9,9,10,64,59,60,60,60,59,61,60,55,60,48,46,48,46,43,46,16,53,267,54,268,69,344,65,323,49,295,24,73,8,41,336,1554
Ethan Ingram,England,West Bromwich Albion,34,English League Championship,5'11,180 ,154,70,Right Wing Back (RWB),Right,3,2,1,51,30,48,52,33,55,48,33,40,51,77,74,64,46,71,38,60,63,46,27,46,49,50,39,26,42,49,58,52,11,9,9,14,10,48,51,49,49,49,51,51,54,50,54,57,52,57,57,53,57,17,43,214,45,227,66,332,47,234,42,252,53,159,11,53,310,1429
Rico Richards,England,West Bromwich Albion,32,English League Championship,5'10,178 ,150,68,Center Attacking Midfielder (CAM),Left,3,2,1,53,48,37,53,41,60,47,41,43,59,72,64,62,48,72,53,51,54,45,49,33,16,46,55,51,48,22,29,33,10,8,8,8,9,53,56,54,54,54,56,57,57,51,57,46,41,46,44,36,44,15,46,232,50,250,64,318,50,252,42,249,28,84,9,43,298,1380
Zac Ashworth,England,West Bromwich Albion,26,English League Championship,6'0,183 ,165,75,Left Wing Back (LWB),Left,3,2,1,49,40,42,50,38,51,51,37,44,52,67,66,60,49,68,53,63,60,51,40,50,54,53,50,36,41,53,55,53,12,5,9,15,9,51,52,51,51,51,52,53,54,52,54,56,54,56,56,54,56,16,44,219,47,235,62,310,53,267,47,284,54,161,10,50,316,1485
Saul Shotton,England,West Bromwich Albion,33,English League Championship,6'0,184 ,165,75,Center Back (CB),Right,3,2,1,20,15,50,46,26,20,22,23,47,42,53,53,38,54,58,38,75,52,67,21,44,52,29,30,34,47,51,55,54,11,14,12,11,7,39,34,35,35,35,34,38,38,43,38,48,51,48,51,55,51,18,31,157,31,154,51,256,51,253,39,236,53,160,11,55,256,1224
Ted Cann,England,West Bromwich Albion,30,English League Championship,6'2,188 ,170,77,Goalkeeper (GK),Left,3,1,1,14,6,11,28,8,14,13,14,33,19,38,36,34,46,26,39,35,20,60,7,18,8,4,26,14,38,9,14,12,50,53,52,46,58,23,21,21,21,21,21,24,24,25,24,22,24,22,22,22,22,53,13,67,19,93,36,180,32,161,18,108,12,35,52,259,296,865
Silvan Hefti,Switzerland,Genoa,36,Italian Serie B,6'0,183 ,176,80,Right Back (RB),Right,3,2,1,69,38,66,68,53,61,56,43,64,69,75,79,73,69,67,70,88,91,78,52,72,68,52,59,47,65,69,71,73,11,12,12,6,8,63,63,61,61,61,63,64,68,67,68,74,72,74,74,73,74,18,59,294,59,293,73,363,76,379,61,363,71,213,10,49,407,1889
Mattia Aramu,Italy,Genoa,10,Italian Serie B,5'11,180 ,152,69,Center Attacking Midfielder (CAM),Left,3,3,1,66,57,53,78,65,76,70,73,70,79,69,80,81,70,79,70,56,74,59,68,50,48,74,72,60,70,56,52,48,8,6,12,7,15,70,73,72,72,72,73,75,75,73,75,67,65,67,64,58,64,18,64,319,74,368,76,379,65,327,62,374,52,156,10,48,401,1912
Massimo Coda,Italy,Genoa,9,Italian Serie B,6'0,184 ,161,73,Striker (ST),Right,4,3,1,48,79,75,65,63,71,71,66,42,75,66,55,59,73,66,77,61,58,73,70,51,26,79,60,63,75,18,17,16,15,10,7,11,16,74,68,72,72,72,68,70,68,62,68,48,47,48,45,44,45,21,66,330,65,325,64,319,68,339,59,354,17,51,12,59,353,1702
Albert Guðmundsson,Iceland,Genoa,11,Italian Serie B,5'10,178 ,172,78,Center Attacking Midfielder (CAM),Right,4,3,1,62,66,49,68,61,79,69,61,61,76,81,85,80,66,77,68,60,74,70,60,55,29,63,70,70,75,25,39,43,5,10,7,6,6,70,72,71,71,71,72,73,73,67,73,60,56,60,57,49,57,15,61,306,69,346,78,389,66,332,60,362,36,107,7,34,393,1819
Kevin Strootman,Netherlands,Genoa,8,Italian Serie B,6'1,186 ,172,78,Center Midfielder (CM),Left,3,2,3,68,62,68,76,60,67,71,69,71,78,42,49,57,67,66,77,49,75,76,75,80,75,69,70,72,74,69,75,64,7,12,11,6,7,71,66,68,68,68,66,72,70,73,70,72,73,72,71,73,71,18,67,334,71,356,56,281,70,352,73,440,69,208,9,43,402,1936
Milan Badelj,Croatia,Genoa,47,Italian Serie B,6'1,186 ,176,80,Center Defensive Midfielder (CDM),Right,4,3,2,69,54,66,75,66,70,64,58,74,75,51,50,63,66,62,72,55,82,71,74,74,71,62,72,68,68,71,70,66,8,9,14,15,6,67,66,66,66,66,66,71,70,73,70,71,73,71,70,71,70,18,66,330,68,341,58,292,71,354,69,415,69,207,10,52,399,1918
Morten Frendrup,Denmark,Genoa,32,Italian Serie B,5'10,178 ,154,70,Center Defensive Midfielder (CDM),Right,2,2,1,46,53,57,73,35,70,54,40,71,71,80,79,73,68,75,54,77,81,70,54,80,65,64,68,39,68,69,71,67,10,12,10,12,5,65,66,67,67,67,66,70,70,71,70,70,73,70,70,71,70,18,53,264,61,306,75,375,67,336,64,384,69,207,10,49,408,1879
Stefan Ilsanker,Austria,Genoa,31,Italian Serie B,6'2,189 ,187,85,Center Back (CB),Right,3,2,2,39,45,74,57,44,49,41,39,53,54,41,68,34,69,34,71,57,77,83,60,88,71,52,52,37,63,71,72,75,17,16,15,18,17,60,52,55,55,55,52,55,55,60,55,65,69,65,67,72,67,25,52,259,47,236,49,246,70,348,61,363,73,218,17,83,362,1679
Caleb Ekuban,Ghana,Genoa,18,Italian Serie B,6'0,182 ,176,80,Striker (ST),Right,3,3,1,67,68,70,66,68,72,72,50,60,71,84,89,74,68,63,72,90,88,86,67,71,29,70,67,63,68,22,22,19,8,13,9,11,6,72,71,71,71,71,71,72,72,66,72,57,54,57,54,49,54,18,68,339,65,325,76,378,81,403,61,368,21,63,9,47,403,1855
Pablo Galdames,Chile,Genoa,99,Italian Serie B,5'9,175 ,150,68,Center Midfielder (CM),Right,3,3,1,56,54,55,76,51,71,79,69,74,75,80,80,82,66,81,74,71,85,62,65,67,62,58,71,49,61,57,68,57,9,6,10,14,12,67,69,69,69,69,69,72,72,73,72,70,71,70,69,66,69,18,58,292,74,368,78,389,71,357,61,368,61,182,10,51,414,1943
Josep Martínez Riera,Spain,Genoa,22,Italian Serie B,6'3,191 ,172,78,Goalkeeper (GK),Right,3,1,1,12,6,11,27,6,8,11,12,24,11,24,30,32,60,22,49,37,42,58,7,24,11,11,52,18,42,15,13,15,72,69,65,69,72,24,20,22,22,22,20,26,25,28,25,24,27,24,24,24,24,71,12,62,13,66,34,168,39,193,26,158,14,43,69,347,373,1003
Abdoulaye Touré,France,Genoa,94,Italian Serie B,6'2,188 ,185,84,Center Defensive Midfielder (CDM),Right,3,2,1,48,41,52,64,42,60,49,54,70,70,40,39,30,54,34,76,32,76,88,78,75,77,32,58,61,53,76,77,74,8,15,9,9,7,56,53,55,55,55,53,59,57,66,57,67,73,67,67,73,67,17,49,247,61,303,39,197,70,350,59,356,76,227,10,48,366,1663
Stefano Sturaro,Italy,Genoa,27,Italian Serie B,5'11,181 ,176,80,Center Defensive Midfielder (CDM),Right,3,3,2,64,55,68,74,71,69,64,64,69,72,66,65,67,68,62,78,68,67,73,74,86,74,73,68,68,73,68,76,75,15,10,5,14,11,70,68,69,69,69,68,71,70,71,70,71,71,71,71,71,71,20,66,332,68,338,66,328,72,360,74,442,73,219,11,55,416,2001
Nikola Maksimović,Serbia,Genoa,52,Italian Serie B,6'4,193 ,192,87,Center Back (CB),Right,3,2,2,45,22,73,53,28,49,29,23,53,61,48,54,45,67,34,39,63,66,82,29,78,74,29,31,26,70,74,72,69,12,9,5,11,15,49,46,45,45,45,46,48,51,54,51,64,67,64,66,71,66,19,44,221,43,215,50,248,56,279,51,308,72,215,10,52,325,1468
