Player Name,Nationality,Team,Kit Number,League,Height(inches),Height(cm),Weight(lbs),Weight(kg),Best Position,Best Foot,Weak Foot,Skill moves,International Reputation,Crossing,Finishing,Heading Accuracy,Short Passing,Volleys,Dribbling,Curve,FreeKick Accuracy,Long Passing,Ball Control,Acceleration,Sprint Speed,Agility,Reactions,Balance,Shot Power,Jumping,Stamina,Strength,Long Shots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Marking,Standing Tackle,Sliding Tackle,GK Diving,GK Handling,GK Kicking,GK Positioning,GK Reflexes,Striker (ST),Left Wing (LW),Left Forward (LF),Center Forward (CF),Right Forward (RF),Right Wing (RW),Center Attacking Midfielder (CAM),Left Midfielder (LM),Center Midfielder (CM),Right Midfielder (RM),Left Wing Back (LWB),Center Defensive Midfielder (CDM),Right Wing Back (RWB),Left Back (LB),Center Back (CB),Right Back (RB),Goalkeeper (GK),Attacking Average,Attacking Total,Skill Average,Skill Total,Movement Average,Movement Total,Power Average,Power Total,Mentality Average,Mentality Total,Defending Average,Defending Total,Goalkeeping Average,Goalkeeping Total,Base stats,Total Stats
Maximiliano González,Argentina,Club Atlético Lanús,19,Argentina Primera División,5'10,178 ,161,73,Center Defensive Midfielder (CDM),Right,3,2,1,41,53,52,65,31,59,40,36,66,63,61,57,59,57,66,46,56,70,72,50,64,62,52,58,44,49,63,65,66,8,14,11,5,8,57,57,57,57,57,57,61,60,63,60,63,66,63,63,65,63,16,48,242,53,264,60,300,59,294,55,329,65,194,9,46,356,1618
Iván Cazal,Paraguay,Club Atlético Lanús,30,Argentina Primera División,5'9,175 ,159,72,Right Midfielder (RM),Right,3,3,1,66,59,37,65,38,67,45,39,59,62,71,71,58,63,62,53,43,62,59,32,32,19,60,63,50,64,29,30,28,5,10,11,10,6,60,63,61,61,61,63,64,66,60,66,52,48,52,49,40,49,16,53,265,54,272,65,325,50,249,48,288,29,87,8,42,330,1464
Mateo Sanabria,Argentina,Club Atlético Lanús,23,Argentina Primera División,5'10,178 ,159,72,Right Midfielder (RM),Right,3,3,1,62,59,24,59,44,70,47,38,58,68,67,67,65,53,63,53,34,69,51,50,32,23,54,62,46,57,25,29,31,7,13,6,14,6,57,62,60,60,60,62,64,65,59,65,52,47,52,48,37,48,17,50,248,56,281,63,315,51,257,46,274,28,85,9,46,323,1449
Franco Ortellado,Argentina,Club Atlético Lanús,36,Argentina Primera División,6'2,188 ,183,83,Center Back (CB),Left,3,2,1,31,27,63,42,22,36,33,35,38,51,61,59,57,58,60,44,61,55,83,23,67,63,24,29,40,62,65,65,63,7,14,12,14,6,46,41,40,40,40,41,42,44,45,44,56,58,56,59,66,59,18,37,185,39,193,59,295,53,266,48,285,64,193,11,53,308,1408
Matías Vera,Argentina,Club Atlético Lanús,40,Argentina Primera División,5'9,174 ,141,64,Right Wing Back (RWB),Right,3,2,1,57,37,52,62,41,67,47,33,47,65,75,78,73,57,73,55,72,79,61,38,65,61,55,49,47,61,53,59,61,5,9,10,7,5,57,60,58,58,58,60,60,63,60,63,66,62,66,65,62,65,14,50,249,52,259,71,356,61,305,56,338,58,173,7,36,364,1648
Brian Blando,Argentina,Club Atlético Lanús,27,Argentina Primera División,5'10,177 ,170,77,Striker (ST),Right,2,2,1,41,68,63,57,60,60,50,45,34,60,65,74,50,55,68,68,63,67,65,67,31,12,66,45,68,50,16,13,14,6,10,7,12,6,64,59,61,61,61,59,60,60,52,60,43,39,43,41,36,41,16,58,289,50,249,62,312,66,330,45,272,14,43,8,41,321,1486
Lucas Varaldo,Argentina,Club Atlético Lanús,28,Argentina Primera División,5'9,176 ,152,69,Striker (ST),Right,3,2,1,34,66,66,53,64,57,46,41,39,62,64,64,62,53,74,73,70,62,70,59,49,23,63,54,67,56,19,22,14,10,9,13,11,5,65,57,60,60,60,57,60,58,53,58,43,43,43,41,41,41,16,57,283,49,245,63,317,67,334,52,312,18,55,10,48,325,1538
Brian Aguilar,Argentina,Club Atlético Lanús,29,Argentina Primera División,5'10,179 ,168,76,Center Back (CB),Right,3,2,1,47,33,63,51,26,42,31,27,46,46,55,54,48,60,69,32,65,53,70,28,57,62,46,38,39,48,64,64,64,8,7,9,6,8,48,46,45,45,45,46,47,49,50,49,58,58,58,60,64,60,15,44,220,38,192,57,286,50,248,48,290,64,192,8,38,304,1418
Valentin Eysseric,France,Kasimpaşa SK,13,Turkish Süper Lig,5'11,181 ,161,73,Center Attacking Midfielder (CAM),Right,4,3,2,76,66,52,76,68,75,79,79,76,77,67,64,76,69,70,74,54,70,63,76,66,59,73,76,71,70,50,49,29,9,13,10,11,8,71,73,72,72,72,73,73,73,73,73,65,66,65,61,57,61,19,68,338,77,386,69,346,67,337,69,415,43,128,10,51,401,1931
Stéphane Bahoken,Cameroon,Kasimpaşa SK,19,Turkish Süper Lig,6'1,185 ,194,88,Striker (ST),Right,3,3,2,61,73,73,66,59,71,47,53,48,72,72,73,71,69,70,76,70,67,81,71,54,23,76,55,61,74,12,23,15,6,14,15,10,16,73,70,71,71,71,70,70,70,62,70,51,48,51,48,44,48,20,66,332,58,291,71,355,73,365,57,343,17,50,12,61,371,1723
