Player Name,Nationality,Team,Kit Number,League,Height(inches),Height(cm),Weight(lbs),Weight(kg),Best Position,Best Foot,Weak Foot,Skill moves,International Reputation,Crossing,Finishing,Heading Accuracy,Short Passing,Volleys,Dribbling,Curve,FreeKick Accuracy,Long Passing,Ball Control,Acceleration,Sprint Speed,Agility,Reactions,Balance,Shot Power,Jumping,Stamina,Strength,Long Shots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Marking,Standing Tackle,Sliding Tackle,GK Diving,GK Handling,GK Kicking,GK Positioning,GK Reflexes,Striker (ST),Left Wing (LW),Left Forward (LF),Center Forward (CF),Right Forward (RF),Right Wing (RW),Center Attacking Midfielder (CAM),Left Midfielder (LM),Center Midfielder (CM),Right Midfielder (RM),Left Wing Back (LWB),Center Defensive Midfielder (CDM),Right Wing Back (RWB),Left Back (LB),Center Back (CB),Right Back (RB),Goalkeeper (GK),Attacking Average,Attacking Total,Skill Average,Skill Total,Movement Average,Movement Total,Power Average,Power Total,Mentality Average,Mentality Total,Defending Average,Defending Total,Goalkeeping Average,Goalkeeping Total,Base stats,Total Stats
Deyovaisio Zeefuik,Netherlands,Hertha BSC,36,German 1. Bundesliga,5'10,177 ,168,76,Right Back (RB),Right,3,2,1,72,33,60,62,38,70,48,39,57,65,78,86,74,65,75,65,90,79,77,29,85,72,56,57,46,62,65,74,73,6,5,6,10,10,60,63,60,60,60,63,62,67,64,67,73,70,73,73,73,73,16,53,265,56,279,76,378,68,340,63,378,71,212,7,37,401,1827
Maximilian Mittelstädt,Germany,Hertha BSC,17,German 1. Bundesliga,5'11,180 ,157,71,Left Back (LB),Left,3,3,1,74,56,66,70,43,74,73,44,69,73,79,75,77,70,78,73,82,74,63,69,64,75,64,60,42,65,68,74,67,13,10,7,13,13,69,70,69,69,69,70,71,72,71,72,74,72,74,74,72,74,20,62,309,67,333,76,379,72,361,62,370,70,209,11,56,418,1941
Peter Pekarík,Slovakia,Hertha BSC,2,German 1. Bundesliga,5'10,177 ,161,73,Right Back (RB),Right,3,2,2,72,35,44,70,35,73,67,39,61,74,64,68,73,72,77,56,62,69,62,30,67,70,57,49,49,73,75,75,78,12,12,15,9,10,58,63,61,61,61,63,64,68,66,68,73,72,73,73,71,73,20,51,256,63,314,71,354,56,279,61,365,76,228,12,58,378,1781
Ivan Šunjić,Croatia,Hertha BSC,34,German 1. Bundesliga,6'0,184 ,165,75,Center Back (CB),Right,3,2,1,51,55,66,65,43,61,31,41,63,66,70,62,72,69,57,67,57,87,69,66,87,68,56,54,43,62,68,73,74,9,9,13,11,11,64,61,62,62,62,61,64,64,67,64,70,71,70,71,72,71,19,56,280,52,262,66,330,69,346,62,370,72,215,11,53,392,1816
Rune Almenning Jarstein,Norway,Hertha BSC,22,German 1. Bundesliga,6'4,192 ,194,88,Goalkeeper (GK),Right,4,1,2,18,13,16,29,16,17,10,14,31,25,38,35,34,68,45,50,59,25,70,18,34,19,13,49,13,45,12,11,13,72,70,67,75,71,31,27,29,29,29,27,32,30,32,30,27,30,27,26,29,26,72,18,92,19,97,44,220,44,222,29,173,12,36,71,355,392,1150
Márton Dárdai,Germany,Hertha BSC,31,German 1. Bundesliga,6'2,188 ,170,77,Center Back (CB),Left,4,2,1,60,25,69,68,35,60,44,31,76,64,66,65,64,67,65,52,72,68,74,22,60,75,31,68,36,68,70,74,72,15,11,11,8,14,53,55,54,54,54,55,60,62,66,62,70,72,70,71,73,71,20,51,257,55,275,65,327,58,288,56,338,72,216,12,59,366,1692
Agustín Rogel,Uruguay,Hertha BSC,3,German 1. Bundesliga,6'3,190 ,185,84,Center Back (CB),Right,2,2,1,30,29,72,67,40,54,31,30,50,64,43,49,36,64,42,47,82,69,82,28,76,71,31,42,37,59,70,72,66,12,6,13,8,5,52,47,49,49,49,47,52,52,58,52,63,68,63,64,73,64,16,48,238,46,229,47,234,62,308,53,316,69,208,9,44,331,1518
Myziane Maolida,France,Hertha BSC,11,German 1. Bundesliga,5'11,181 ,172,78,Center Attacking Midfielder (CAM),Right,3,3,1,56,67,61,69,62,77,66,41,57,75,79,75,79,69,75,69,65,63,64,65,39,24,71,65,61,68,21,17,21,9,10,7,13,8,71,71,71,71,71,71,73,72,65,72,52,49,52,49,42,49,18,63,315,63,316,75,377,65,326,55,328,20,59,9,47,365,1700
Davie Selke,Germany,Hertha BSC,7,German 1. Bundesliga,6'5,195 ,185,84,Striker (ST),Right,3,3,1,40,71,77,63,74,69,65,40,44,65,69,75,65,71,61,75,71,66,77,65,84,29,73,57,69,64,33,39,20,12,11,7,11,14,72,65,68,68,68,65,67,66,61,66,52,53,52,51,53,51,20,65,325,57,283,68,341,71,354,63,376,31,92,11,55,375,1764
Filip Uremović,Croatia,Hertha BSC,5,German 1. Bundesliga,6'0,184 ,172,78,Center Back (CB),Right,3,2,1,28,24,67,67,31,43,33,28,53,60,59,58,53,68,60,45,81,55,76,26,74,68,29,33,44,59,69,72,75,13,7,9,14,14,50,46,47,47,47,46,50,50,55,50,62,67,62,65,72,65,20,43,217,43,217,60,298,57,283,51,307,72,216,11,57,328,1536
Dong Jun Lee,South Korea,Hertha BSC,30,German 1. Bundesliga,5'8,173 ,141,64,Left Midfielder (LM),Left,5,4,1,59,63,54,61,56,81,48,42,45,71,87,78,85,67,83,64,62,67,55,58,65,40,71,57,57,65,42,44,36,12,8,7,15,10,69,70,69,69,69,70,69,70,63,70,60,55,60,57,52,57,19,59,293,57,287,80,400,61,306,59,355,41,122,10,52,380,1750
Jessic Ngankam,Germany,Hertha BSC,24,German 1. Bundesliga,5'11,180 ,185,84,Striker (ST),Right,4,2,1,69,71,62,65,53,74,48,41,50,66,75,74,68,67,67,69,69,65,74,66,67,12,68,53,67,71,17,36,19,12,8,6,13,11,71,69,68,68,68,69,68,69,61,69,52,48,52,49,45,49,19,64,320,56,279,70,351,69,343,56,338,24,72,10,50,367,1682
