Player Name,Nationality,Team,Kit Number,League,Height(inches),Height(cm),Weight(lbs),Weight(kg),Best Position,Best Foot,Weak Foot,Skill moves,International Reputation,Crossing,Finishing,Heading Accuracy,Short Passing,Volleys,Dribbling,Curve,FreeKick Accuracy,Long Passing,Ball Control,Acceleration,Sprint Speed,Agility,Reactions,Balance,Shot Power,Jumping,Stamina,Strength,Long Shots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Marking,Standing Tackle,Sliding Tackle,GK Diving,GK Handling,GK Kicking,GK Positioning,GK Reflexes,Striker (ST),Left Wing (LW),Left Forward (LF),Center Forward (CF),Right Forward (RF),Right Wing (RW),Center Attacking Midfielder (CAM),Left Midfielder (LM),Center Midfielder (CM),Right Midfielder (RM),Left Wing Back (LWB),Center Defensive Midfielder (CDM),Right Wing Back (RWB),Left Back (LB),Center Back (CB),Right Back (RB),Goalkeeper (GK),Attacking Average,Attacking Total,Skill Average,Skill Total,Movement Average,Movement Total,Power Average,Power Total,Mentality Average,Mentality Total,Defending Average,Defending Total,Goalkeeping Average,Goalkeeping Total,Base stats,Total Stats
Nico Moos,Germany,SpVgg Bayreuth,4,German 3. Bundesliga,5'10,179 ,159,72,Right Back (RB),Right,3,2,1,39,21,53,51,22,22,26,29,35,56,64,62,71,48,70,32,54,66,59,26,41,49,17,28,33,46,51,63,59,13,6,10,14,11,40,39,37,37,37,39,41,43,44,43,55,53,55,57,56,57,17,37,186,34,168,63,315,47,237,36,214,58,173,11,54,281,1301
Tobias Stockinger,Germany,SpVgg Bayreuth,7,German 3. Bundesliga,5'9,176 ,146,66,Left Midfielder (LM),Left,3,2,1,51,44,51,59,38,51,46,49,54,59,66,64,58,50,55,48,55,61,60,49,51,42,52,48,48,49,38,41,44,9,10,11,12,9,54,54,53,53,53,54,56,57,55,57,53,52,53,52,50,52,16,49,243,52,259,59,293,55,273,48,290,41,123,10,51,318,1483
Jason Cummings,Australia,Central Coast Mariners,9,Australian A-League,5'10,178 ,139,63,Striker (ST),Left,3,3,1,41,69,65,63,59,64,66,55,45,66,70,72,69,69,72,69,68,71,65,65,60,45,72,66,64,69,21,40,32,15,7,11,10,12,69,65,67,67,67,65,68,66,63,66,54,54,54,53,51,53,19,59,297,59,296,70,352,68,338,63,376,31,93,11,55,364,1757
Danny Vukovic,Australia,Central Coast Mariners,20,Australian A-League,6'2,187 ,209,95,Goalkeeper (GK),Right,2,1,1,11,17,16,25,11,11,15,13,12,18,53,47,41,68,58,47,68,32,74,13,41,17,6,36,37,33,23,15,11,69,68,63,70,71,30,25,26,26,26,25,28,27,26,27,27,28,27,28,31,28,70,16,80,14,69,53,267,47,234,28,170,16,49,68,341,392,1168
Marco Túlio Oliveira Lemos,Brazil,Central Coast Mariners,98,Australian A-League,5'10,177 ,157,71,Center Attacking Midfielder (CAM),Right,4,3,1,63,55,55,70,60,72,70,58,59,71,78,76,83,64,79,64,62,64,63,57,48,25,60,64,57,68,39,30,32,6,10,13,15,13,65,67,66,66,66,67,69,69,64,69,56,53,56,53,47,53,19,61,303,66,330,76,380,62,310,54,322,34,101,11,57,367,1735
Kelechi John,Nigeria,Central Coast Mariners,17,Australian A-League,6'1,186 ,163,74,Center Back (CB),Right,3,2,1,32,29,57,54,29,42,30,29,31,60,64,62,55,52,57,44,90,67,72,29,56,62,29,31,43,56,63,72,70,10,5,13,8,6,48,45,45,45,45,45,46,48,49,48,60,60,60,62,67,62,14,40,201,38,192,58,290,60,302,46,277,68,205,8,42,320,1453
Josh Nisbet,Australia,Central Coast Mariners,4,Australian A-League,5'2,158 ,128,58,Center Midfielder (CM),Right,3,3,1,52,47,48,67,40,64,61,49,59,62,69,74,82,70,92,42,83,83,29,46,59,56,55,63,51,56,51,56,51,7,11,14,9,13,56,62,60,60,60,62,64,65,65,65,64,62,64,63,56,63,19,51,254,59,295,77,387,57,283,57,340,53,158,11,54,350,1715
Daniel Hall,Australia,Central Coast Mariners,23,Australian A-League,6'0,184 ,176,80,Center Back (CB),Right,3,2,1,33,19,60,58,26,45,30,19,44,56,68,62,51,62,64,35,77,76,70,18,52,64,25,43,37,64,64,65,64,9,9,14,7,15,45,45,44,44,44,45,48,51,53,51,61,62,61,63,65,63,18,39,196,39,194,61,307,55,276,48,285,64,193,11,54,318,1441
Béni Nkololo,France,Central Coast Mariners,11,Australian A-League,6'1,186 ,165,75,Left Midfielder (LM),Left,3,2,1,58,59,37,58,49,63,59,46,51,62,79,79,62,58,65,59,57,51,65,55,44,27,60,61,49,57,30,28,38,11,5,10,14,6,61,63,62,62,62,63,63,64,57,64,52,48,52,49,43,49,16,52,261,56,281,69,343,57,287,50,298,32,96,9,46,342,1555
Paul Ayongo,Ghana,Central Coast Mariners,90,Australian A-League,5'10,178 ,141,64,Striker (ST),Right,3,2,1,50,66,56,53,45,69,49,47,32,67,75,71,74,67,75,62,73,82,51,56,30,12,65,53,55,54,13,15,13,9,14,5,14,5,65,64,64,64,64,64,64,65,55,65,47,40,47,44,34,44,18,54,270,53,264,72,362,65,324,45,269,14,41,9,47,326,1523
