Player Name,Nationality,Team,Kit Number,League,Height(inches),Height(cm),Weight(lbs),Weight(kg),Best Position,Best Foot,Weak Foot,Skill moves,International Reputation,Crossing,Finishing,Heading Accuracy,Short Passing,Volleys,Dribbling,Curve,FreeKick Accuracy,Long Passing,Ball Control,Acceleration,Sprint Speed,Agility,Reactions,Balance,Shot Power,Jumping,Stamina,Strength,Long Shots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Marking,Standing Tackle,Sliding Tackle,GK Diving,GK Handling,GK Kicking,GK Positioning,GK Reflexes,Striker (ST),Left Wing (LW),Left Forward (LF),Center Forward (CF),Right Forward (RF),Right Wing (RW),Center Attacking Midfielder (CAM),Left Midfielder (LM),Center Midfielder (CM),Right Midfielder (RM),Left Wing Back (LWB),Center Defensive Midfielder (CDM),Right Wing Back (RWB),Left Back (LB),Center Back (CB),Right Back (RB),Goalkeeper (GK),Attacking Average,Attacking Total,Skill Average,Skill Total,Movement Average,Movement Total,Power Average,Power Total,Mentality Average,Mentality Total,Defending Average,Defending Total,Goalkeeping Average,Goalkeeping Total,Base stats,Total Stats
David Jason Remeseiro Salgueiro,Spain,Deportivo Alavés,10,Spanish Segunda División,5'10,178 ,143,65,Right Midfielder (RM),Right,4,3,1,72,71,62,73,70,73,70,69,67,72,71,70,68,75,67,75,70,63,62,69,63,54,73,71,68,69,43,50,40,9,9,11,11,14,73,72,72,72,72,72,73,73,71,73,64,63,64,62,58,62,20,70,348,70,351,70,351,68,339,66,398,44,133,11,54,396,1920
Antonio Moya Vega,Spain,Deportivo Alavés,6,Spanish Segunda División,6'1,185 ,172,78,Center Midfielder (CM),Right,3,3,1,44,72,45,74,38,74,44,47,73,76,49,59,62,70,63,52,71,57,51,65,58,69,67,69,51,60,59,72,59,9,13,9,6,11,66,67,68,68,68,67,72,68,73,68,65,70,65,64,65,64,18,55,273,63,314,61,303,59,296,62,374,63,190,10,48,374,1738
Antonio Sivera Salvá,Spain,Deportivo Alavés,1,Spanish Segunda División,6'1,185 ,174,79,Goalkeeper (GK),Right,3,1,1,22,15,14,32,16,14,26,12,34,26,58,55,61,67,53,53,69,42,62,12,25,24,16,48,24,53,13,17,12,72,65,70,68,75,33,31,31,31,31,31,34,35,34,35,32,33,32,32,30,32,72,20,99,22,112,59,294,48,238,32,190,14,42,70,350,407,1272
Mamadou Sylla,Senegal,Deportivo Alavés,7,Spanish Segunda División,6'0,184 ,185,84,Striker (ST),Right,4,3,1,57,71,70,69,65,70,65,51,50,69,75,75,73,66,67,72,80,74,73,69,59,36,71,69,62,68,21,42,37,9,16,9,8,11,71,69,70,70,70,69,71,70,66,70,57,55,57,56,52,56,19,66,332,61,305,71,356,74,368,61,365,33,100,11,53,386,1811
Nikola Maraš,Serbia,Deportivo Alavés,19,Spanish Segunda División,6'2,189 ,174,79,Center Back (CB),Right,2,2,1,31,38,74,72,28,49,24,28,51,60,63,65,64,64,53,48,80,72,77,29,71,66,28,46,32,68,72,75,76,10,9,12,11,14,54,50,51,51,51,50,55,55,59,55,66,69,66,68,74,68,19,49,243,42,212,62,309,61,306,52,311,74,223,11,56,355,1575
Carlos Benavídez,Uruguay,Deportivo Alavés,23,Spanish Segunda División,6'1,185 ,170,77,Center Back (CB),Right,3,2,1,60,38,68,69,36,60,45,43,61,66,69,65,62,69,62,64,72,64,68,38,81,72,40,65,53,70,69,73,72,14,9,14,12,13,58,59,58,58,58,59,62,63,65,63,70,71,70,70,72,70,20,54,271,55,275,65,327,61,306,64,381,71,214,12,62,378,1766
Aleksandar Sedlar,Serbia,Deportivo Alavés,4,Spanish Segunda División,5'11,180 ,174,79,Center Back (CB),Right,3,2,1,33,50,66,65,25,31,24,22,56,60,53,39,68,69,65,49,84,72,80,26,75,68,25,47,69,63,71,71,69,14,9,12,12,5,52,46,47,47,47,46,51,50,57,50,62,69,62,64,70,64,19,48,239,39,193,59,294,62,311,58,347,70,211,10,52,333,1584
Anderson Arroyo,Colombia,Deportivo Alavés,2,Spanish Segunda División,5'9,176 ,157,71,Center Back (CB),Right,4,2,1,45,27,68,73,23,57,34,28,65,61,70,70,65,68,71,26,86,82,64,33,73,71,43,41,34,61,67,69,71,7,10,7,11,10,52,54,53,53,53,54,58,60,63,60,69,70,69,70,71,70,18,47,236,49,245,69,344,58,291,54,323,69,207,9,45,355,1630
Roberto González Bayón,Spain,Deportivo Alavés,20,Spanish Segunda División,5'7,169 ,139,63,Center Attacking Midfielder (CAM),Left,5,3,1,65,64,49,68,39,71,45,65,62,69,79,79,79,66,83,66,54,56,40,67,51,24,61,66,66,66,20,27,26,13,7,8,12,13,65,69,67,67,67,69,70,70,64,70,53,49,53,50,40,50,19,57,285,62,312,77,386,57,283,56,334,24,73,11,53,352,1662
Miguel de la Fuente,Spain,Deportivo Alavés,9,Spanish Segunda División,6'0,182 ,183,83,Striker (ST),Right,3,3,1,40,70,72,65,57,66,46,39,47,68,70,71,73,62,67,74,76,63,80,60,55,15,68,49,70,58,38,24,22,12,11,9,13,7,71,64,66,66,66,64,65,64,58,64,48,48,48,47,47,47,18,61,304,53,266,69,343,71,353,53,315,28,84,10,52,360,1659
Javier López Carballo,Spain,Deportivo Alavés,27,Spanish Segunda División,6'0,183 ,165,75,Left Back (LB),Left,3,2,1,65,26,63,61,21,49,46,31,42,60,68,70,70,65,55,23,53,67,64,25,60,68,47,43,36,51,66,68,66,11,13,14,14,11,50,54,50,50,50,54,54,58,56,58,67,64,67,68,67,68,20,47,236,46,228,66,328,46,232,51,305,67,200,13,63,335,1544
