Player Name,Nationality,Team,Kit Number,League,Height(inches),Height(cm),Weight(lbs),Weight(kg),Best Position,Best Foot,Weak Foot,Skill moves,International Reputation,Crossing,Finishing,Heading Accuracy,Short Passing,Volleys,Dribbling,Curve,FreeKick Accuracy,Long Passing,Ball Control,Acceleration,Sprint Speed,Agility,Reactions,Balance,Shot Power,Jumping,Stamina,Strength,Long Shots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Marking,Standing Tackle,Sliding Tackle,GK Diving,GK Handling,GK Kicking,GK Positioning,GK Reflexes,Striker (ST),Left Wing (LW),Left Forward (LF),Center Forward (CF),Right Forward (RF),Right Wing (RW),Center Attacking Midfielder (CAM),Left Midfielder (LM),Center Midfielder (CM),Right Midfielder (RM),Left Wing Back (LWB),Center Defensive Midfielder (CDM),Right Wing Back (RWB),Left Back (LB),Center Back (CB),Right Back (RB),Goalkeeper (GK),Attacking Average,Attacking Total,Skill Average,Skill Total,Movement Average,Movement Total,Power Average,Power Total,Mentality Average,Mentality Total,Defending Average,Defending Total,Goalkeeping Average,Goalkeeping Total,Base stats,Total Stats
Dalei Wang,China PR,Shandong Taishan,14,Chinese Super League,6'1,185 ,165,75,Goalkeeper (GK),Right,3,1,1,10,15,20,30,4,24,23,18,47,22,63,56,52,70,63,53,71,45,56,13,35,14,14,70,22,62,27,12,12,70,69,70,68,72,33,32,34,34,34,32,39,37,38,37,31,34,31,30,30,30,71,16,79,27,134,61,304,48,238,36,217,17,51,70,349,409,1310
Binbin Liu,China PR,Shandong Taishan,21,Chinese Super League,5'10,177 ,159,72,Left Midfielder (LM),Right,3,3,1,66,69,62,66,60,70,59,54,60,66,84,84,81,62,70,63,72,75,63,65,56,38,66,63,52,66,47,42,38,15,12,14,14,9,69,69,68,68,68,69,69,70,65,70,61,57,61,59,54,59,20,65,323,62,309,76,381,68,338,57,341,42,127,13,64,392,1817
Xiang Ji,China PR,Shandong Taishan,37,Chinese Super League,6'1,185 ,165,75,Right Back (RB),Right,4,3,1,73,51,72,71,52,67,76,80,65,62,73,70,63,64,71,70,76,80,74,64,62,64,68,69,50,60,68,62,63,10,6,15,8,7,67,66,65,65,65,66,68,70,69,70,70,68,70,70,69,70,16,64,319,70,350,68,341,73,364,62,373,64,193,9,46,403,1926
Jingdao Jin,China PR,Shandong Taishan,33,Chinese Super League,5'7,170 ,146,66,Right Wing Back (RWB),Right,3,3,1,63,53,55,67,73,63,59,53,64,64,81,72,83,73,83,64,65,82,57,56,68,66,65,62,54,62,70,64,67,7,11,7,11,14,65,65,64,64,64,65,67,68,68,68,68,68,68,68,67,68,19,62,311,61,303,78,392,65,324,63,377,67,201,10,50,396,1896
Ke Shi,China PR,Shandong Taishan,27,Chinese Super League,6'0,182 ,179,81,Center Back (CB),Right,2,2,1,34,19,65,59,24,31,24,25,53,56,70,66,59,78,74,46,78,76,79,24,65,66,24,29,38,59,67,67,66,12,15,6,13,14,48,44,44,44,44,44,47,50,53,50,64,65,64,66,68,66,22,40,201,38,189,69,347,61,303,47,281,67,200,12,60,328,1522
Zheng Zheng,China PR,Shandong Taishan,5,Chinese Super League,6'1,186 ,170,77,Center Back (CB),Left,2,3,1,64,58,56,70,48,64,67,64,64,67,74,73,66,63,75,59,75,70,75,54,66,69,58,69,59,59,70,70,67,10,11,8,8,14,64,65,64,64,64,65,67,68,68,68,68,68,68,68,68,68,18,59,296,65,326,70,351,67,333,63,380,69,207,10,51,402,1885
Lin Dai,China PR,Shandong Taishan,35,Chinese Super League,6'3,190 ,168,76,Center Back (CB),Right,3,2,1,49,43,63,54,36,54,45,67,57,56,47,47,52,65,65,75,79,70,81,65,81,68,50,49,47,60,67,65,66,14,9,10,10,14,58,52,54,54,54,52,55,55,59,55,62,66,62,63,67,63,20,49,245,56,279,55,276,74,370,59,355,66,198,11,57,354,1720
Yang Liu,China PR,Shandong Taishan,11,Chinese Super League,6'0,184 ,165,75,Left Back (LB),Left,3,2,1,57,53,66,62,41,65,43,42,53,64,81,79,74,56,58,64,80,73,69,47,56,65,58,56,40,60,58,63,58,8,7,14,7,12,63,62,62,62,62,62,63,65,62,65,66,63,66,66,65,66,16,56,279,53,267,70,348,67,333,56,335,60,179,10,48,385,1731
Xinghan Wu,China PR,Shandong Taishan,17,Chinese Super League,6'0,183 ,154,70,Left Midfielder (LM),Right,4,3,1,64,60,64,63,52,64,55,55,54,64,81,80,81,63,53,57,59,71,70,58,59,55,65,59,54,64,49,56,51,14,13,9,7,9,66,66,64,64,64,66,66,66,63,66,64,61,64,63,60,63,18,61,303,58,292,72,358,63,315,59,356,52,156,10,52,386,1768
Tong Wang,China PR,Shandong Taishan,6,Chinese Super League,5'10,179 ,157,71,Right Back (RB),Right,3,2,1,64,55,54,65,53,60,39,42,59,57,81,78,77,63,74,54,59,81,66,35,54,57,59,60,49,53,65,58,59,13,12,10,10,7,61,62,60,60,60,62,63,66,62,66,66,63,66,66,62,66,18,58,291,51,257,75,373,59,295,55,332,61,182,10,52,378,1729
