Player Name,Nationality,Team,Kit Number,League,Height(inches),Height(cm),Weight(lbs),Weight(kg),Best Position,Best Foot,Weak Foot,Skill moves,International Reputation,Crossing,Finishing,Heading Accuracy,Short Passing,Volleys,Dribbling,Curve,FreeKick Accuracy,Long Passing,Ball Control,Acceleration,Sprint Speed,Agility,Reactions,Balance,Shot Power,Jumping,Stamina,Strength,Long Shots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Marking,Standing Tackle,Sliding Tackle,GK Diving,GK Handling,GK Kicking,GK Positioning,GK Reflexes,Striker (ST),Left Wing (LW),Left Forward (LF),Center Forward (CF),Right Forward (RF),Right Wing (RW),Center Attacking Midfielder (CAM),Left Midfielder (LM),Center Midfielder (CM),Right Midfielder (RM),Left Wing Back (LWB),Center Defensive Midfielder (CDM),Right Wing Back (RWB),Left Back (LB),Center Back (CB),Right Back (RB),Goalkeeper (GK),Attacking Average,Attacking Total,Skill Average,Skill Total,Movement Average,Movement Total,Power Average,Power Total,Mentality Average,Mentality Total,Defending Average,Defending Total,Goalkeeping Average,Goalkeeping Total,Base stats,Total Stats
Paul Anton,Romania,AFC UTA Arad,14,Romanian Liga I,6'0,182 ,179,81,Center Defensive Midfielder (CDM),Right,3,3,1,57,54,61,69,48,58,72,66,72,68,65,65,62,70,66,79,66,79,76,76,74,68,62,62,55,67,61,69,60,8,14,9,11,8,67,63,64,64,64,63,67,66,70,66,68,70,68,68,69,68,19,58,289,67,336,66,328,75,376,65,388,63,190,10,50,399,1862
Philip Otele,Nigeria,AFC UTA Arad,7,Romanian Liga I,6'1,185 ,176,80,Right Midfielder (RM),Right,3,2,1,60,59,52,63,41,68,42,40,58,65,85,89,82,56,78,65,48,53,74,44,66,21,62,56,52,58,24,26,23,5,12,11,8,11,65,65,64,64,64,65,65,67,58,67,51,48,51,48,44,48,16,55,275,55,273,78,390,57,284,53,315,24,73,9,47,362,1606
Florin Iacob,Romania,AFC UTA Arad,93,Romanian Liga I,5'11,180 ,185,84,Goalkeeper (GK),Right,2,1,1,15,11,12,31,11,13,12,14,21,15,50,47,48,68,46,50,66,32,52,9,31,16,8,38,12,27,8,11,13,65,63,67,62,71,28,25,26,26,26,25,29,28,28,28,27,27,27,26,25,26,68,16,80,15,75,52,259,42,209,22,132,11,32,66,328,377,1079
Erico C. da Silva,Brazil,AFC UTA Arad,21,Romanian Liga I,6'1,186 ,179,81,Center Back (CB),Right,3,2,1,19,33,64,59,37,38,19,18,56,57,66,66,69,64,52,32,81,73,84,28,69,59,33,31,42,71,67,69,67,6,14,13,8,12,50,45,46,46,46,45,49,50,54,50,60,64,60,63,67,63,18,42,212,38,188,63,317,60,298,51,305,68,203,11,53,333,1485
Juan Bautista Cascini,Argentina,AFC UTA Arad,5,Romanian Liga I,5'7,171 ,150,68,Center Defensive Midfielder (CDM),Right,3,3,1,58,59,62,63,58,58,39,65,61,61,55,66,76,67,80,66,48,80,69,60,79,64,62,61,64,63,57,60,58,6,5,15,14,10,64,61,61,61,61,61,64,64,65,64,65,66,65,64,65,64,17,60,300,57,284,69,344,65,323,66,393,58,175,10,50,378,1806
Claudiu Keșerü,Romania,AFC UTA Arad,28,Romanian Liga I,5'10,179 ,176,80,Striker (ST),Left,3,3,1,66,66,64,68,68,63,69,71,66,65,61,62,63,63,70,72,65,59,70,68,67,35,70,68,70,68,30,35,33,14,10,12,8,12,66,65,66,66,66,65,66,66,65,66,54,55,54,52,50,52,19,66,332,67,334,64,319,67,334,63,378,33,98,11,56,364,1758
Marko Vukčević,Montenegro,AFC UTA Arad,15,Romanian Liga I,6'0,183 ,172,78,Right Back (RB),Right,3,2,1,60,57,48,60,58,58,62,67,44,56,74,71,66,61,59,67,57,71,67,66,48,62,57,52,50,58,61,64,61,6,8,15,11,7,62,60,59,59,59,60,60,62,59,62,65,61,65,65,62,65,16,57,283,57,287,66,331,66,328,55,327,62,186,9,47,372,1740
Idriz Batha,Albania,AFC UTA Arad,19,Romanian Liga I,5'9,176 ,157,71,Center Defensive Midfielder (CDM),Right,3,2,1,57,63,55,66,56,63,58,57,61,63,66,64,70,62,72,54,84,75,66,62,85,59,65,63,44,58,63,61,59,5,14,5,8,6,64,63,63,63,63,63,65,65,65,65,65,65,65,64,65,64,16,59,297,60,302,67,334,68,341,62,374,61,183,8,38,384,1811
Desley Ubbink,Netherlands,AFC UTA Arad,20,Romanian Liga I,5'11,180 ,161,73,Right Midfielder (RM),Right,4,3,1,63,61,53,70,55,65,53,60,67,63,70,66,68,65,63,65,61,64,56,58,64,41,60,68,58,65,42,39,44,7,14,6,11,13,64,65,64,64,64,65,66,66,65,66,58,58,58,56,52,56,19,60,302,62,308,66,332,61,304,59,356,42,125,10,51,362,1694
Alexandru Benga,Romania,AFC UTA Arad,4,Romanian Liga I,6'2,188 ,183,83,Center Back (CB),Right,2,2,1,38,31,67,55,31,33,41,31,40,42,61,66,66,56,46,35,82,74,86,47,53,59,31,32,33,57,70,66,64,11,15,11,14,15,48,43,42,42,42,43,45,47,48,47,59,59,59,62,65,62,20,44,222,37,187,59,295,65,324,44,265,67,200,13,66,326,1502
