Player Name,Nationality,Team,Kit Number,League,Height(inches),Height(cm),Weight(lbs),Weight(kg),Best Position,Best Foot,Weak Foot,Skill moves,International Reputation,Crossing,Finishing,Heading Accuracy,Short Passing,Volleys,Dribbling,Curve,FreeKick Accuracy,Long Passing,Ball Control,Acceleration,Sprint Speed,Agility,Reactions,Balance,Shot Power,Jumping,Stamina,Strength,Long Shots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Marking,Standing Tackle,Sliding Tackle,GK Diving,GK Handling,GK Kicking,GK Positioning,GK Reflexes,Striker (ST),Left Wing (LW),Left Forward (LF),Center Forward (CF),Right Forward (RF),Right Wing (RW),Center Attacking Midfielder (CAM),Left Midfielder (LM),Center Midfielder (CM),Right Midfielder (RM),Left Wing Back (LWB),Center Defensive Midfielder (CDM),Right Wing Back (RWB),Left Back (LB),Center Back (CB),Right Back (RB),Goalkeeper (GK),Attacking Average,Attacking Total,Skill Average,Skill Total,Movement Average,Movement Total,Power Average,Power Total,Mentality Average,Mentality Total,Defending Average,Defending Total,Goalkeeping Average,Goalkeeping Total,Base stats,Total Stats
Álvaro González Soberón,Spain,Al Nassr,21,Saudi Professional League,6'0,182 ,165,75,Center Back (CB),Right,2,2,2,51,22,72,73,31,49,47,42,67,60,62,57,52,71,70,65,84,70,82,25,83,73,45,39,36,61,72,77,76,8,13,12,12,8,55,51,52,52,52,51,55,58,62,58,69,73,69,71,75,71,19,50,249,53,265,62,312,65,326,56,337,75,225,11,53,359,1706
Vincent Aboubakar,Cameroon,Al Nassr,26,Saudi Professional League,6'0,184 ,181,82,Striker (ST),Right,4,4,2,63,75,75,73,76,74,77,67,68,77,73,73,72,74,63,74,75,74,87,72,76,33,77,76,74,82,44,23,19,8,10,9,7,8,75,74,75,75,75,74,75,75,71,75,58,59,58,54,54,54,18,72,362,73,363,71,355,76,382,70,418,29,86,8,42,410,1926
Ferjani Sassi,Tunisia,Al Nassr,Unprovided,Saudi Professional League,6'1,186 ,168,76,Center Midfielder (CM),Unprovided,3,3,1,62,67,69,77,62,75,70,66,73,78,66,68,67,72,65,72,70,75,70,74,75,70,72,76,75,73,65,72,68,12,8,14,11,6,73,72,73,73,73,72,75,74,75,74,73,75,73,72,72,72,18,67,337,72,362,68,338,72,361,74,441,68,205,10,51,424,2022
Sultan Al Ghannam,Saudi Arabia,Al Nassr,2,Saudi Professional League,5'9,174 ,137,62,Right Back (RB),Right,4,3,1,77,58,58,70,56,72,68,43,65,69,80,81,75,68,82,65,56,84,65,57,69,67,68,67,52,65,65,68,64,9,15,10,8,12,68,70,68,68,68,70,71,72,71,72,72,70,72,72,68,72,19,64,319,63,317,77,386,65,327,65,388,66,197,11,54,416,1923
Jaloliddin Masharipov,Uzbekistan,Al Nassr,7,Saudi Professional League,5'8,172 ,152,69,Left Midfielder (LM),Right,4,3,1,71,61,48,68,68,77,76,60,66,76,82,77,82,57,84,64,64,76,48,65,50,30,66,72,64,71,49,38,34,15,5,5,7,5,67,71,69,69,69,71,72,72,68,72,60,56,60,57,48,57,15,63,316,71,355,76,382,63,317,59,353,40,121,7,37,383,1810
Abdulelah Al Amri,Saudi Arabia,Al Nassr,5,Saudi Professional League,6'1,185 ,165,75,Center Back (CB),Right,3,2,1,33,20,80,57,21,40,29,32,62,48,64,74,55,68,51,45,92,81,81,22,84,70,38,41,45,52,63,68,71,11,8,13,9,12,50,45,46,46,46,45,49,52,55,52,64,67,64,67,73,67,19,42,211,42,211,62,312,64,321,55,330,67,202,11,53,341,1588
Sami Al Najai,Saudi Arabia,Al Nassr,14,Saudi Professional League,5'9,176 ,150,68,Center Attacking Midfielder (CAM),Right,4,3,1,64,68,59,69,55,67,57,48,62,73,76,70,76,65,64,65,66,66,66,64,52,55,74,64,50,71,52,62,56,8,7,8,9,6,70,69,69,69,69,69,71,70,68,70,66,64,66,65,62,65,16,63,315,61,307,70,351,65,327,61,366,57,170,8,38,392,1803
Abdulrahman Ghareeb,Saudi Arabia,Al Nassr,29,Saudi Professional League,5'5,165 ,135,61,Right Midfielder (RM),Right,3,3,1,59,61,46,60,48,73,57,43,57,68,86,82,86,61,88,64,61,72,55,58,33,20,64,60,59,61,25,23,17,11,8,7,6,13,65,67,66,66,66,67,68,69,61,69,52,46,52,48,38,48,17,55,274,60,298,81,403,62,310,50,297,22,65,9,45,354,1631
Abdulmajeed Al Sulayhim,Saudi Arabia,Al Nassr,8,Saudi Professional League,5'7,171 ,135,61,Center Attacking Midfielder (CAM),Right,3,3,1,56,61,53,72,46,72,70,62,69,70,78,68,88,68,89,62,79,76,58,59,59,60,66,68,50,66,56,60,59,8,15,11,9,14,66,68,68,68,68,68,68,68,68,68,67,67,67,66,63,66,20,58,288,69,343,78,391,67,334,62,369,58,175,11,57,395,1891
Abdullah Al Khaibari,Saudi Arabia,Al Nassr,17,Saudi Professional League,5'9,175 ,165,75,Center Defensive Midfielder (CDM),Right,3,2,1,54,35,53,67,38,61,37,39,62,67,72,55,63,65,72,57,70,74,67,47,69,64,53,59,40,52,67,67,64,6,13,15,9,12,57,58,58,58,58,58,62,63,65,63,67,68,67,66,67,66,18,49,247,53,266,65,327,63,315,56,337,66,198,11,55,362,1693
