Player Name,Nationality,Team,Kit Number,League,Height(inches),Height(cm),Weight(lbs),Weight(kg),Best Position,Best Foot,Weak Foot,Skill moves,International Reputation,Crossing,Finishing,Heading Accuracy,Short Passing,Volleys,Dribbling,Curve,FreeKick Accuracy,Long Passing,Ball Control,Acceleration,Sprint Speed,Agility,Reactions,Balance,Shot Power,Jumping,Stamina,Strength,Long Shots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Marking,Standing Tackle,Sliding Tackle,GK Diving,GK Handling,GK Kicking,GK Positioning,GK Reflexes,Striker (ST),Left Wing (LW),Left Forward (LF),Center Forward (CF),Right Forward (RF),Right Wing (RW),Center Attacking Midfielder (CAM),Left Midfielder (LM),Center Midfielder (CM),Right Midfielder (RM),Left Wing Back (LWB),Center Defensive Midfielder (CDM),Right Wing Back (RWB),Left Back (LB),Center Back (CB),Right Back (RB),Goalkeeper (GK),Attacking Average,Attacking Total,Skill Average,Skill Total,Movement Average,Movement Total,Power Average,Power Total,Mentality Average,Mentality Total,Defending Average,Defending Total,Goalkeeping Average,Goalkeeping Total,Base stats,Total Stats
Jakub Wrąbel,Poland,Widzew Łódź,44,Polish Ekstraklasa,6'5,196 ,192,87,Goalkeeper (GK),Right,2,1,1,15,19,15,25,11,16,16,15,19,18,47,41,35,55,32,41,44,39,56,14,25,23,12,37,22,54,21,17,13,62,64,55,63,62,29,25,26,26,26,25,28,28,28,28,28,28,28,28,28,28,64,17,85,17,84,42,210,39,194,29,173,17,51,61,306,351,1049
Patryk Lipski,Poland,Widzew Łódź,20,Polish Ekstraklasa,6'1,186 ,181,82,Center Attacking Midfielder (CAM),Right,3,3,1,59,61,51,66,45,62,63,60,65,66,66,64,69,62,69,62,61,68,60,64,54,47,60,61,62,62,33,51,44,7,9,8,6,8,63,63,63,63,63,63,63,63,63,63,59,58,59,57,53,57,16,56,282,63,316,66,330,63,315,58,346,43,128,8,38,358,1693
Kristoffer N. Hansen,Norway,Widzew Łódź,77,Polish Ekstraklasa,5'11,180 ,159,72,Right Wing (RW),Right,3,2,1,56,61,45,62,45,63,49,43,58,65,78,79,74,60,78,63,53,67,60,54,42,46,60,57,42,61,28,54,52,13,15,10,11,14,63,63,63,63,63,63,63,63,62,63,60,56,60,58,52,58,20,54,269,56,278,74,369,59,297,51,308,45,134,13,63,362,1657
Łukasz Zjawiński,Poland,Widzew Łódź,29,Polish Ekstraklasa,6'2,189 ,183,83,Striker (ST),Right,2,2,1,41,63,57,48,51,57,38,30,41,60,71,72,60,52,73,65,62,64,80,51,55,16,59,51,64,56,18,12,17,12,9,9,5,13,63,57,58,58,58,57,58,58,51,58,43,40,43,40,39,40,16,52,260,45,226,66,328,64,322,50,301,16,47,10,48,326,1476
Serafin Szota,Poland,Widzew Łódź,5,Polish Ekstraklasa,6'1,186 ,176,80,Center Back (CB),Right,2,2,1,48,22,55,54,29,34,28,24,57,52,78,77,73,54,67,40,82,82,78,21,61,61,26,24,39,48,59,60,58,15,5,15,7,14,46,45,42,42,42,45,45,50,50,50,62,60,62,63,63,63,17,42,208,39,195,70,349,61,303,43,259,59,177,11,56,330,1499
Jakub Sypek,Poland,Widzew Łódź,21,Polish Ekstraklasa,5'11,180 ,163,74,Right Midfielder (RM),Right,2,2,1,54,50,49,56,39,62,48,33,51,56,76,73,75,51,61,59,59,55,56,46,52,39,51,54,44,58,42,47,44,13,11,7,5,8,57,58,56,56,56,58,58,60,55,60,54,51,54,53,50,53,16,50,248,50,250,67,336,55,275,50,298,44,133,9,44,337,1526
Vasyl Lytvynenko,Ukraine,Widzew Łódź,72,Polish Ekstraklasa,6'3,190 ,192,87,Goalkeeper (GK),Right,2,1,1,11,8,10,25,5,11,14,14,21,15,27,19,26,46,29,39,35,25,74,6,20,14,7,36,16,33,9,13,10,59,60,52,57,58,22,18,20,20,20,18,23,22,24,22,20,24,20,20,24,20,59,12,59,15,75,29,147,36,179,21,126,11,32,57,286,310,871
Filip Zawadzki,Poland,Widzew Łódź,16,Polish Ekstraklasa,5'9,176 ,161,73,Center Attacking Midfielder (CAM),Right,3,2,1,46,45,30,53,35,62,52,50,50,65,71,65,70,55,62,52,50,51,44,40,41,31,48,62,45,55,30,31,32,9,8,7,6,7,53,57,56,56,56,57,59,59,55,59,49,46,49,46,40,46,15,42,209,56,279,65,323,47,237,47,282,31,93,7,37,305,1405
Facundo Altamirano,Argentina,Patronato,20,Argentina Primera División,6'1,186 ,172,78,Goalkeeper (GK),Right,3,1,1,12,12,18,27,20,15,15,15,27,22,45,45,43,69,32,47,69,39,58,13,31,25,15,42,27,48,28,18,24,73,68,63,65,70,30,27,28,28,28,27,31,30,31,30,31,33,31,32,33,32,71,18,89,19,94,47,234,45,226,31,188,23,70,68,339,384,1218
Carlos Quintana,Argentina,Patronato,2,Argentina Primera División,6'3,190 ,194,88,Center Back (CB),Left,3,2,1,35,36,74,60,26,45,30,33,58,56,45,51,30,69,40,52,74,66,86,27,67,73,37,27,45,60,70,71,66,8,12,7,12,12,53,45,47,47,47,45,48,50,55,50,62,67,62,64,71,64,19,46,231,44,222,47,235,61,305,52,309,69,207,10,51,327,1524
Nicolás Eduardo Castro,Argentina,Patronato,7,Argentina Primera División,5'11,181 ,174,79,Center Forward (CF),Left,3,3,1,64,65,55,69,58,73,47,49,60,71,69,68,55,66,63,70,60,70,63,69,72,63,68,70,58,56,58,68,69,9,14,11,15,14,68,68,68,68,68,68,68,68,68,68,68,68,68,68,66,68,21,62,311,60,300,64,321,66,332,65,387,65,195,13,63,397,1907
Raúl Alberto Lozano,Argentina,Patronato,22,Argentina Primera División,5'10,179 ,174,79,Right Wing Back (RWB),Right,3,2,1,62,53,37,55,45,62,57,29,51,59,75,76,68,64,65,50,57,79,62,50,65,67,51,46,30,61,70,70,66,9,14,11,14,9,57,60,57,57,57,60,59,62,59,62,69,65,69,68,65,68,19,50,252,52,258,70,348,60,298,53,320,69,206,11,57,374,1700
Jonás Acevedo,Argentina,Patronato,8,Argentina Primera División,5'8,172 ,154,70,Center Attacking Midfielder (CAM),Left,3,3,1,53,68,50,65,54,70,67,58,63,67,69,69,72,65,80,72,49,67,56,70,32,46,66,68,73,62,60,44,40,8,12,15,6,11,67,66,67,67,67,66,69,68,66,68,59,58,59,58,53,58,18,58,290,65,325,71,355,63,314,58,347,48,144,10,52,373,1834
Jonathan Herrera,Argentina,Patronato,9,Argentina Primera División,5'9,175 ,165,75,Striker (ST),Left,3,3,1,32,71,67,71,37,66,39,65,64,67,73,70,69,62,60,75,65,67,80,65,28,17,68,71,71,72,27,13,12,12,7,7,7,6,69,65,68,68,68,65,69,66,64,66,46,48,46,43,41,43,16,56,278,60,301,67,334,70,352,55,327,17,52,8,39,355,1613
