Player Name,Nationality,Team,Kit Number,League,Height(inches),Height(cm),Weight(lbs),Weight(kg),Best Position,Best Foot,Weak Foot,Skill moves,International Reputation,Crossing,Finishing,Heading Accuracy,Short Passing,Volleys,Dribbling,Curve,FreeKick Accuracy,Long Passing,Ball Control,Acceleration,Sprint Speed,Agility,Reactions,Balance,Shot Power,Jumping,Stamina,Strength,Long Shots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Marking,Standing Tackle,Sliding Tackle,GK Diving,GK Handling,GK Kicking,GK Positioning,GK Reflexes,Striker (ST),Left Wing (LW),Left Forward (LF),Center Forward (CF),Right Forward (RF),Right Wing (RW),Center Attacking Midfielder (CAM),Left Midfielder (LM),Center Midfielder (CM),Right Midfielder (RM),Left Wing Back (LWB),Center Defensive Midfielder (CDM),Right Wing Back (RWB),Left Back (LB),Center Back (CB),Right Back (RB),Goalkeeper (GK),Attacking Average,Attacking Total,Skill Average,Skill Total,Movement Average,Movement Total,Power Average,Power Total,Mentality Average,Mentality Total,Defending Average,Defending Total,Goalkeeping Average,Goalkeeping Total,Base stats,Total Stats
Jaden Bevan,England,Shrewsbury Town,31,English League One,6'4,193 ,187,85,Goalkeeper (GK),Right,2,1,1,11,8,13,17,6,7,13,13,23,16,26,19,34,51,46,39,63,27,50,7,27,11,7,30,16,34,5,10,14,54,53,52,52,58,21,17,18,18,18,17,21,20,22,20,20,22,20,19,22,19,56,11,55,14,72,35,176,37,186,21,125,10,29,54,269,292,878
Josh Barlow,England,Shrewsbury Town,30,English League One,6'1,185 ,161,73,Center Attacking Midfielder (CAM),Right,3,2,1,39,39,49,54,35,53,39,34,50,54,69,64,64,46,67,53,57,60,59,49,54,41,54,48,39,37,39,44,47,8,6,15,12,7,53,52,52,52,52,52,54,54,53,54,51,51,51,51,50,51,15,43,216,46,230,62,310,56,278,46,273,43,130,10,48,312,1448
Xander Parke,Saint Kitts and Nevis,Shrewsbury Town,39,English League One,6'2,188 ,165,75,Goalkeeper (GK),Right,2,1,1,11,8,10,30,7,9,10,14,29,13,25,16,29,45,37,39,40,24,45,9,25,12,6,34,18,33,9,11,13,53,49,52,44,57,21,17,19,19,19,17,23,21,25,21,20,24,20,19,21,19,52,13,66,15,75,30,152,31,157,21,128,11,33,51,255,276,833
Kade Craig,England,Shrewsbury Town,27,English League One,6'0,183 ,174,79,Center Back (CB),Left,3,2,1,39,29,35,36,21,44,33,27,28,37,64,63,58,45,64,21,71,62,71,23,53,54,40,39,31,33,50,53,52,13,14,10,8,14,41,42,40,40,40,42,42,45,42,45,51,48,51,52,53,52,18,32,160,34,169,59,294,50,248,42,250,52,155,12,59,283,1302
Yohán Cumaná,Venezuela,Deportivo La Guaira FC,24,Venezuelan Primera División,5'9,176 ,154,70,Left Midfielder (LM),Left,3,4,1,70,59,58,64,60,70,62,61,66,67,83,73,81,66,70,70,55,70,59,70,55,65,61,65,59,55,64,63,60,10,13,13,14,6,67,68,66,66,66,68,69,70,68,70,69,66,69,68,64,68,19,62,311,65,326,75,373,65,324,60,360,62,187,11,56,400,1917
Jovanny Bolívar,Venezuela,Deportivo La Guaira FC,9,Venezuelan Primera División,5'9,175 ,150,68,Striker (ST),Right,3,2,1,48,75,66,60,65,67,61,68,45,65,62,60,60,61,70,67,74,62,73,72,29,20,62,60,70,54,20,30,20,10,14,14,11,10,69,63,65,65,65,63,65,63,59,63,47,45,47,45,43,45,19,63,314,61,306,63,313,70,348,49,295,23,70,12,59,343,1674
Arlés Flores,Venezuela,Deportivo La Guaira FC,8,Venezuelan Primera División,5'9,175 ,172,78,Center Defensive Midfielder (CDM),Right,3,2,1,56,50,64,68,61,60,54,75,65,67,69,55,63,59,70,70,61,80,70,71,64,69,53,63,72,51,70,66,60,14,6,9,13,7,63,61,61,61,61,61,64,64,67,64,67,68,67,67,68,67,17,60,299,64,321,63,316,70,352,62,372,65,196,10,49,385,1854
Carlos Olses,Venezuela,Deportivo La Guaira FC,1,Venezuelan Primera División,6'4,193 ,174,79,Goalkeeper (GK),Right,2,1,1,10,5,11,27,5,12,10,12,24,10,34,32,31,68,39,46,61,20,55,5,24,10,4,40,13,35,7,13,12,66,64,61,63,70,24,20,22,22,22,20,25,24,25,24,22,24,22,22,24,22,68,12,58,14,68,41,204,37,187,21,126,11,32,65,324,357,964
Francisco La Mantía,Venezuela,Deportivo La Guaira FC,5,Venezuelan Primera División,6'0,182 ,174,79,Center Back (CB),Right,2,2,1,61,44,62,64,34,41,57,52,42,54,61,69,34,57,63,61,74,71,71,66,63,64,45,53,62,56,71,64,71,5,5,8,10,12,56,53,53,53,53,53,55,56,57,56,66,64,66,67,68,67,15,53,265,49,246,57,284,69,343,57,343,69,206,8,40,358,1726
Kendrys Silva,Venezuela,Deportivo La Guaira FC,4,Venezuelan Primera División,5'10,179 ,163,74,Right Back (RB),Right,3,2,1,61,42,64,63,40,40,41,49,55,54,64,63,59,65,61,60,80,73,70,55,57,70,41,55,55,57,65,65,67,15,13,14,14,9,55,53,52,52,52,53,55,57,59,57,66,65,66,67,67,67,21,54,270,48,239,62,312,68,338,56,335,66,197,13,65,354,1699
